FECHA (YYMMDD);HORA (HHMM);Registros validados;Registros preliminares;Registros no validados;
100123;0000;;0;;
100123;0100;;0;;
100123;0200;;0;;
100123;0300;;0;;
100123;0400;;0;;
100123;0500;;0;;
100123;0600;;0;;
100123;0700;;0;;
100123;0800;;0;;
100123;0900;;0;;
100123;1000;;0;;
100123;1100;;0;;
100123;1200;;0;;
100123;1300;;0;;
100123;1400;;0;;
100123;1500;;0;;
100123;1600;;0;;
100123;1700;;0;;
100123;1800;;0;;
100123;1900;;0;;
100123;2000;;0;;
100123;2100;;0;;
100123;2200;;0;;
100123;2300;;0;;
100124;0000;;0;;
100124;0100;;0;;
100124;0200;;0;;
100124;0300;;0;;
100124;0400;;0;;
100124;0500;;0;;
100124;0600;;0;;
100124;0700;;0;;
100124;0800;;0;;
100124;0900;;4,42166e-05;;
100124;1000;;0;;
100124;1100;;0;;
100124;1200;;0;;
100124;1300;;0;;
100124;1400;;0;;
100124;1500;;0;;
100124;1600;;0;;
100124;1700;;0;;
100124;1800;;0;;
100124;1900;;0;;
100124;2000;;0;;
100124;2100;;0;;
100124;2200;;0;;
100124;2300;;0;;
100125;0000;;0;;
100125;0100;;0;;
100125;0200;;0;;
100125;0300;;0;;
100125;0400;;0;;
100125;0500;;0;;
100125;0600;;0;;
100125;0700;;0;;
100125;0800;;0;;
100125;0900;;0;;
100125;1000;;0;;
100125;1100;;0;;
100125;1200;;0;;
100125;1300;;0;;
100125;1400;;0;;
100125;1500;;0;;
100125;1600;;0;;
100125;1700;;0;;
100125;1800;;0;;
100125;1900;;0;;
100125;2000;;0;;
100125;2100;;0;;
100125;2200;;0;;
100125;2300;;0;;
100126;0000;;0;;
100126;0100;;0;;
100126;0200;;0;;
100126;0300;;0;;
100126;0400;;0;;
100126;0500;;0;;
100126;0600;;0;;
100126;0700;;0;;
100126;0800;;0;;
100126;0900;;0;;
100126;1000;;0;;
100126;1100;;0;;
100126;1200;;0;;
100126;1300;;0;;
100126;1400;;0;;
100126;1500;;0;;
100126;1600;;0;;
100126;1700;;0;;
100126;1800;;0;;
100126;1900;;0;;
100126;2000;;0;;
100126;2100;;0;;
100126;2200;;0;;
100126;2300;;0;;
100127;0000;;0;;
100127;0100;;0;;
100127;0200;;0;;
100127;0300;;0;;
100127;0400;;0;;
100127;0500;;0;;
100127;0600;;0;;
100127;0700;;0;;
100127;0800;;0;;
100127;0900;;0;;
100127;1000;;0;;
100127;1100;;0;;
100127;1200;;0;;
100127;1300;;0;;
100127;1400;;0;;
100127;1500;;0;;
100127;1600;;0;;
100127;1700;;0;;
100127;1800;;6,51331e-05;;
100127;1900;;0;;
100127;2000;;0;;
100127;2100;;0;;
100127;2200;;0;;
100127;2300;;0;;
100128;0000;;0;;
100128;0100;;0;;
100128;0200;;0;;
100128;0300;;0;;
100128;0400;;0;;
100128;0500;;0;;
100128;0600;;0;;
100128;0700;;0;;
100128;0800;;0;;
100128;0900;;0;;
100128;1000;;0;;
100128;1100;;0;;
100128;1200;;0;;
100128;1300;;0;;
100128;1400;;0;;
100128;1500;;0;;
100128;1600;;0;;
100128;1700;;0;;
100128;1800;;0;;
100128;1900;;0;;
100128;2000;;0;;
100128;2100;;0;;
100128;2200;;0;;
100128;2300;;0;;
100129;0000;;0;;
100129;0100;;0;;
100129;0200;;0;;
100129;0300;;0;;
100129;0400;;0;;
100129;0500;;0;;
100129;0600;;0;;
100129;0700;;0;;
100129;0800;;0;;
100129;0900;;0;;
100129;1000;;0;;
100129;1100;;1,95689e-05;;
100129;1200;;0;;
100129;1300;;0;;
100129;1400;;0;;
100129;1500;;0;;
100129;1600;;0;;
100129;1700;;0;;
100129;1800;;0;;
100129;1900;;0;;
100129;2000;;0;;
100129;2100;;0;;
100129;2200;;0;;
100129;2300;;0;;
100130;0000;;0;;
100130;0100;;0;;
100130;0200;;0;;
100130;0300;;0;;
100130;0400;;0;;
100130;0500;;0;;
100130;0600;;0;;
100130;0700;;0;;
100130;0800;;0;;
100130;0900;;0;;
100130;1000;;0;;
100130;1100;;0;;
100130;1200;;0;;
100130;1300;;0;;
100130;1400;;0;;
100130;1500;;0;;
100130;1600;;0;;
100130;1700;;0;;
100130;1800;;0;;
100130;1900;;0;;
100130;2000;;0;;
100130;2100;;0;;
100130;2200;;0;;
100130;2300;;0;;
100131;0000;;0;;
100131;0100;;0;;
100131;0200;;0;;
100131;0300;;0;;
100131;0400;;0;;
100131;0500;;0;;
100131;0600;;0;;
100131;0700;;0;;
100131;0800;;0;;
100131;0900;;0;;
100131;1000;;0;;
100131;1100;;0;;
100131;1200;;0;;
100131;1300;;0;;
100131;1400;;0;;
100131;1500;;0;;
100131;1600;;0;;
100131;1700;;0;;
100131;1800;;0;;
100131;1900;;0;;
100131;2000;;0;;
100131;2100;;0;;
100131;2200;;0;;
100131;2300;;0;;
100201;0000;;0;;
100201;0100;;0;;
100201;0200;;0;;
100201;0300;;0,000149866;;
100201;0400;;0;;
100201;0500;;0;;
100201;0600;;0;;
100201;0700;;0;;
100201;0800;;0;;
100201;0900;;0;;
100201;1000;;0;;
100201;1100;;0;;
100201;1200;;0;;
100201;1300;;0;;
100201;1400;;0;;
100201;1500;;0;;
100201;1600;;0;;
100201;1700;;0;;
100201;1800;;0;;
100201;1900;;0;;
100201;2000;;0;;
100201;2100;;0;;
100201;2200;;0;;
100201;2300;;0;;
100202;0000;;0;;
100202;0100;;0;;
100202;0200;;0;;
100202;0300;;0;;
100202;0400;;0;;
100202;0500;;0;;
100202;0600;;0;;
100202;0700;;0;;
100202;0800;;0;;
100202;0900;;0;;
100202;1000;;0;;
100202;1100;;0;;
100202;1200;;0;;
100202;1300;;0;;
100202;1400;;0;;
100202;1500;;0;;
100202;1600;;0;;
100202;1700;;0;;
100202;1800;;0;;
100202;1900;;0;;
100202;2000;;0;;
100202;2100;;0;;
100202;2200;;0;;
100202;2300;;0;;
100203;0000;;0;;
100203;0100;;0;;
100203;0200;;0;;
100203;0300;;0;;
100203;0400;;0;;
100203;0500;;0;;
100203;0600;;0;;
100203;0700;;0;;
100203;0800;;0;;
100203;0900;;0;;
100203;1000;;0;;
100203;1100;;0;;
100203;1200;;0;;
100203;1300;;0;;
100203;1400;;0;;
100203;1500;;0;;
100203;1600;;0;;
100203;1700;;0;;
100203;1800;;0;;
100203;1900;;0;;
100203;2000;;0;;
100203;2100;;0;;
100203;2200;;0;;
100203;2300;;0;;
100204;0000;;0;;
100204;0100;;0;;
100204;0200;;0;;
100204;0300;;0;;
100204;0400;;0;;
100204;0500;;0;;
100204;0600;;0;;
100204;0700;;0;;
100204;0800;;0;;
100204;0900;;2,585e-05;;
100204;1000;;0;;
100204;1100;;0;;
100204;1200;;0;;
100204;1300;;0;;
100204;1400;;0;;
100204;1500;;0;;
100204;1600;;0;;
100204;1700;;0;;
100204;1800;;0;;
100204;1900;;0;;
100204;2000;;0;;
100204;2100;;0;;
100204;2200;;0;;
100204;2300;;0;;
100205;0000;;0;;
100205;0100;;0;;
100205;0200;;0;;
100205;0300;;0;;
100205;0400;;0;;
100205;0500;;0;;
100205;0600;;0;;
100205;0700;;0;;
100205;0800;;0;;
100205;0900;;0;;
100205;1000;;0;;
100205;1100;;0;;
100205;1200;;0;;
100205;1300;;0;;
100205;1400;;0;;
100205;1500;;0;;
100205;1600;;0;;
100205;1700;;0;;
100205;1800;;0;;
100205;1900;;0;;
100205;2000;;0;;
100205;2100;;0;;
100205;2200;;0;;
100205;2300;;0;;
100206;0000;;0;;
100206;0100;;0;;
100206;0200;;0;;
100206;0300;;0;;
100206;0400;;0;;
100206;0500;;0;;
100206;0600;;0;;
100206;0700;;0;;
100206;0800;;0;;
100206;0900;;0;;
100206;1000;;0;;
100206;1100;;0;;
100206;1200;;0;;
100206;1300;;0;;
100206;1400;;0;;
100206;1500;;0;;
100206;1600;;0;;
100206;1700;;0;;
100206;1800;;0;;
100206;1900;;0;;
100206;2000;;0;;
100206;2100;;0;;
100206;2200;;0;;
100206;2300;;0;;
100207;0000;;0;;
100207;0100;;0;;
100207;0200;;0;;
100207;0300;;0;;
100207;0400;;0;;
100207;0500;;0;;
100207;0600;;0;;
100207;0700;;0;;
100207;0800;;0;;
100207;0900;;0;;
100207;1000;;0;;
100207;1100;;0;;
100207;1200;;0;;
100207;1300;;0;;
100207;1400;;0;;
100207;1500;;0;;
100207;1600;;0;;
100207;1700;;0;;
100207;1800;;0;;
100207;1900;;0;;
100207;2000;;0;;
100207;2100;;0;;
100207;2200;;0;;
100207;2300;;0;;
100208;0000;;0;;
100208;0100;;0;;
100208;0200;;0;;
100208;0300;;0;;
100208;0400;;0;;
100208;0500;;0;;
100208;0600;;0;;
100208;0700;;0;;
100208;0800;;0;;
100208;0900;;2,72e-05;;
100208;1000;;0;;
100208;1100;;0;;
100208;1200;;0;;
100208;1300;;0;;
100208;1400;;0;;
100208;1500;;0;;
100208;1600;;0;;
100208;1700;;0;;
100208;1800;;0;;
100208;1900;;0;;
100208;2000;;0;;
100208;2100;;0;;
100208;2200;;0;;
100208;2300;;0;;
100209;0000;;0;;
100209;0100;;0;;
100209;0200;;0;;
100209;0300;;0;;
100209;0400;;0;;
100209;0500;;0;;
100209;0600;;0;;
100209;0700;;0;;
100209;0800;;0;;
100209;0900;;0;;
100209;1000;;0;;
100209;1100;;0,000147516;;
100209;1200;;0;;
100209;1300;;0;;
100209;1400;;0;;
100209;1500;;0;;
100209;1600;;0;;
100209;1700;;0;;
100209;1800;;0;;
100209;1900;;0;;
100209;2000;;0;;
100209;2100;;0;;
100209;2200;;0;;
100209;2300;;0;;
100210;0000;;0;;
100210;0100;;0;;
100210;0200;;0;;
100210;0300;;0;;
100210;0400;;0;;
100210;0500;;0;;
100210;0600;;0;;
100210;0700;;0;;
100210;0800;;0;;
100210;0900;;0;;
100210;1000;;0;;
100210;1100;;0;;
100210;1200;;0;;
100210;1300;;0;;
100210;1400;;0;;
100210;1500;;0;;
100210;1600;;0;;
100210;1700;;0;;
100210;1800;;0;;
100210;1900;;0;;
100210;2000;;0;;
100210;2100;;0;;
100210;2200;;0;;
100210;2300;;0;;
100211;0000;;0;;
100211;0100;;0;;
100211;0200;;0;;
100211;0300;;0;;
100211;0400;;0;;
100211;0500;;0;;
100211;0600;;0;;
100211;0700;;0;;
100211;0800;;0;;
100211;0900;;0;;
100211;1000;;0;;
100211;1100;;0;;
100211;1200;;0;;
100211;1300;;0;;
100211;1400;;0;;
100211;1500;;0;;
100211;1600;;0;;
100211;1700;;0;;
100211;1800;;0;;
100211;1900;;0;;
100211;2000;;0;;
100211;2100;;0;;
100211;2200;;0;;
100211;2300;;0;;
100212;0000;;0;;
100212;0100;;0;;
100212;0200;;0;;
100212;0300;;0;;
100212;0400;;0;;
100212;0500;;0;;
100212;0600;;0;;
100212;0700;;0;;
100212;0800;;0;;
100212;0900;;0;;
100212;1000;;0;;
100212;1100;;0;;
100212;1200;;0;;
100212;1300;;0;;
100212;1400;;0;;
100212;1500;;0;;
100212;1600;;0;;
100212;1700;;0;;
100212;1800;;0;;
100212;1900;;0;;
100212;2000;;0;;
100212;2100;;0;;
100212;2200;;0;;
100212;2300;;0;;
100213;0000;;0;;
100213;0100;;0;;
100213;0200;;0;;
100213;0300;;0;;
100213;0400;;0;;
100213;0500;;0;;
100213;0600;;0;;
100213;0700;;0;;
100213;0800;;0;;
100213;0900;;0;;
100213;1000;;0;;
100213;1100;;0;;
100213;1200;;0;;
100213;1300;;0;;
100213;1400;;0;;
100213;1500;;0;;
100213;1600;;0;;
100213;1700;;0;;
100213;1800;;0;;
100213;1900;;0;;
100213;2000;;0;;
100213;2100;;0;;
100213;2200;;0;;
100213;2300;;0;;
100214;0000;;0;;
100214;0100;;0;;
100214;0200;;0;;
100214;0300;;0;;
100214;0400;;0;;
100214;0500;;0;;
100214;0600;;0;;
100214;0700;;0;;
100214;0800;;0;;
100214;0900;;0;;
100214;1000;;0;;
100214;1100;;0;;
100214;1200;;0;;
100214;1300;;0;;
100214;1400;;0;;
100214;1500;;0;;
100214;1600;;0;;
100214;1700;;0;;
100214;1800;;0;;
100214;1900;;0;;
100214;2000;;0;;
100214;2100;;0;;
100214;2200;;0;;
100214;2300;;0;;
100215;0000;;0;;
100215;0100;;0;;
100215;0200;;0;;
100215;0300;;0;;
100215;0400;;0;;
100215;0500;;0;;
100215;0600;;0;;
100215;0700;;0;;
100215;0800;;0;;
100215;0900;;0;;
100215;1000;;0;;
100215;1100;;0;;
100215;1200;;0;;
100215;1300;;0;;
100215;1400;;0;;
100215;1500;;0;;
100215;1600;;0;;
100215;1700;;0;;
100215;1800;;0;;
100215;1900;;0;;
100215;2000;;0;;
100215;2100;;0;;
100215;2200;;0;;
100215;2300;;0;;
100216;0000;;0;;
100216;0100;;0;;
100216;0200;;0;;
100216;0300;;0;;
100216;0400;;0;;
100216;0500;;0;;
100216;0600;;0;;
100216;0700;;0;;
100216;0800;;0;;
100216;0900;;0;;
100216;1000;;0;;
100216;1100;;0;;
100216;1200;;0;;
100216;1300;;0;;
100216;1400;;0;;
100216;1500;;0;;
100216;1600;;0;;
100216;1700;;0;;
100216;1800;;0;;
100216;1900;;0;;
100216;2000;;0;;
100216;2100;;0;;
100216;2200;;0;;
100216;2300;;0;;
100217;0000;;0;;
100217;0100;;0;;
100217;0200;;0;;
100217;0300;;0;;
100217;0400;;0;;
100217;0500;;0;;
100217;0600;;0;;
100217;0700;;0;;
100217;0800;;0;;
100217;0900;;0;;
100217;1000;;0;;
100217;1100;;0;;
100217;1200;;0;;
100217;1300;;0;;
100217;1400;;0;;
100217;1500;;0;;
100217;1600;;0;;
100217;1700;;0;;
100217;1800;;0;;
100217;1900;;0;;
100217;2000;;0;;
100217;2100;;0;;
100217;2200;;0;;
100217;2300;;0;;
100218;0000;;0;;
100218;0100;;0;;
100218;0200;;0;;
100218;0300;;0;;
100218;0400;;0;;
100218;0500;;0;;
100218;0600;;0;;
100218;0700;;0;;
