"DateTime";"bl_height_3";"bl_height_2";"bl_height_1";"Mean_Layer_Height"
"2022-11-15 08:00:00";NaN;470;130;130
"2022-11-15 09:00:00";NaN;410;150;130
"2022-11-15 10:00:00";NaN;NaN;320;340
"2022-11-15 11:00:00";NaN;NaN;370;300
"2022-11-15 12:00:00";NaN;690;230;220
"2022-11-15 13:00:00";NaN;860;400;310
"2022-11-15 14:00:00";NaN;NaN;NaN;360
"2022-11-15 15:00:00";NaN;NaN;NaN;450
"2022-11-15 16:00:00";NaN;NaN;560;550
"2022-11-15 17:00:00";NaN;NaN;NaN;570
"2022-11-15 18:00:00";NaN;NaN;NaN;620
"2022-11-15 19:00:00";NaN;NaN;NaN;NaN
"2022-11-15 20:00:00";NaN;NaN;NaN;NaN
"2022-11-15 21:00:00";NaN;NaN;NaN;NaN
"2022-11-15 22:00:00";NaN;NaN;NaN;NaN
"2022-11-15 23:00:00";NaN;NaN;NaN;NaN
"2022-11-16 00:00:00";NaN;NaN;NaN;NaN
"2022-11-16 01:00:00";NaN;NaN;NaN;NaN
"2022-11-16 02:00:00";NaN;NaN;NaN;NaN
"2022-11-16 03:00:00";NaN;NaN;NaN;NaN
"2022-11-16 04:00:00";NaN;NaN;NaN;NaN
"2022-11-16 05:00:00";NaN;NaN;NaN;NaN
"2022-11-16 06:00:00";NaN;NaN;NaN;NaN
"2022-11-16 07:00:00";NaN;NaN;NaN;NaN
"2022-11-16 08:00:00";NaN;NaN;NaN;NaN
"2022-11-16 09:00:00";NaN;NaN;NaN;NaN
"2022-11-16 10:00:00";NaN;NaN;NaN;160
"2022-11-16 11:00:00";NaN;NaN;NaN;730
"2022-11-16 12:00:00";NaN;NaN;770;760
"2022-11-16 13:00:00";NaN;780;120;780
"2022-11-16 14:00:00";NaN;NaN;810;830
"2022-11-16 15:00:00";NaN;3920;750;750
"2022-11-16 16:00:00";NaN;NaN;740;740
"2022-11-16 17:00:00";NaN;NaN;660;730
"2022-11-16 18:00:00";NaN;NaN;620;650
"2022-11-16 19:00:00";NaN;1100;370;580
"2022-11-16 20:00:00";NaN;NaN;380;580
"2022-11-16 21:00:00";2450;440;210;370
"2022-11-16 22:00:00";NaN;390;150;170
"2022-11-16 23:00:00";NaN;NaN;280;370
"2022-11-17 00:00:00";NaN;NaN;NaN;350
"2022-11-17 01:00:00";NaN;NaN;NaN;NaN
"2022-11-17 02:00:00";NaN;NaN;NaN;NaN
"2022-11-17 03:00:00";NaN;NaN;NaN;NaN
"2022-11-17 04:00:00";NaN;NaN;NaN;NaN
"2022-11-17 05:00:00";NaN;NaN;380;NaN
"2022-11-17 06:00:00";NaN;NaN;370;370
"2022-11-17 07:00:00";NaN;NaN;NaN;370
"2022-11-17 08:00:00";NaN;NaN;430;400
"2022-11-17 09:00:00";NaN;NaN;NaN;440
"2022-11-17 10:00:00";NaN;NaN;NaN;460
"2022-11-17 11:00:00";NaN;NaN;NaN;NaN
"2022-11-17 12:00:00";NaN;NaN;NaN;NaN
"2022-11-17 13:00:00";NaN;NaN;700;NaN
"2022-11-17 14:00:00";NaN;NaN;820;700
"2022-11-17 15:00:00";NaN;NaN;720;890
"2022-11-17 16:00:00";NaN;700;100;100
"2022-11-17 17:00:00";NaN;NaN;580;630
"2022-11-17 18:00:00";NaN;NaN;550;520
"2022-11-17 19:00:00";NaN;NaN;500;500
"2022-11-17 20:00:00";NaN;NaN;390;500
"2022-11-17 21:00:00";NaN;NaN;440;380
"2022-11-17 22:00:00";NaN;NaN;380;160
"2022-11-17 23:00:00";NaN;NaN;NaN;160
"2022-11-18 00:00:00";NaN;NaN;NaN;410
"2022-11-18 01:00:00";NaN;NaN;NaN;NaN
"2022-11-18 02:00:00";NaN;NaN;NaN;NaN
"2022-11-18 03:00:00";NaN;NaN;NaN;NaN
"2022-11-18 04:00:00";NaN;NaN;NaN;NaN
"2022-11-18 05:00:00";NaN;NaN;NaN;NaN
"2022-11-18 06:00:00";NaN;NaN;NaN;NaN
"2022-11-18 07:00:00";NaN;NaN;NaN;NaN
"2022-11-18 08:00:00";NaN;NaN;NaN;NaN
"2022-11-18 09:00:00";NaN;NaN;550;NaN
"2022-11-18 10:00:00";NaN;NaN;560;580
"2022-11-18 11:00:00";NaN;NaN;630;590
"2022-11-18 12:00:00";NaN;NaN;640;630
"2022-11-18 13:00:00";NaN;1580;610;640
"2022-11-18 14:00:00";NaN;NaN;590;590
"2022-11-18 15:00:00";NaN;NaN;590;590
"2022-11-18 16:00:00";NaN;NaN;600;590
"2022-11-18 17:00:00";NaN;NaN;550;610
"2022-11-18 18:00:00";NaN;700;170;530
"2022-11-18 19:00:00";NaN;770;480;560
"2022-11-18 20:00:00";NaN;NaN;360;400
"2022-11-18 21:00:00";NaN;NaN;NaN;NaN
"2022-11-18 22:00:00";NaN;NaN;470;470
"2022-11-18 23:00:00";NaN;440;150;470
"2022-11-19 00:00:00";NaN;480;250;440
"2022-11-19 01:00:00";NaN;NaN;460;380
"2022-11-19 02:00:00";NaN;NaN;360;380
"2022-11-19 03:00:00";NaN;450;240;380
"2022-11-19 04:00:00";NaN;NaN;NaN;240
"2022-11-19 05:00:00";NaN;NaN;NaN;NaN
"2022-11-19 06:00:00";NaN;NaN;NaN;NaN
"2022-11-19 07:00:00";NaN;NaN;NaN;NaN
"2022-11-19 08:00:00";NaN;NaN;NaN;NaN
"2022-11-19 09:00:00";NaN;NaN;NaN;NaN
"2022-11-19 10:00:00";NaN;NaN;NaN;NaN
"2022-11-19 11:00:00";NaN;NaN;NaN;NaN
"2022-11-19 12:00:00";NaN;670;270;NaN
"2022-11-19 13:00:00";NaN;NaN;NaN;270
"2022-11-19 14:00:00";NaN;3580;720;680
"2022-11-19 15:00:00";NaN;NaN;620;680
"2022-11-19 16:00:00";NaN;NaN;720;620
"2022-11-19 17:00:00";NaN;NaN;670;730
"2022-11-19 18:00:00";NaN;NaN;710;740
"2022-11-19 19:00:00";NaN;NaN;700;700
"2022-11-19 20:00:00";NaN;NaN;700;650
"2022-11-19 21:00:00";NaN;690;210;700
"2022-11-19 22:00:00";NaN;640;150;210
"2022-11-19 23:00:00";NaN;NaN;460;160
"2022-11-20 00:00:00";NaN;470;210;160
"2022-11-20 01:00:00";NaN;470;170;190
"2022-11-20 02:00:00";NaN;NaN;200;210
"2022-11-20 03:00:00";NaN;390;170;180
"2022-11-20 04:00:00";NaN;NaN;140;150
"2022-11-20 05:00:00";NaN;NaN;160;140
"2022-11-20 06:00:00";NaN;NaN;140;150
"2022-11-20 07:00:00";NaN;NaN;150;160
"2022-11-20 08:00:00";NaN;NaN;310;230
"2022-11-20 09:00:00";NaN;NaN;460;370
"2022-11-20 10:00:00";NaN;NaN;470;470
"2022-11-20 11:00:00";NaN;NaN;570;490
"2022-11-20 12:00:00";NaN;NaN;690;630
"2022-11-20 13:00:00";NaN;NaN;810;750
"2022-11-20 14:00:00";NaN;1140;690;760
"2022-11-20 15:00:00";NaN;760;150;160
"2022-11-20 16:00:00";NaN;770;400;150
"2022-11-20 17:00:00";NaN;680;350;400
"2022-11-20 18:00:00";NaN;NaN;590;620
"2022-11-20 19:00:00";NaN;NaN;620;600
"2022-11-20 20:00:00";NaN;NaN;330;600
"2022-11-20 21:00:00";NaN;810;170;160
"2022-11-20 22:00:00";NaN;490;150;150
"2022-11-20 23:00:00";NaN;490;150;170
"2022-11-21 00:00:00";NaN;520;370;150
"2022-11-21 01:00:00";NaN;420;160;160
"2022-11-21 02:00:00";NaN;390;170;160
"2022-11-21 03:00:00";NaN;NaN;350;180
"2022-11-21 04:00:00";NaN;440;160;170
"2022-11-21 05:00:00";NaN;410;170;180
"2022-11-21 06:00:00";NaN;NaN;340;160
"2022-11-21 07:00:00";NaN;NaN;260;240
"2022-11-21 08:00:00";NaN;NaN;320;320
"2022-11-21 09:00:00";NaN;NaN;310;290
"2022-11-21 10:00:00";NaN;NaN;380;380
"2022-11-21 11:00:00";NaN;NaN;440;400
"2022-11-21 12:00:00";NaN;580;340;470
"2022-11-21 13:00:00";NaN;NaN;610;590
"2022-11-21 14:00:00";NaN;3320;660;620
"2022-11-21 15:00:00";3480;760;410;410
"2022-11-21 16:00:00";NaN;NaN;570;670
"2022-11-21 17:00:00";2450;540;250;200
"2022-11-21 18:00:00";1680;460;200;260
"2022-11-21 19:00:00";NaN;400;160;180
"2022-11-21 20:00:00";NaN;410;190;160
"2022-11-21 21:00:00";NaN;NaN;160;210
"2022-11-21 22:00:00";NaN;NaN;170;170
"2022-11-21 23:00:00";NaN;NaN;160;150
"2022-11-22 00:00:00";NaN;NaN;300;230
"2022-11-22 01:00:00";NaN;NaN;380;360
"2022-11-22 02:00:00";NaN;NaN;310;330
"2022-11-22 03:00:00";NaN;NaN;260;240
"2022-11-22 04:00:00";NaN;NaN;300;260
"2022-11-22 05:00:00";NaN;NaN;230;260
"2022-11-22 06:00:00";NaN;NaN;NaN;230
"2022-11-22 07:00:00";NaN;NaN;NaN;NaN
"2022-11-22 08:00:00";NaN;NaN;NaN;NaN
"2022-11-22 09:00:00";NaN;NaN;NaN;NaN
"2022-11-22 10:00:00";NaN;NaN;NaN;NaN
"2022-11-22 11:00:00";NaN;NaN;740;700
"2022-11-22 12:00:00";NaN;NaN;700;700
"2022-11-22 13:00:00";NaN;NaN;680;690
"2022-11-22 14:00:00";NaN;NaN;NaN;NaN
"2022-11-22 15:00:00";NaN;NaN;NaN;NaN
"2022-11-22 16:00:00";NaN;NaN;NaN;NaN
"2022-11-22 17:00:00";NaN;NaN;NaN;NaN
"2022-11-22 18:00:00";NaN;NaN;NaN;NaN
"2022-11-22 19:00:00";NaN;NaN;NaN;NaN
"2022-11-22 20:00:00";NaN;NaN;NaN;NaN
"2022-11-22 21:00:00";NaN;NaN;NaN;NaN
"2022-11-22 22:00:00";NaN;NaN;NaN;NaN
"2022-11-22 23:00:00";NaN;NaN;NaN;NaN
"2022-11-23 00:00:00";NaN;NaN;NaN;NaN
"2022-11-23 01:00:00";NaN;NaN;NaN;NaN
"2022-11-23 02:00:00";NaN;NaN;NaN;NaN
"2022-11-23 03:00:00";NaN;NaN;NaN;NaN
"2022-11-23 04:00:00";NaN;NaN;NaN;NaN
"2022-11-23 05:00:00";NaN;NaN;NaN;NaN
"2022-11-23 06:00:00";NaN;NaN;NaN;NaN
"2022-11-23 07:00:00";NaN;NaN;NaN;NaN
"2022-11-23 08:00:00";NaN;NaN;NaN;NaN
"2022-11-23 09:00:00";NaN;NaN;NaN;NaN
"2022-11-23 10:00:00";NaN;NaN;NaN;NaN
"2022-11-23 11:00:00";NaN;NaN;470;100
"2022-11-23 12:00:00";NaN;NaN;520;450
"2022-11-23 13:00:00";NaN;NaN;650;560
"2022-11-23 14:00:00";NaN;1140;1130;670
"2022-11-23 15:00:00";NaN;NaN;510;1210
"2022-11-23 16:00:00";NaN;NaN;NaN;480
"2022-11-23 17:00:00";NaN;NaN;450;400
"2022-11-23 18:00:00";NaN;NaN;540;540
"2022-11-23 19:00:00";NaN;510;310;520
"2022-11-23 20:00:00";NaN;NaN;330;340
"2022-11-23 21:00:00";NaN;NaN;360;390
"2022-11-23 22:00:00";NaN;NaN;340;360
"2022-11-23 23:00:00";NaN;NaN;330;330
"2022-11-24 00:00:00";NaN;NaN;320;330
"2022-11-24 01:00:00";NaN;NaN;NaN;300
"2022-11-24 02:00:00";NaN;NaN;330;330
"2022-11-24 03:00:00";NaN;NaN;410;400
"2022-11-24 04:00:00";NaN;NaN;NaN;410
"2022-11-24 05:00:00";NaN;NaN;380;370
"2022-11-24 06:00:00";NaN;NaN;390;370
"2022-11-24 07:00:00";NaN;NaN;370;380
"2022-11-24 08:00:00";NaN;NaN;NaN;NaN
"2022-11-24 09:00:00";NaN;NaN;NaN;NaN
"2022-11-24 10:00:00";NaN;NaN;NaN;NaN
"2022-11-24 11:00:00";NaN;NaN;NaN;NaN
"2022-11-24 12:00:00";NaN;NaN;NaN;NaN
"2022-11-24 13:00:00";NaN;NaN;NaN;NaN
"2022-11-24 14:00:00";NaN;NaN;NaN;NaN
"2022-11-24 15:00:00";NaN;NaN;NaN;NaN
"2022-11-24 16:00:00";NaN;NaN;NaN;NaN
"2022-11-24 17:00:00";NaN;NaN;NaN;NaN
"2022-11-24 18:00:00";NaN;NaN;NaN;NaN
"2022-11-24 19:00:00";NaN;NaN;NaN;NaN
"2022-11-24 20:00:00";NaN;NaN;NaN;NaN
"2022-11-24 21:00:00";NaN;NaN;NaN;NaN
"2022-11-24 22:00:00";NaN;NaN;NaN;NaN
"2022-11-24 23:00:00";NaN;NaN;NaN;NaN
"2022-11-25 00:00:00";NaN;NaN;310;330
"2022-11-25 01:00:00";NaN;NaN;280;290
"2022-11-25 02:00:00";NaN;NaN;NaN;270
"2022-11-25 03:00:00";NaN;NaN;NaN;290
"2022-11-25 04:00:00";NaN;NaN;NaN;NaN
"2022-11-25 05:00:00";NaN;NaN;NaN;NaN
"2022-11-25 06:00:00";NaN;NaN;NaN;NaN
"2022-11-25 07:00:00";NaN;NaN;NaN;NaN
"2022-11-25 08:00:00";NaN;NaN;NaN;NaN
"2022-11-25 09:00:00";NaN;NaN;320;270
"2022-11-25 10:00:00";NaN;NaN;NaN;340
"2022-11-25 11:00:00";NaN;390;110;NaN
"2022-11-25 12:00:00";NaN;NaN;490;100
"2022-11-25 13:00:00";NaN;2070;510;540
"2022-11-25 14:00:00";3840;3290;520;520
"2022-11-25 15:00:00";NaN;3510;490;520
"2022-11-25 16:00:00";NaN;3230;490;490
"2022-11-25 17:00:00";NaN;2630;480;500
"2022-11-25 18:00:00";NaN;3130;480;490
"2022-11-25 19:00:00";NaN;2940;410;460
"2022-11-25 20:00:00";NaN;NaN;330;340
"2022-11-25 21:00:00";NaN;NaN;NaN;320
"2022-11-25 22:00:00";NaN;NaN;NaN;NaN
"2022-11-25 23:00:00";NaN;NaN;NaN;NaN
"2022-11-26 00:00:00";NaN;NaN;NaN;NaN
"2022-11-26 01:00:00";NaN;NaN;NaN;NaN
"2022-11-26 02:00:00";NaN;NaN;NaN;NaN
"2022-11-26 03:00:00";NaN;NaN;NaN;NaN
"2022-11-26 04:00:00";NaN;NaN;NaN;NaN
"2022-11-26 05:00:00";NaN;NaN;NaN;NaN
"2022-11-26 06:00:00";NaN;NaN;NaN;NaN
"2022-11-26 07:00:00";NaN;NaN;NaN;NaN
"2022-11-26 08:00:00";NaN;NaN;NaN;NaN
"2022-11-26 09:00:00";NaN;NaN;NaN;NaN
"2022-11-26 10:00:00";NaN;NaN;NaN;NaN
"2022-11-26 11:00:00";NaN;NaN;280;330
"2022-11-26 12:00:00";NaN;NaN;430;380
"2022-11-26 13:00:00";NaN;NaN;480;450
"2022-11-26 14:00:00";NaN;NaN;550;490
"2022-11-26 15:00:00";NaN;1240;510;580
"2022-11-26 16:00:00";NaN;NaN;560;90
"2022-11-26 17:00:00";NaN;NaN;470;500
"2022-11-26 18:00:00";NaN;NaN;480;490
"2022-11-26 19:00:00";NaN;NaN;NaN;NaN
"2022-11-26 20:00:00";NaN;NaN;NaN;NaN
"2022-11-26 21:00:00";NaN;NaN;NaN;NaN
"2022-11-26 22:00:00";NaN;NaN;NaN;NaN
"2022-11-26 23:00:00";NaN;NaN;NaN;NaN
"2022-11-27 00:00:00";NaN;NaN;420;450
"2022-11-27 01:00:00";NaN;NaN;430;420
"2022-11-27 02:00:00";NaN;NaN;400;410
"2022-11-27 03:00:00";NaN;NaN;NaN;400
"2022-11-27 04:00:00";NaN;NaN;NaN;NaN
"2022-11-27 05:00:00";NaN;NaN;NaN;NaN
"2022-11-27 06:00:00";NaN;NaN;NaN;NaN
"2022-11-27 07:00:00";NaN;NaN;NaN;NaN
"2022-11-27 08:00:00";NaN;NaN;NaN;NaN
"2022-11-27 09:00:00";NaN;NaN;NaN;NaN
"2022-11-27 10:00:00";NaN;400;60;400
"2022-11-27 11:00:00";NaN;480;90;420
"2022-11-27 12:00:00";NaN;NaN;580;580
"2022-11-27 13:00:00";NaN;NaN;650;600
"2022-11-27 14:00:00";NaN;2310;740;700
"2022-11-27 15:00:00";NaN;1980;1560;770
"2022-11-27 16:00:00";NaN;790;90;1670
"2022-11-27 17:00:00";NaN;NaN;760;760
"2022-11-27 18:00:00";NaN;NaN;760;780
"2022-11-27 19:00:00";NaN;740;200;740
"2022-11-27 20:00:00";NaN;640;170;170
"2022-11-27 21:00:00";NaN;620;150;140
"2022-11-27 22:00:00";NaN;570;110;110
"2022-11-27 23:00:00";NaN;540;130;110
"2022-11-28 00:00:00";NaN;NaN;500;510
"2022-11-28 01:00:00";NaN;NaN;NaN;480
"2022-11-28 02:00:00";NaN;NaN;450;450
"2022-11-28 03:00:00";NaN;NaN;490;490
"2022-11-28 04:00:00";NaN;NaN;490;490
"2022-11-28 05:00:00";NaN;NaN;500;490
"2022-11-28 06:00:00";NaN;NaN;460;490
"2022-11-28 07:00:00";NaN;NaN;NaN;470
"2022-11-28 08:00:00";NaN;540;130;130
"2022-11-28 09:00:00";NaN;530;110;530
"2022-11-28 10:00:00";NaN;NaN;510;520
"2022-11-28 11:00:00";NaN;NaN;520;520
"2022-11-28 12:00:00";NaN;NaN;540;530
"2022-11-28 13:00:00";NaN;660;90;650
"2022-11-28 14:00:00";NaN;860;90;90
"2022-11-28 15:00:00";940;310;100;90
"2022-11-28 16:00:00";NaN;880;310;100
"2022-11-28 17:00:00";NaN;890;100;880
"2022-11-28 18:00:00";NaN;860;230;110
"2022-11-28 19:00:00";850;490;60;120
"2022-11-28 20:00:00";NaN;830;500;70
"2022-11-28 21:00:00";NaN;790;150;160
"2022-11-28 22:00:00";NaN;770;310;240
"2022-11-28 23:00:00";NaN;NaN;490;350
"2022-11-29 00:00:00";NaN;570;140;610
"2022-11-29 01:00:00";NaN;720;320;240
"2022-11-29 02:00:00";NaN;NaN;670;370
"2022-11-29 03:00:00";NaN;NaN;NaN;460
"2022-11-29 04:00:00";NaN;NaN;590;590
"2022-11-29 05:00:00";NaN;NaN;NaN;570
"2022-11-29 06:00:00";NaN;NaN;NaN;NaN
"2022-11-29 07:00:00";NaN;NaN;450;450
"2022-11-29 08:00:00";NaN;NaN;NaN;460
"2022-11-29 09:00:00";NaN;NaN;NaN;NaN
"2022-11-29 10:00:00";NaN;NaN;NaN;920
"2022-11-29 11:00:00";NaN;NaN;NaN;740
"2022-11-29 12:00:00";820;580;90;90
"2022-11-29 13:00:00";NaN;NaN;860;90
"2022-11-29 14:00:00";NaN;NaN;90;90
"2022-11-29 15:00:00";NaN;NaN;1050;90
"2022-11-29 16:00:00";1130;350;100;90
"2022-11-29 17:00:00";1190;760;90;100
"2022-11-29 18:00:00";NaN;590;90;90
"2022-11-29 19:00:00";NaN;600;70;100
"2022-11-29 20:00:00";NaN;NaN;430;360
"2022-11-29 21:00:00";NaN;570;170;440
"2022-11-29 22:00:00";NaN;NaN;640;660
"2022-11-29 23:00:00";NaN;NaN;650;300
"2022-11-30 00:00:00";NaN;NaN;NaN;650
"2022-11-30 01:00:00";NaN;670;60;600
"2022-11-30 02:00:00";NaN;NaN;NaN;650
"2022-11-30 03:00:00";NaN;NaN;NaN;NaN
"2022-11-30 04:00:00";NaN;NaN;NaN;NaN
"2022-11-30 05:00:00";NaN;NaN;NaN;NaN
"2022-11-30 06:00:00";NaN;NaN;NaN;NaN
"2022-11-30 07:00:00";NaN;NaN;230;NaN
"2022-11-30 08:00:00";NaN;NaN;NaN;190
"2022-11-30 09:00:00";NaN;NaN;390;400
"2022-11-30 10:00:00";NaN;NaN;450;400
"2022-11-30 11:00:00";NaN;NaN;530;460
"2022-11-30 12:00:00";NaN;NaN;600;540
"2022-11-30 13:00:00";NaN;700;90;100
"2022-11-30 14:00:00";NaN;800;90;90
"2022-11-30 15:00:00";NaN;930;100;90
"2022-11-30 16:00:00";NaN;700;90;100
"2022-11-30 17:00:00";NaN;730;100;100
"2022-11-30 18:00:00";NaN;760;100;100
"2022-11-30 19:00:00";NaN;660;310;670
"2022-11-30 20:00:00";NaN;NaN;NaN;250
"2022-11-30 21:00:00";NaN;NaN;NaN;270
"2022-11-30 22:00:00";NaN;NaN;570;550
"2022-11-30 23:00:00";NaN;NaN;520;520
"2022-12-01 00:00:00";NaN;510;110;530
"2022-12-01 01:00:00";NaN;NaN;550;550
"2022-12-01 02:00:00";NaN;NaN;530;550
"2022-12-01 03:00:00";NaN;NaN;NaN;530
"2022-12-01 04:00:00";NaN;NaN;NaN;480
"2022-12-01 05:00:00";NaN;NaN;NaN;NaN
"2022-12-01 06:00:00";NaN;NaN;NaN;NaN
"2022-12-01 07:00:00";NaN;450;100;120
"2022-12-01 08:00:00";NaN;NaN;490;470
"2022-12-01 09:00:00";NaN;NaN;510;510
"2022-12-01 10:00:00";NaN;580;240;530
"2022-12-01 11:00:00";NaN;NaN;620;590
"2022-12-01 12:00:00";NaN;760;100;650
"2022-12-01 13:00:00";NaN;2840;810;820
"2022-12-01 14:00:00";NaN;3130;880;820
"2022-12-01 15:00:00";NaN;NaN;740;850
"2022-12-01 16:00:00";NaN;NaN;760;770
"2022-12-01 17:00:00";NaN;NaN;710;720
"2022-12-01 18:00:00";NaN;NaN;670;720
"2022-12-01 19:00:00";NaN;NaN;650;640
"2022-12-01 20:00:00";NaN;580;560;640
"2022-12-01 21:00:00";NaN;510;490;640
"2022-12-01 22:00:00";NaN;NaN;440;430
"2022-12-01 23:00:00";NaN;NaN;NaN;440
"2022-12-02 00:00:00";NaN;NaN;470;410
"2022-12-02 01:00:00";NaN;NaN;410;420
"2022-12-02 02:00:00";NaN;NaN;460;410
"2022-12-02 03:00:00";NaN;NaN;380;420
"2022-12-02 04:00:00";NaN;NaN;NaN;370
"2022-12-02 05:00:00";NaN;NaN;420;430
"2022-12-02 06:00:00";NaN;NaN;440;420
"2022-12-02 07:00:00";NaN;NaN;NaN;440
"2022-12-02 08:00:00";NaN;NaN;NaN;NaN
"2022-12-02 09:00:00";NaN;NaN;NaN;NaN
"2022-12-02 10:00:00";NaN;580;200;200
"2022-12-02 11:00:00";NaN;750;90;650
"2022-12-02 12:00:00";NaN;3340;760;750
"2022-12-02 13:00:00";NaN;3540;790;770
"2022-12-02 14:00:00";NaN;3130;830;810
"2022-12-02 15:00:00";NaN;NaN;760;770
"2022-12-02 16:00:00";NaN;NaN;810;790
"2022-12-02 17:00:00";NaN;NaN;840;810
"2022-12-02 18:00:00";NaN;NaN;800;850
"2022-12-02 19:00:00";NaN;NaN;700;720
"2022-12-02 20:00:00";NaN;NaN;NaN;680
"2022-12-02 21:00:00";NaN;NaN;NaN;NaN
"2022-12-02 22:00:00";NaN;NaN;NaN;NaN
"2022-12-02 23:00:00";NaN;NaN;NaN;NaN
"2022-12-03 00:00:00";NaN;NaN;NaN;NaN
"2022-12-03 01:00:00";NaN;NaN;NaN;NaN
"2022-12-03 02:00:00";NaN;NaN;NaN;NaN
"2022-12-03 03:00:00";NaN;NaN;470;450
"2022-12-03 04:00:00";NaN;NaN;450;470
"2022-12-03 05:00:00";NaN;NaN;490;460
"2022-12-03 06:00:00";NaN;NaN;480;490
"2022-12-03 07:00:00";NaN;NaN;480;480
"2022-12-03 08:00:00";NaN;NaN;510;490
"2022-12-03 09:00:00";NaN;NaN;610;550
"2022-12-03 10:00:00";NaN;NaN;NaN;NaN
"2022-12-03 11:00:00";NaN;NaN;NaN;NaN
"2022-12-03 12:00:00";NaN;NaN;NaN;NaN
"2022-12-03 13:00:00";NaN;NaN;NaN;NaN
"2022-12-03 14:00:00";NaN;NaN;NaN;NaN
"2022-12-03 15:00:00";NaN;NaN;NaN;NaN
"2022-12-03 16:00:00";NaN;NaN;NaN;NaN
"2022-12-03 17:00:00";NaN;NaN;NaN;NaN
"2022-12-03 18:00:00";NaN;NaN;NaN;NaN
"2022-12-03 19:00:00";NaN;NaN;NaN;NaN
"2022-12-03 20:00:00";NaN;NaN;NaN;NaN
"2022-12-03 21:00:00";NaN;NaN;NaN;NaN
"2022-12-03 22:00:00";NaN;NaN;NaN;NaN
"2022-12-03 23:00:00";NaN;NaN;NaN;NaN
"2022-12-04 00:00:00";NaN;NaN;NaN;NaN
"";NaN;NaN;NaN;NaN
