,date,SO2,NO2,NO,NOX,O3,CO,MP10,MP25
222,2017-09-16 00:00:00,3.77,4.94,3.15352,8.09377,9.0,0.35,35.0,12.0
223,2017-09-16 01:00:00,3.93,4.45,2.75355,7.2079,8.0,0.36,28.0,7.0
224,2017-09-16 02:00:00,4.68,6.45,2.78913,9.2413,8.0,0.37,26.0,5.0
225,2017-09-16 03:00:00,5.0,6.57,4.20207,10.772,5.0,0.35,23.0,6.0
226,2017-09-16 04:00:00,6.15,7.92,3.87588,11.7927,6.0,0.35,25.0,8.0
227,2017-09-16 05:00:00,8.23,8.84,3.66385,12.5058,6.0,0.35,29.0,10.0
228,2017-09-16 06:00:00,7.25,9.05,3.62518,12.6768,7.0,0.35,22.0,12.0
229,2017-09-16 07:00:00,9.2,8.84,5.74493,14.5872,7.0,0.38,27.0,10.0
230,2017-09-16 08:00:00,6.76,4.46,8.38251,12.8455,8.0,0.43,41.0,11.0
231,2017-09-16 09:00:00,8.14,6.3,6.30218,12.6022,13.0,0.41,46.0,21.0
232,2017-09-16 10:00:00,178.17,12.02,18.1556,30.1795,12.0,0.43,54.0,40.0
233,2017-09-16 11:00:00,240.53,18.7,38.5277,57.2249,10.0,0.47,120.0,60.0
234,2017-09-16 12:00:00,15.2,12.5,14.0922,26.5927,17.0,0.42,89.0,68.0
235,2017-09-16 13:00:00,7.98,7.36,4.7419,12.0985,26.0,0.4,49.0,42.0
236,2017-09-16 14:00:00,7.75,6.11,4.54415,10.3282,30.0,0.4,48.0,29.0
237,2017-09-16 15:00:00,4.19,3.31,2.97618,6.28695,35.0,0.38,41.0,26.0
238,2017-09-16 16:00:00,3.76,3.12,2.80105,5.9182,37.0,0.37,40.0,27.0
239,2017-09-16 17:00:00,3.84,2.72,2.61297,5.33257,36.0,0.36,39.0,27.0
240,2017-09-16 18:00:00,3.73,2.89,2.49925,5.38482,34.0,0.36,40.0,23.0
241,2017-09-16 19:00:00,3.74,3.02,2.61563,5.63093,32.0,0.38,31.0,13.0
242,2017-09-16 20:00:00,3.35,2.84,2.74678,5.58535,29.0,0.38,31.0,8.0
243,2017-09-16 21:00:00,3.45,3.04,2.82753,5.86965,23.0,0.39,24.0,4.0
244,2017-09-16 22:00:00,3.29,3.98,2.8018,6.77867,16.0,0.4,26.0,2.0
245,2017-09-16 23:00:00,3.07,3.67,3.2472,6.91328,11.0,0.41,27.0,2.0
630,2017-10-03 00:00:00,0.62,6.11,53.6482,59.7568,11.0,0.55,19.0,3.0
631,2017-10-03 01:00:00,0.6,5.92,54.6023,60.519,8.0,0.54,15.0,7.0
632,2017-10-03 02:00:00,0.58,5.96,55.6697,61.634,8.0,0.53,10.0,3.0
633,2017-10-03 03:00:00,0.49,5.67,56.4127,62.0802,6.0,0.53,10.0,1.0
634,2017-10-03 04:00:00,0.52,6.12,57.2102,63.3338,5.0,0.53,8.0,1.0
635,2017-10-03 05:00:00,0.65,6.21,57.996,64.2058,5.0,0.54,9.0,1.0
636,2017-10-03 06:00:00,0.62,6.3,58.24,64.5397,6.0,0.53,10.0,2.0
637,2017-10-03 07:00:00,0.84,6.1,60.918,67.0167,6.0,0.59,11.0,4.0
638,2017-10-03 08:00:00,4.46,7.19,65.4772,72.6718,7.0,0.61,18.0,11.0
639,2017-10-03 09:00:00,,,,,5.0,0.66,43.0,26.0
640,2017-10-03 10:00:00,43.56,,,,6.0,0.61,44.0,36.0
641,2017-10-03 11:00:00,131.74,,,,,0.59,85.0,50.0
642,2017-10-03 12:00:00,184.34,19.07,42.6253,61.6978,,,88.0,59.0
643,2017-10-03 13:00:00,6.74,8.17,4.16413,12.3308,16.0,,51.0,56.0
644,2017-10-03 14:00:00,1.32,5.13,1.65612,6.78415,23.0,0.38,20.0,33.0
645,2017-10-03 15:00:00,1.14,4.45,1.85407,6.3082,24.0,0.38,17.0,14.0
646,2017-10-03 16:00:00,1.69,4.97,4.08528,9.05977,23.0,0.43,19.0,9.0
647,2017-10-03 17:00:00,12.0,10.56,12.5332,23.0913,9.0,0.53,42.0,2.0
648,2017-10-03 18:00:00,39.67,8.13,11.3725,19.5065,13.0,0.53,44.0,1.0
649,2017-10-03 19:00:00,1.34,3.68,9.99467,13.6763,17.0,0.53,22.0,3.0
650,2017-10-03 20:00:00,0.88,4.03,10.2697,14.2958,14.0,0.53,11.0,2.0
651,2017-10-03 21:00:00,0.73,4.71,10.5503,15.2633,12.0,0.57,11.0,4.0
652,2017-10-03 22:00:00,0.77,3.97,10.5513,14.5172,12.0,0.53,15.0,4.0
653,2017-10-03 23:00:00,0.74,4.02,10.6937,14.7142,11.0,0.52,10.0,4.0
678,2017-10-05 00:00:00,0.93,3.27,12.6925,15.9612,26.0,0.53,8.0,4.0
679,2017-10-05 01:00:00,0.4,2.93,12.9852,15.9127,24.0,0.53,7.0,1.0
680,2017-10-05 02:00:00,0.31,2.72,13.103,15.8262,26.0,0.53,3.0,0.0
681,2017-10-05 03:00:00,0.43,2.87,13.052,15.9203,27.0,0.53,3.0,1.0
682,2017-10-05 04:00:00,0.31,3.01,13.1342,16.1432,24.0,0.53,2.0,4.0
683,2017-10-05 05:00:00,0.34,2.92,13.1142,16.0385,23.0,0.53,4.0,5.0
684,2017-10-05 06:00:00,0.37,2.93,13.416,16.3492,20.0,0.54,2.0,4.0
685,2017-10-05 07:00:00,1.69,4.04,13.3417,17.3843,16.0,0.55,4.0,6.0
686,2017-10-05 08:00:00,0.43,3.14,13.3742,16.5182,20.0,0.57,7.0,9.0
687,2017-10-05 09:00:00,0.39,2.16,12.3643,14.3473,22.0,0.58,2.0,9.0
688,2017-10-05 10:00:00,23.67,4.63,15.903,20.5292,15.0,0.61,5.0,16.0
689,2017-10-05 11:00:00,31.9,7.16,24.3913,31.5548,8.0,0.53,29.0,18.0
690,2017-10-05 12:00:00,42.4,5.03,8.46323,13.4953,7.0,0.48,18.0,24.0
691,2017-10-05 13:00:00,157.08,4.81,7.69638,12.5021,10.0,0.45,27.0,21.0
692,2017-10-05 14:00:00,334.83,1.89,2.55457,4.44398,14.0,0.44,47.0,22.0
693,2017-10-05 15:00:00,107.3,1.03,2.09087,3.12508,15.0,0.43,41.0,26.0
694,2017-10-05 16:00:00,1.31,0.88,1.86743,2.74648,20.0,0.42,7.0,20.0
695,2017-10-05 17:00:00,1.09,1.35,2.03807,3.38367,25.0,0.41,7.0,9.0
696,2017-10-05 18:00:00,0.73,0.88,1.78737,2.66708,25.0,0.39,16.0,4.0
697,2017-10-05 19:00:00,0.74,0.69,1.77732,2.46418,21.0,0.4,13.0,1.0
698,2017-10-05 20:00:00,0.61,0.62,1.83598,2.45925,20.0,0.4,12.0,0.0
699,2017-10-05 21:00:00,0.6,0.81,1.87687,2.68938,17.0,0.4,9.0,0.0
700,2017-10-05 22:00:00,0.62,0.96,1.75575,2.71533,10.0,0.41,10.0,0.0
701,2017-10-05 23:00:00,0.51,1.07,2.01397,3.08025,9.0,0.41,9.0,1.0
702,2017-10-06 00:00:00,0.49,1.49,1.9796,3.46883,9.0,0.43,15.0,2.0
703,2017-10-06 01:00:00,0.44,0.94,2.0502,2.99083,9.0,0.4,10.0,1.0
704,2017-10-06 02:00:00,0.44,0.86,2.10193,2.9642,7.0,0.39,8.0,1.0
705,2017-10-06 03:00:00,0.44,0.74,1.93227,2.66808,8.0,0.39,8.0,2.0
706,2017-10-06 04:00:00,0.64,0.79,2.11452,2.90285,9.0,0.39,7.0,2.0
707,2017-10-06 05:00:00,43.38,2.54,2.38583,4.92292,8.0,0.4,13.0,4.0
708,2017-10-06 06:00:00,82.15,2.89,3.94613,6.8399,5.0,0.4,51.0,12.0
709,2017-10-06 07:00:00,10.14,1.19,3.9374,5.13207,6.0,0.42,29.0,17.0
710,2017-10-06 08:00:00,6.19,1.5,3.71138,5.21008,8.0,0.43,11.0,17.0
711,2017-10-06 09:00:00,54.04,4.05,11.0935,15.1401,9.0,0.43,12.0,28.0
712,2017-10-06 10:00:00,161.16,5.6,14.0893,19.6913,9.0,0.48,87.0,43.0
713,2017-10-06 11:00:00,110.89,4.5,7.76512,12.2635,10.0,0.46,90.0,63.0
714,2017-10-06 12:00:00,22.75,3.64,4.87245,8.51392,14.0,0.45,37.0,59.0
715,2017-10-06 13:00:00,16.18,2.33,3.08425,5.416,18.0,0.45,24.0,42.0
716,2017-10-06 14:00:00,1.55,1.15,2.12677,3.2743,21.0,0.43,25.0,24.0
717,2017-10-06 15:00:00,1.21,0.79,2.15793,2.95157,22.0,0.43,23.0,16.0
718,2017-10-06 16:00:00,38.4,3.62,4.04123,7.66058,16.0,0.43,38.0,14.0
719,2017-10-06 17:00:00,16.82,7.24,7.69227,14.935,11.0,0.42,49.0,12.0
720,2017-10-06 18:00:00,5.74,5.6,8.5976,14.2013,14.0,0.41,44.0,11.0
721,2017-10-06 19:00:00,0.86,1.83,2.29688,4.12445,19.0,0.39,30.0,11.0
722,2017-10-06 20:00:00,0.69,0.99,2.30328,3.29445,20.0,0.39,21.0,7.0
723,2017-10-06 21:00:00,0.64,0.98,2.28182,3.2617,19.0,0.4,18.0,2.0
724,2017-10-06 22:00:00,0.63,1.05,2.2572,3.30485,20.0,0.4,21.0,3.0
725,2017-10-06 23:00:00,0.42,1.05,2.48738,3.5363,19.0,0.4,23.0,3.0
1206,2017-10-27 00:00:00,2.09,6.51,1.1702,7.67803,14.0,0.36,16.0,6.0
1207,2017-10-27 01:00:00,1.88,6.32,1.37432,7.69858,13.0,0.36,18.0,8.0
1208,2017-10-27 02:00:00,2.03,6.49,1.13445,7.62195,10.0,0.36,16.0,8.0
1209,2017-10-27 03:00:00,1.95,6.35,1.25378,7.60867,8.0,0.35,17.0,10.0
1210,2017-10-27 04:00:00,2.04,6.79,1.32757,8.11723,8.0,0.36,10.0,10.0
1211,2017-10-27 05:00:00,2.89,7.28,1.11832,8.39828,9.0,0.36,17.0,6.0
1212,2017-10-27 06:00:00,3.83,7.74,2.17263,9.91417,8.0,0.37,14.0,4.0
1213,2017-10-27 07:00:00,8.01,8.22,5.8239,14.0452,8.0,0.39,21.0,8.0
1214,2017-10-27 08:00:00,17.52,9.95,7.47005,17.4223,11.0,0.4,27.0,25.0
1215,2017-10-27 09:00:00,15.63,7.65,4.56452,12.213,13.0,0.4,28.0,37.0
1216,2017-10-27 10:00:00,100.02,12.88,11.2355,24.1125,10.0,0.43,51.0,36.0
1217,2017-10-27 11:00:00,136.95,10.08,6.07683,16.1542,14.0,0.44,61.0,30.0
1218,2017-10-27 12:00:00,3.93,6.22,1.32792,7.5456,21.0,0.43,34.0,23.0
1219,2017-10-27 13:00:00,2.98,5.75,1.31363,7.06113,22.0,0.44,28.0,17.0
1220,2017-10-27 14:00:00,3.23,5.94,1.81383,7.758,25.0,0.46,29.0,12.0
1221,2017-10-27 15:00:00,17.19,6.61,2.00092,8.60648,24.0,0.45,38.0,11.0
1222,2017-10-27 16:00:00,26.53,7.1,2.17818,9.27782,21.0,0.44,44.0,14.0
1223,2017-10-27 17:00:00,26.84,8.58,2.42847,11.0055,19.0,0.41,45.0,15.0
1224,2017-10-27 18:00:00,5.45,8.77,2.2238,10.9891,21.0,0.38,49.0,15.0
1225,2017-10-27 19:00:00,2.58,6.4,1.07233,7.47598,22.0,0.36,26.0,8.0
1226,2017-10-27 20:00:00,2.57,6.1,1.3501,7.45472,20.0,0.37,22.0,7.0
1227,2017-10-27 21:00:00,2.34,6.28,1.15485,7.43983,20.0,0.38,21.0,9.0
1228,2017-10-27 22:00:00,2.32,6.36,1.05243,7.40748,18.0,0.39,23.0,13.0
1229,2017-10-27 23:00:00,3.09,6.5,1.15145,7.6498,15.0,0.38,23.0,15.0
1326,2017-11-01 00:00:00,4.65,7.02,1.29185,8.30779,7.0,0.18,17.0,2.0
1327,2017-11-01 01:00:00,3.42,6.28,1.17245,7.45657,10.0,0.16,11.0,0.0
1328,2017-11-01 02:00:00,3.46,6.12,1.14158,7.25668,9.0,0.17,7.0,0.0
1329,2017-11-01 03:00:00,3.01,5.96,1.5474,7.50485,8.0,0.18,6.0,1.0
1330,2017-11-01 04:00:00,2.78,6.25,1.30377,7.55415,7.0,0.16,11.0,1.0
1331,2017-11-01 05:00:00,2.59,5.8,1.05623,6.85175,10.0,0.17,4.0,2.0
1332,2017-11-01 06:00:00,2.93,5.73,1.5312,7.2584,8.0,0.17,8.0,2.0
1333,2017-11-01 07:00:00,2.93,5.46,2.3898,7.84997,6.0,0.2,16.0,6.0
1334,2017-11-01 08:00:00,3.43,5.71,2.0024,7.70788,11.0,0.2,22.0,16.0
1335,2017-11-01 09:00:00,60.34,10.35,11.104,21.4534,14.0,0.26,10.0,22.0
1336,2017-11-01 10:00:00,164.07,17.68,15.1197,32.8013,9.0,0.46,72.0,30.0
1337,2017-11-01 11:00:00,85.51,21.14,15.3102,36.4478,8.0,0.22,61.0,46.0
1338,2017-11-01 12:00:00,7.48,8.99,3.35532,12.343,16.0,0.2,29.0,41.0
1339,2017-11-01 13:00:00,22.4,9.43,3.84065,13.2694,14.0,0.2,15.0,20.0
1340,2017-11-01 14:00:00,25.25,14.65,7.44376,22.093,10.0,0.21,30.0,13.0
1341,2017-11-01 15:00:00,24.05,15.1,8.28287,23.3865,10.0,0.21,32.0,20.0
1342,2017-11-01 16:00:00,3.73,6.54,1.69417,8.23228,17.0,0.19,25.0,16.0
1343,2017-11-01 17:00:00,5.17,10.75,2.25798,13.0044,12.0,0.2,25.0,11.0
1344,2017-11-01 18:00:00,4.56,9.72,1.81652,11.5375,11.0,0.22,29.0,13.0
1345,2017-11-01 19:00:00,3.59,7.42,0.9862,8.40347,12.0,0.2,22.0,13.0
1346,2017-11-01 20:00:00,3.58,6.35,0.975666,7.32768,11.0,0.19,16.0,12.0
1347,2017-11-01 21:00:00,3.61,9.99,1.36967,11.3628,11.0,0.22,35.0,12.0
1348,2017-11-01 22:00:00,4.02,9.71,1.33327,11.0457,10.0,0.21,36.0,12.0
1349,2017-11-01 23:00:00,3.58,6.8,0.760417,7.5641,13.0,0.2,22.0,9.0
1422,2017-11-05 00:00:00,3.17,5.93,1.01032,6.94033,15.0,0.14,16.0,6.0
1423,2017-11-05 01:00:00,3.41,6.4,1.27152,7.6731,13.0,0.14,12.0,3.0
1424,2017-11-05 02:00:00,3.2,6.44,1.23423,7.67753,11.0,0.15,10.0,4.0
1425,2017-11-05 03:00:00,3.38,6.29,1.30462,7.5966,11.0,0.15,9.0,3.0
1426,2017-11-05 04:00:00,3.9,6.51,1.08482,7.59389,12.0,0.15,10.0,1.0
1427,2017-11-05 05:00:00,3.85,6.72,1.17023,7.8899,10.0,0.15,13.0,1.0
1428,2017-11-05 06:00:00,3.79,6.32,1.65885,7.97542,9.0,0.16,11.0,0.0
1429,2017-11-05 07:00:00,9.7,6.76,4.10063,10.8564,8.0,0.17,8.0,0.0
1430,2017-11-05 08:00:00,199.47,11.27,8.42403,19.691,10.0,0.2,35.0,4.0
1431,2017-11-05 09:00:00,103.54,10.33,7.33048,17.6592,11.0,0.22,57.0,24.0
1432,2017-11-05 10:00:00,38.54,8.83,5.20435,14.039,14.0,0.26,55.0,30.0
1433,2017-11-05 11:00:00,5.43,7.72,3.49633,11.2208,17.0,0.29,26.0,30.0
1434,2017-11-05 12:00:00,12.92,6.14,1.80142,7.94587,16.0,0.27,19.0,28.0
1435,2017-11-05 13:00:00,46.46,6.36,2.78908,9.14908,12.0,0.25,17.0,16.0
1436,2017-11-05 14:00:00,12.82,5.35,1.8278,7.17773,10.0,0.24,19.0,15.0
1437,2017-11-05 15:00:00,13.67,5.89,2.15712,8.04587,11.0,0.23,11.0,17.0
1438,2017-11-05 16:00:00,14.98,6.21,2.72625,8.93143,10.0,0.26,18.0,22.0
1439,2017-11-05 17:00:00,5.58,5.49,1.54855,7.04042,10.0,0.25,16.0,14.0
1440,2017-11-05 18:00:00,11.37,7.6,2.55238,10.1565,7.0,0.25,22.0,6.0
1441,2017-11-05 19:00:00,4.87,7.35,2.1835,9.5331,8.0,0.24,26.0,3.0
1442,2017-11-05 20:00:00,3.0,5.19,1.2176,6.40538,11.0,0.21,19.0,5.0
1443,2017-11-05 21:00:00,2.88,5.18,1.08972,6.271,11.0,0.21,7.0,4.0
1444,2017-11-05 22:00:00,2.64,5.21,0.9903,6.20063,11.0,0.21,6.0,1.0
1445,2017-11-05 23:00:00,2.8,5.48,1.05803,6.5349,11.0,0.21,5.0,1.0
1494,2017-11-08 00:00:00,2.62,6.52,1.10697,7.62835,10.0,0.2,15.0,1.0
1495,2017-11-08 01:00:00,2.73,6.59,1.23158,7.81985,11.0,0.2,15.0,2.0
1496,2017-11-08 02:00:00,2.56,6.2,1.07085,7.27072,13.0,0.2,15.0,1.0
1497,2017-11-08 03:00:00,2.95,5.99,1.13293,7.12138,14.0,0.2,20.0,2.0
1498,2017-11-08 04:00:00,2.76,6.1,1.18982,7.28735,12.0,0.2,9.0,4.0
1499,2017-11-08 05:00:00,5.95,6.76,1.1059,7.86681,9.0,0.2,11.0,8.0
1500,2017-11-08 06:00:00,9.13,9.38,3.02925,12.4142,7.0,0.21,16.0,8.0
1501,2017-11-08 07:00:00,23.73,14.49,19.3577,33.8513,5.0,0.23,13.0,7.0
1502,2017-11-08 08:00:00,114.5,15.94,34.9907,50.9302,7.0,0.24,27.0,8.0
1503,2017-11-08 09:00:00,113.1,,,,9.0,0.3,42.0,26.0
1504,2017-11-08 10:00:00,107.68,14.81,17.3403,32.1531,,0.28,66.0,36.0
1505,2017-11-08 11:00:00,256.63,13.06,10.8052,23.8672,11.0,,59.0,37.0
1506,2017-11-08 12:00:00,,10.29,7.31443,17.5998,11.0,0.34,44.0,32.0
1507,2017-11-08 13:00:00,158.35,9.63,4.87845,14.5068,14.0,0.25,52.0,29.0
1508,2017-11-08 14:00:00,7.29,6.27,2.30882,8.5742,15.0,0.25,30.0,24.0
1509,2017-11-08 15:00:00,12.19,6.52,2.68822,9.21283,16.0,0.22,25.0,22.0
1510,2017-11-08 16:00:00,4.84,6.54,2.5075,9.04706,17.0,0.21,21.0,23.0
1511,2017-11-08 17:00:00,3.47,6.1,1.05847,7.1609,18.0,0.2,22.0,21.0
1512,2017-11-08 18:00:00,19.28,6.23,1.18223,7.41548,19.0,0.19,20.0,14.0
1513,2017-11-08 19:00:00,53.07,22.94,19.5901,42.5278,7.0,0.2,32.0,18.0
1514,2017-11-08 20:00:00,4.89,7.88,1.36218,9.23882,17.0,0.19,25.0,14.0
1515,2017-11-08 21:00:00,3.38,5.92,0.976433,6.89248,19.0,0.17,13.0,3.0
1516,2017-11-08 22:00:00,3.04,6.16,1.25118,7.41507,18.0,0.17,10.0,2.0
1517,2017-11-08 23:00:00,3.17,5.82,1.20332,7.01892,17.0,0.17,10.0,2.0
1518,2017-11-09 00:00:00,2.98,5.87,1.39458,7.26145,16.0,0.17,25.0,1.0
1519,2017-11-09 01:00:00,13.97,8.2,1.5293,9.72855,12.0,0.17,14.0,0.0
1520,2017-11-09 02:00:00,53.29,19.73,4.25998,23.994,6.0,0.16,23.0,1.0
1521,2017-11-09 03:00:00,34.6,13.77,1.70775,15.4793,9.0,0.15,20.0,5.0
1522,2017-11-09 04:00:00,45.27,12.12,2.86515,14.9818,9.0,0.15,18.0,8.0
1523,2017-11-09 05:00:00,35.6,20.71,6.24132,26.953,5.0,0.17,28.0,18.0
1524,2017-11-09 06:00:00,22.34,10.05,2.52938,12.5758,8.0,0.16,23.0,19.0
1525,2017-11-09 07:00:00,33.74,9.23,3.50988,12.7432,8.0,0.16,15.0,18.0
1526,2017-11-09 08:00:00,18.76,7.36,3.97848,11.3353,9.0,0.18,17.0,19.0
1527,2017-11-09 09:00:00,18.6,9.25,6.59058,15.8435,10.0,0.25,31.0,28.0
1528,2017-11-09 10:00:00,72.59,10.26,6.6052,16.87,11.0,0.53,58.0,36.0
1529,2017-11-09 11:00:00,144.45,8.13,3.65628,11.7842,14.0,0.54,53.0,40.0
1530,2017-11-09 12:00:00,42.55,7.02,2.10973,9.12971,18.0,0.35,42.0,38.0
1531,2017-11-09 13:00:00,97.6,10.14,4.7181,14.8538,16.0,0.39,60.0,28.0
1532,2017-11-09 14:00:00,9.11,6.33,1.97315,8.29883,19.0,0.22,58.0,19.0
1533,2017-11-09 15:00:00,3.31,5.35,0.95985,6.31172,19.0,0.18,28.0,15.0
1534,2017-11-09 16:00:00,3.13,5.75,1.09678,6.85109,19.0,0.16,54.0,9.0
1535,2017-11-09 17:00:00,3.07,6.09,1.51352,7.59863,19.0,0.14,63.0,4.0
1536,2017-11-09 18:00:00,3.01,6.5,1.57638,8.07683,18.0,0.14,46.0,4.0
1537,2017-11-09 19:00:00,2.87,6.78,1.28048,8.06125,16.0,0.13,31.0,7.0
1538,2017-11-09 20:00:00,3.08,7.33,1.15737,8.48317,12.0,0.13,38.0,8.0
1539,2017-11-09 21:00:00,5.82,11.83,1.68482,13.5183,8.0,0.14,41.0,9.0
1540,2017-11-09 22:00:00,8.45,17.05,2.07428,19.1225,6.0,0.14,46.0,9.0
1541,2017-11-09 23:00:00,6.21,11.1,1.84097,12.9372,8.0,0.13,41.0,10.0
1542,2017-11-10 00:00:00,6.59,12.41,2.31108,14.7217,6.0,0.14,49.0,10.0
1543,2017-11-10 01:00:00,6.08,10.46,2.36,12.8167,6.0,0.14,35.0,11.0
1544,2017-11-10 02:00:00,5.19,10.09,2.24367,12.338,6.0,0.12,48.0,4.0
1545,2017-11-10 03:00:00,5.18,10.6,1.98773,12.5927,5.0,0.13,26.0,1.0
1546,2017-11-10 04:00:00,5.59,9.73,1.5997,11.334,7.0,0.13,21.0,1.0
1547,2017-11-10 05:00:00,13.29,9.89,3.1643,13.051,5.0,0.11,25.0,2.0
1548,2017-11-10 06:00:00,8.47,8.87,3.6913,12.5627,6.0,0.12,28.0,6.0
1549,2017-11-10 07:00:00,16.79,8.24,4.99473,13.2368,7.0,0.15,47.0,9.0
1550,2017-11-10 08:00:00,25.72,10.94,11.5455,22.489,7.0,0.19,46.0,29.0
1551,2017-11-10 09:00:00,137.9,18.18,25.2648,43.445,8.0,0.23,98.0,44.0
1552,2017-11-10 10:00:00,41.99,11.16,7.17913,18.338,13.0,0.25,130.0,63.0
1553,2017-11-10 11:00:00,7.62,7.23,1.85945,9.08498,20.0,0.2,68.0,62.0
1554,2017-11-10 12:00:00,3.39,6.74,1.2395,7.9751,21.0,0.17,32.0,45.0
1555,2017-11-10 13:00:00,3.12,6.23,1.0964,7.32383,22.0,0.14,50.0,34.0
1556,2017-11-10 14:00:00,2.77,6.06,1.03363,7.08935,23.0,0.13,70.0,29.0
1557,2017-11-10 15:00:00,2.85,6.36,0.818283,7.17703,22.0,0.09,68.0,26.0
1558,2017-11-10 16:00:00,2.46,6.19,0.9648,7.1503,21.0,0.09,77.0,27.0
1559,2017-11-10 17:00:00,2.58,6.24,1.38142,7.62383,22.0,0.1,66.0,24.0
1560,2017-11-10 18:00:00,2.58,6.03,1.25148,7.27678,20.0,0.13,50.0,13.0
1561,2017-11-10 19:00:00,8.35,10.39,1.6234,12.0118,14.0,0.14,47.0,7.0
1562,2017-11-10 20:00:00,9.33,15.43,3.58662,19.0197,10.0,0.15,51.0,7.0
1563,2017-11-10 21:00:00,3.8,7.26,1.15068,8.41557,16.0,0.13,53.0,10.0
1564,2017-11-10 22:00:00,3.32,7.05,1.1988,8.24536,16.0,0.12,46.0,10.0
1565,2017-11-10 23:00:00,3.15,6.91,1.31328,8.22691,16.0,0.12,46.0,12.0
1710,2017-11-17 00:00:00,5.79,13.6,1.81538,15.4143,6.0,0.24,36.0,6.0
1711,2017-11-17 01:00:00,5.33,12.93,2.45595,15.3845,6.0,0.25,25.0,5.0
1712,2017-11-17 02:00:00,5.54,12.25,2.28138,14.528,6.0,0.25,35.0,5.0
1713,2017-11-17 03:00:00,4.14,11.25,2.51208,13.764,5.0,0.23,31.0,4.0
1714,2017-11-17 04:00:00,5.04,12.05,2.78303,14.8285,5.0,0.22,21.0,2.0
1715,2017-11-17 05:00:00,4.78,11.7,3.62165,15.3197,4.0,0.22,19.0,4.0
1716,2017-11-17 06:00:00,4.54,8.4,4.89123,13.2895,5.0,0.23,18.0,10.0
1717,2017-11-17 07:00:00,17.89,10.65,24.8792,35.5282,7.0,0.26,27.0,11.0
1718,2017-11-17 08:00:00,119.39,16.67,29.4358,46.1038,7.0,0.28,52.0,23.0
1719,2017-11-17 09:00:00,50.78,10.63,8.15202,18.7825,10.0,0.26,86.0,43.0
1720,2017-11-17 10:00:00,142.0,9.89,6.52553,16.4155,12.0,0.25,55.0,46.0
1721,2017-11-17 11:00:00,120.82,11.75,8.20148,19.9516,13.0,0.23,50.0,46.0
1722,2017-11-17 12:00:00,3.58,5.74,1.09532,6.83037,16.0,0.23,26.0,41.0
1723,2017-11-17 13:00:00,3.27,5.83,1.27375,7.10662,18.0,0.23,24.0,22.0
1724,2017-11-17 14:00:00,3.2,5.72,1.19393,6.91052,18.0,0.22,20.0,20.0
1725,2017-11-17 15:00:00,3.16,5.66,1.0388,6.70088,19.0,0.2,23.0,20.0
1726,2017-11-17 16:00:00,3.07,5.52,1.27787,6.7939,19.0,0.19,31.0,8.0
1727,2017-11-17 17:00:00,4.14,8.21,3.52945,11.7364,28.0,0.47,87.0,9.0
1728,2017-11-17 18:00:00,3.89,8.79,3.49857,12.292,19.0,0.55,346.0,115.0
1729,2017-11-17 19:00:00,6.05,12.8,1.61177,14.4113,11.0,0.25,99.0,129.0
1730,2017-11-17 20:00:00,4.69,10.1,1.2963,11.3925,15.0,0.23,57.0,82.0
1731,2017-11-17 21:00:00,3.67,7.0,1.13,8.13417,18.0,0.21,35.0,43.0
1732,2017-11-17 22:00:00,3.38,6.62,1.19018,7.81368,20.0,0.22,34.0,21.0
1733,2017-11-17 23:00:00,3.1,6.77,1.0279,7.79675,16.0,0.23,26.0,9.0
1806,2017-11-21 00:00:00,4.25,9.39,1.82023,11.207,6.0,0.2,21.0,0.0
1807,2017-11-21 01:00:00,3.76,10.63,1.9633,12.5925,6.0,0.21,23.0,0.0
1808,2017-11-21 02:00:00,3.73,8.75,1.92565,10.6725,7.0,0.21,24.0,0.0
1809,2017-11-21 03:00:00,3.49,7.58,2.58772,10.168,5.0,0.19,17.0,2.0
1810,2017-11-21 04:00:00,3.39,7.5,2.28245,9.78233,5.0,0.19,17.0,5.0
1811,2017-11-21 05:00:00,3.89,7.77,1.69347,9.46783,5.0,0.19,18.0,6.0
1812,2017-11-21 06:00:00,4.0,6.77,2.92272,9.69434,6.0,0.2,17.0,6.0
1813,2017-11-21 07:00:00,4.29,5.55,4.42603,9.97549,7.0,0.23,33.0,11.0
1814,2017-11-21 08:00:00,44.4,12.33,21.2507,33.579,9.0,0.22,33.0,30.0
1815,2017-11-21 09:00:00,158.41,18.48,31.9612,50.443,8.0,0.28,64.0,42.0
1816,2017-11-21 10:00:00,158.52,18.87,20.1013,38.968,10.0,0.36,95.0,46.0
1817,2017-11-21 11:00:00,61.71,15.74,13.3338,29.0775,12.0,0.32,83.0,44.0
1818,2017-11-21 12:00:00,103.08,9.79,4.28542,14.0782,18.0,0.41,75.0,41.0
1819,2017-11-21 13:00:00,3.79,6.33,1.68625,8.0201,23.0,0.2,41.0,34.0
1820,2017-11-21 14:00:00,3.44,5.97,1.18413,7.15525,24.0,0.19,31.0,20.0
1821,2017-11-21 15:00:00,3.21,5.93,1.39645,7.32877,24.0,0.19,32.0,13.0
1822,2017-11-21 16:00:00,3.08,5.96,1.15062,7.11228,25.0,0.17,32.0,10.0
1823,2017-11-21 17:00:00,13.84,8.38,1.9426,10.3181,21.0,0.19,43.0,13.0
1824,2017-11-21 18:00:00,18.11,20.06,7.74825,27.8042,13.0,0.2,77.0,13.0
