,date,SO2,NO2,NO,NOX,O3,CO,MP10,MP25
3298,2018-01-22 04:00:00,3.19,5.47,2.83043,8.3051,6.0,0.28,12.0,6.0
3299,2018-01-22 05:00:00,3.16,5.51,2.8734,8.38513,6.0,0.27,12.0,6.0
3300,2018-01-22 06:00:00,3.0,5.43,2.85077,8.27592,7.0,0.29,12.0,5.0
3301,2018-01-22 07:00:00,3.08,5.2,4.36657,9.56483,6.0,0.32,20.0,11.0
3302,2018-01-22 08:00:00,8.31,7.28,4.57652,11.8528,8.0,0.33,58.0,13.0
3303,2018-01-22 09:00:00,23.87,9.11,6.69632,15.8065,10.0,0.34,33.0,10.0
3304,2018-01-22 10:00:00,53.75,11.9,10.7025,22.5983,10.0,0.38,48.0,13.0
3305,2018-01-22 11:00:00,89.19,8.76,6.24993,15.0127,12.0,0.36,42.0,16.0
3306,2018-01-22 12:00:00,152.04,7.76,4.86895,12.6258,14.0,0.33,36.0,18.0
3307,2018-01-22 13:00:00,4.43,5.31,2.7947,8.09982,18.0,0.28,23.0,21.0
3308,2018-01-22 14:00:00,3.74,5.64,2.83835,8.47447,17.0,0.25,21.0,23.0
3309,2018-01-22 15:00:00,3.89,5.65,2.34978,8.00125,16.0,0.23,23.0,27.0
3310,2018-01-22 16:00:00,3.66,5.47,2.4134,7.8865,17.0,0.21,14.0,21.0
3311,2018-01-22 17:00:00,3.45,5.34,2.15297,7.49498,17.0,0.23,17.0,13.0
3312,2018-01-22 18:00:00,3.31,5.29,1.97948,7.26812,17.0,0.28,20.0,6.0
3313,2018-01-22 19:00:00,3.47,5.55,2.37917,7.93058,17.0,0.31,19.0,3.0
3314,2018-01-22 20:00:00,3.19,5.32,2.11232,7.4311,18.0,0.31,16.0,2.0
3315,2018-01-22 21:00:00,3.39,5.55,1.88345,7.43413,17.0,0.31,17.0,5.0
3316,2018-01-22 22:00:00,3.18,5.31,2.19105,7.50258,18.0,0.3,14.0,9.0
3317,2018-01-22 23:00:00,3.07,5.76,2.01325,7.77492,17.0,0.31,17.0,10.0
3318,2018-01-23 00:00:00,3.23,5.69,2.20562,7.89108,16.0,0.32,23.0,9.0
3319,2018-01-23 01:00:00,3.6,5.57,2.29448,7.86738,17.0,0.32,26.0,6.0
3320,2018-01-23 02:00:00,3.14,5.42,2.41985,7.84135,17.0,0.31,22.0,1.0
3321,2018-01-23 03:00:00,3.02,5.73,2.01295,7.74593,17.0,0.31,25.0,2.0
3322,2018-01-23 04:00:00,3.3,5.62,2.26663,7.88768,16.0,0.31,19.0,4.0
3323,2018-01-23 05:00:00,3.15,5.47,2.3178,7.78523,19.0,0.32,17.0,5.0
3324,2018-01-23 06:00:00,3.22,5.6,2.37655,7.97662,20.0,0.33,27.0,6.0
3325,2018-01-23 07:00:00,3.21,6.01,2.44538,8.4575,20.0,0.34,20.0,4.0
3326,2018-01-23 08:00:00,3.19,5.6,2.401,8.0045,20.0,0.35,14.0,3.0
3327,2018-01-23 09:00:00,4.37,7.11,2.57347,9.68082,19.0,0.35,13.0,7.0
3328,2018-01-23 10:00:00,8.87,11.36,4.17647,15.5407,17.0,0.35,24.0,13.0
3329,2018-01-23 11:00:00,20.32,8.84,3.08042,11.9173,20.0,0.35,25.0,17.0
3330,2018-01-23 12:00:00,135.75,14.58,11.0293,25.6052,14.0,0.35,22.0,18.0
3331,2018-01-23 13:00:00,79.76,,,,14.0,0.33,42.0,15.0
3332,2018-01-23 14:00:00,15.66,6.83,3.32489,10.1565,,0.22,31.0,11.0
3333,2018-01-23 15:00:00,152.37,8.07,4.51439,12.5835,17.0,,24.0,19.0
3334,2018-01-23 16:00:00,,6.52,3.17146,9.68901,17.0,0.26,31.0,28.0
3335,2018-01-23 17:00:00,5.19,6.07,2.63473,8.70602,19.0,0.28,19.0,27.0
3336,2018-01-23 18:00:00,2.58,5.59,2.15448,7.74275,21.0,0.37,23.0,21.0
3337,2018-01-23 19:00:00,2.23,6.18,2.3919,8.57021,19.0,0.47,16.0,11.0
3338,2018-01-23 20:00:00,2.49,5.73,2.40927,8.13843,16.0,0.51,12.0,3.0
3339,2018-01-23 21:00:00,2.07,5.8,2.28962,8.0871,15.0,0.51,14.0,2.0
3340,2018-01-23 22:00:00,2.29,5.47,2.2667,7.73835,14.0,0.52,15.0,2.0
3341,2018-01-23 23:00:00,2.3,5.52,2.43375,7.95271,12.0,0.51,11.0,2.0
3342,2018-01-24 00:00:00,2.17,5.76,2.35662,8.11627,11.0,0.52,11.0,3.0
3343,2018-01-24 01:00:00,2.01,5.71,2.70562,8.41748,9.0,0.51,14.0,2.0
3344,2018-01-24 02:00:00,1.92,5.59,2.77925,8.36734,8.0,0.5,18.0,6.0
3345,2018-01-24 03:00:00,1.76,5.83,2.3743,8.20485,8.0,0.5,13.0,6.0
3346,2018-01-24 04:00:00,1.72,5.32,3.56213,8.88451,6.0,0.49,14.0,4.0
3347,2018-01-24 05:00:00,2.01,5.8,3.72507,9.52333,6.0,0.5,14.0,8.0
3348,2018-01-24 06:00:00,2.29,5.92,3.89192,9.81367,5.0,0.53,22.0,5.0
3349,2018-01-24 07:00:00,4.43,6.73,4.06918,10.7957,9.0,0.55,25.0,9.0
3350,2018-01-24 08:00:00,4.08,6.47,2.98552,9.4595,14.0,,32.0,13.0
3351,2018-01-24 09:00:00,2.58,5.67,2.62873,8.29807,17.0,,25.0,11.0
3352,2018-01-24 10:00:00,2.13,5.58,2.87832,8.45813,20.0,0.37,36.0,14.0
3353,2018-01-24 11:00:00,7.71,12.8,12.1273,24.9286,16.0,0.36,27.0,13.0
3354,2018-01-24 12:00:00,9.36,14.91,12.3331,27.2462,17.0,0.38,23.0,9.0
3355,2018-01-24 13:00:00,36.38,10.94,6.50688,17.4457,20.0,0.41,29.0,10.0
3356,2018-01-24 14:00:00,13.01,8.55,4.73317,13.2875,21.0,0.4,41.0,13.0
3357,2018-01-24 15:00:00,200.39,6.15,3.52983,9.67783,17.0,0.49,39.0,12.0
3358,2018-01-24 16:00:00,123.66,6.89,3.95023,10.8428,17.0,0.45,41.0,9.0
3359,2018-01-24 17:00:00,4.78,5.91,3.02393,8.93503,21.0,0.38,28.0,13.0
3360,2018-01-24 18:00:00,2.54,5.69,2.43157,8.12082,22.0,0.35,27.0,11.0
3361,2018-01-24 19:00:00,2.65,5.53,2.45632,7.98855,22.0,0.35,41.0,9.0
3362,2018-01-24 20:00:00,2.71,5.9,2.21435,8.11559,21.0,0.35,32.0,11.0
3363,2018-01-24 21:00:00,3.07,5.83,2.57333,8.40007,22.0,0.36,29.0,11.0
3364,2018-01-24 22:00:00,2.52,5.81,2.3871,8.19652,21.0,0.37,31.0,16.0
3365,2018-01-24 23:00:00,2.29,5.88,2.18468,8.06728,21.0,0.36,31.0,18.0
3438,2018-01-28 00:00:00,2.76,8.39,2.86212,11.2563,8.0,0.29,48.0,10.0
3439,2018-01-28 01:00:00,2.44,7.83,2.66672,10.4985,8.0,0.28,40.0,5.0
3440,2018-01-28 02:00:00,2.33,7.5,3.21248,10.7088,6.0,0.27,33.0,6.0
3441,2018-01-28 03:00:00,2.31,7.33,3.62693,10.9607,6.0,0.26,31.0,8.0
3442,2018-01-28 04:00:00,2.1,6.9,3.5788,10.4753,5.0,0.26,31.0,9.0
3443,2018-01-28 05:00:00,2.03,7.4,3.36193,10.7625,5.0,0.27,28.0,10.0
3444,2018-01-28 06:00:00,2.06,6.84,3.60628,10.443,5.0,0.27,25.0,11.0
3445,2018-01-28 07:00:00,2.78,6.33,5.24578,11.5728,6.0,0.29,35.0,13.0
3446,2018-01-28 08:00:00,22.9,10.28,18.1008,28.3825,8.0,0.29,63.0,13.0
3447,2018-01-28 09:00:00,92.71,15.17,27.9163,43.0865,8.0,0.31,72.0,14.0
3448,2018-01-28 10:00:00,147.64,13.49,13.6072,27.0977,9.0,0.3,87.0,23.0
3449,2018-01-28 11:00:00,78.36,9.13,5.3628,14.493,16.0,0.28,61.0,24.0
3450,2018-01-28 12:00:00,18.23,6.64,2.85717,9.49699,21.0,0.24,53.0,20.0
3451,2018-01-28 13:00:00,2.72,5.99,2.325,8.31606,23.0,0.18,42.0,22.0
3452,2018-01-28 14:00:00,4.42,5.84,2.46912,8.30952,23.0,0.13,35.0,28.0
3453,2018-01-28 15:00:00,22.17,6.29,2.55005,8.83565,22.0,0.1,47.0,31.0
3454,2018-01-28 16:00:00,63.97,8.62,4.6128,13.229,16.0,0.08,59.0,28.0
3455,2018-01-28 17:00:00,31.33,19.84,42.1442,61.9887,10.0,0.12,64.0,24.0
3456,2018-01-28 18:00:00,20.33,13.82,15.7104,29.5307,12.0,0.18,60.0,16.0
3457,2018-01-28 19:00:00,2.49,5.6,2.5892,8.19049,19.0,0.21,51.0,8.0
3458,2018-01-28 20:00:00,2.3,5.42,2.67695,8.09666,18.0,0.22,41.0,5.0
3459,2018-01-28 21:00:00,2.24,6.0,2.45562,8.45798,17.0,0.23,44.0,7.0
3460,2018-01-28 22:00:00,2.16,6.35,2.61445,8.96478,14.0,0.27,44.0,8.0
3461,2018-01-28 23:00:00,2.16,7.69,2.26288,9.9525,10.0,0.25,42.0,7.0
3654,2018-02-06 00:00:00,7.39,8.25,2.68933,10.9407,13.0,0.29,12.0,7.0
3655,2018-02-06 01:00:00,21.62,14.07,3.26295,17.3318,8.0,0.31,24.0,6.0
3656,2018-02-06 02:00:00,13.48,15.4,4.28595,19.6867,8.0,0.31,26.0,4.0
3657,2018-02-06 03:00:00,6.42,12.2,3.27723,15.4723,11.0,0.32,29.0,4.0
3658,2018-02-06 04:00:00,3.76,8.46,2.57945,11.0419,13.0,0.33,26.0,4.0
3659,2018-02-06 05:00:00,2.62,6.49,2.68525,9.17807,12.0,0.33,21.0,4.0
3660,2018-02-06 06:00:00,2.47,7.09,2.6577,9.74274,11.0,0.33,24.0,6.0
3661,2018-02-06 07:00:00,2.31,7.03,3.13455,10.1657,11.0,0.34,15.0,8.0
3662,2018-02-06 08:00:00,2.99,7.37,3.8949,11.2693,12.0,0.34,29.0,9.0
3663,2018-02-06 09:00:00,2.48,8.27,5.01927,13.2942,11.0,0.34,25.0,11.0
3664,2018-02-06 10:00:00,33.03,8.75,6.50345,15.2568,10.0,0.38,17.0,11.0
3665,2018-02-06 11:00:00,26.17,6.39,4.25838,10.6457,11.0,0.3,11.0,13.0
3666,2018-02-06 12:00:00,86.38,15.17,26.9613,42.1292,7.0,0.32,29.0,17.0
3667,2018-02-06 13:00:00,109.56,16.54,59.9632,76.5002,7.0,0.3,36.0,22.0
3668,2018-02-06 14:00:00,147.23,,,,9.0,0.18,37.0,24.0
3669,2018-02-06 15:00:00,6.98,,,,,0.0,19.0,30.0
3670,2018-02-06 16:00:00,,6.0,2.63477,8.63527,7.0,0.05,17.0,32.0
3671,2018-02-06 17:00:00,3.53,5.72,2.62985,8.35358,10.0,0.0,14.0,28.0
3672,2018-02-06 18:00:00,2.36,5.69,2.3573,8.04794,9.0,0.0,21.0,16.0
3673,2018-02-06 19:00:00,2.32,5.54,2.46085,8.00482,9.0,0.06,19.0,3.0
3674,2018-02-06 20:00:00,2.24,5.79,2.36298,8.15137,6.0,0.13,16.0,0.0
3675,2018-02-06 21:00:00,4.02,8.1,3.8335,11.9303,2.0,0.15,20.0,0.0
3676,2018-02-06 22:00:00,8.3,18.47,12.8561,31.3243,0.0,0.23,24.0,0.0
3677,2018-02-06 23:00:00,5.8,16.09,7.58488,23.6733,0.0,0.25,25.0,1.0
3750,2018-02-10 00:00:00,4.8,10.14,3.09015,13.2328,9.0,0.26,79.0,5.0
3751,2018-02-10 01:00:00,4.78,11.29,3.30355,14.5895,7.0,0.28,57.0,3.0
3752,2018-02-10 02:00:00,4.12,11.0,4.07972,15.0822,6.0,0.27,53.0,7.0
3753,2018-02-10 03:00:00,2.58,9.71,4.72637,14.4363,5.0,0.27,49.0,7.0
3754,2018-02-10 04:00:00,2.31,8.66,3.58215,12.242,6.0,0.27,47.0,6.0
3755,2018-02-10 05:00:00,2.2,7.92,3.45072,11.3692,6.0,0.27,41.0,8.0
3756,2018-02-10 06:00:00,2.02,7.27,3.4635,10.7323,6.0,0.27,43.0,10.0
3757,2018-02-10 07:00:00,2.66,6.67,4.93827,11.6095,7.0,0.29,45.0,11.0
3758,2018-02-10 08:00:00,26.64,10.59,33.141,43.7355,8.0,0.31,73.0,19.0
3759,2018-02-10 09:00:00,136.35,18.51,32.3497,50.8602,8.0,0.33,75.0,35.0
3760,2018-02-10 10:00:00,65.38,11.41,9.14897,20.561,15.0,0.21,109.0,48.0
3761,2018-02-10 11:00:00,23.49,6.06,3.05695,9.12024,20.0,,58.0,46.0
3762,2018-02-10 12:00:00,2.24,5.56,3.08452,8.64055,20.0,,52.0,43.0
3763,2018-02-10 13:00:00,2.21,5.48,2.52602,8.01028,20.0,,39.0,34.0
3764,2018-02-10 14:00:00,2.07,5.61,2.39124,8.00595,21.0,,51.0,21.0
3765,2018-02-10 15:00:00,2.09,5.53,2.36338,7.89496,21.0,,35.0,15.0
3766,2018-02-10 16:00:00,2.42,6.13,2.65212,8.77769,20.0,,39.0,14.0
3767,2018-02-10 17:00:00,2.05,5.75,2.42887,8.18195,22.0,,42.0,11.0
3768,2018-02-10 18:00:00,1.93,5.33,2.86477,8.19899,21.0,,59.0,8.0
3769,2018-02-10 19:00:00,2.12,5.93,2.45597,8.38829,17.0,,46.0,3.0
3770,2018-02-10 20:00:00,3.67,10.39,2.68862,13.0745,11.0,0.1,62.0,1.0
3771,2018-02-10 21:00:00,4.07,14.02,3.10642,17.1258,9.0,0.24,80.0,2.0
3772,2018-02-10 22:00:00,2.69,8.25,2.841,11.0877,14.0,0.19,67.0,9.0
3773,2018-02-10 23:00:00,2.46,7.42,2.99947,10.4178,12.0,0.23,61.0,9.0
3774,2018-02-11 00:00:00,2.38,8.87,3.04502,11.9192,11.0,0.3,66.0,10.0
3775,2018-02-11 01:00:00,2.25,7.26,2.92643,10.1858,12.0,0.28,62.0,13.0
3776,2018-02-11 02:00:00,1.99,6.62,2.89592,9.51433,9.0,0.28,45.0,14.0
3777,2018-02-11 03:00:00,2.0,6.35,2.9656,9.31149,12.0,0.27,41.0,14.0
3778,2018-02-11 04:00:00,1.73,6.23,3.3669,9.59351,7.0,0.26,42.0,11.0
3779,2018-02-11 05:00:00,1.96,6.27,3.27422,9.54167,8.0,0.26,37.0,3.0
3780,2018-02-11 06:00:00,1.91,6.67,3.34307,10.0132,7.0,0.26,38.0,0.0
3781,2018-02-11 07:00:00,2.12,6.47,4.30178,10.7702,6.0,0.28,35.0,1.0
3782,2018-02-11 08:00:00,143.95,11.12,12.6335,23.7527,7.0,0.32,54.0,15.0
3783,2018-02-11 09:00:00,125.29,18.68,40.0998,58.7813,7.0,0.32,86.0,45.0
3784,2018-02-11 10:00:00,66.95,11.28,10.0334,21.3158,11.0,0.28,88.0,58.0
3785,2018-02-11 11:00:00,41.16,20.11,48.8524,68.9603,9.0,0.23,65.0,58.0
3786,2018-02-11 12:00:00,86.11,11.76,7.23765,18.9933,15.0,0.17,57.0,56.0
3787,2018-02-11 13:00:00,44.75,11.07,6.04483,17.1183,18.0,0.09,67.0,48.0
3788,2018-02-11 14:00:00,41.51,9.35,5.41637,14.7677,17.0,0.08,63.0,44.0
3789,2018-02-11 15:00:00,42.35,8.8,5.23637,14.039,16.0,0.07,41.0,36.0
3790,2018-02-11 16:00:00,82.54,7.35,4.04997,11.4012,16.0,0.05,42.0,23.0
3791,2018-02-11 17:00:00,53.64,13.55,19.6906,33.2392,14.0,0.03,39.0,17.0
3792,2018-02-11 18:00:00,20.02,16.35,39.6892,56.0425,14.0,0.04,74.0,14.0
3793,2018-02-11 19:00:00,3.15,6.81,2.95548,9.7704,19.0,0.08,46.0,12.0
3794,2018-02-11 20:00:00,2.34,5.5,2.53652,8.03941,21.0,0.13,38.0,7.0
3795,2018-02-11 21:00:00,2.14,5.23,2.89822,8.12393,20.0,0.18,39.0,4.0
3796,2018-02-11 22:00:00,2.24,5.77,2.64718,8.41603,17.0,0.22,27.0,2.0
3797,2018-02-11 23:00:00,2.2,6.22,2.97693,9.1945,14.0,0.25,29.0,0.0
3846,2018-02-14 00:00:00,3.55,12.13,3.93778,16.068,6.0,0.35,33.0,1.0
3847,2018-02-14 01:00:00,3.26,12.65,4.75758,17.404,6.0,0.36,37.0,0.0
3848,2018-02-14 02:00:00,2.72,10.26,4.8712,15.1347,6.0,0.38,29.0,1.0
3849,2018-02-14 03:00:00,2.21,10.3,6.34168,16.6375,6.0,0.47,31.0,6.0
3850,2018-02-14 04:00:00,2.08,8.03,4.29873,12.3312,6.0,0.44,29.0,9.0
3851,2018-02-14 05:00:00,1.78,7.24,4.7048,11.9458,5.0,0.43,30.0,12.0
3852,2018-02-14 06:00:00,1.79,6.61,5.48812,12.1003,5.0,0.38,44.0,15.0
3853,2018-02-14 07:00:00,2.04,5.74,5.33038,11.0722,6.0,0.38,27.0,14.0
3854,2018-02-14 08:00:00,7.75,6.32,5.42897,11.7473,9.0,0.41,38.0,15.0
3855,2018-02-14 09:00:00,76.21,14.88,18.8099,33.6923,,,34.0,
3856,2018-02-14 10:00:00,52.43,20.87,46.8026,67.6775,,0.33,66.0,
3857,2018-02-14 11:00:00,10.28,6.31,4.45867,10.7655,10.0,0.15,31.0,
3858,2018-02-14 12:00:00,21.08,11.26,11.8232,23.0878,8.0,0.11,28.0,
3859,2018-02-14 13:00:00,268.71,7.99,5.75342,13.7403,9.0,0.08,29.0,
3860,2018-02-14 14:00:00,480.25,7.31,5.13585,12.4415,8.0,0.08,31.0,
3861,2018-02-14 15:00:00,227.91,6.94,5.21338,12.1553,8.0,0.07,27.0,
3862,2018-02-14 16:00:00,23.99,6.03,3.76017,9.78867,10.0,0.06,22.0,
3863,2018-02-14 17:00:00,3.66,5.82,3.22678,9.0495,12.0,0.08,26.0,
3864,2018-02-14 18:00:00,2.41,5.28,2.95697,8.237,13.0,0.12,27.0,
3865,2018-02-14 19:00:00,2.31,5.24,2.85305,8.08838,13.0,0.16,25.0,
3866,2018-02-14 20:00:00,2.24,4.84,3.23807,8.08292,14.0,0.19,24.0,
3867,2018-02-14 21:00:00,2.37,5.19,2.97575,8.16292,14.0,0.22,20.0,
3868,2018-02-14 22:00:00,4.7,5.6,2.70138,8.30338,13.0,0.24,23.0,1.0
3869,2018-02-14 23:00:00,26.3,13.39,5.63217,19.0197,6.0,0.27,24.0,2.0
3870,2018-02-15 00:00:00,52.65,18.8,7.51825,26.3162,2.0,0.3,36.0,2.0
3871,2018-02-15 01:00:00,69.24,23.04,25.8885,48.9255,1.0,0.31,48.0,2.0
3872,2018-02-15 02:00:00,45.42,22.79,27.6218,50.4123,1.0,0.31,48.0,10.0
3873,2018-02-15 03:00:00,35.75,20.94,13.5395,34.4763,1.0,0.32,38.0,17.0
3874,2018-02-15 04:00:00,12.62,13.92,4.29722,18.214,4.0,0.33,36.0,22.0
3875,2018-02-15 05:00:00,5.88,7.71,3.26323,10.9768,7.0,0.32,33.0,19.0
3876,2018-02-15 06:00:00,4.34,7.22,3.4305,10.6492,7.0,0.33,28.0,17.0
3877,2018-02-15 07:00:00,5.08,7.84,3.82302,11.6673,7.0,0.34,32.0,12.0
3878,2018-02-15 08:00:00,13.0,12.85,5.24835,18.0983,4.0,0.35,41.0,11.0
3879,2018-02-15 09:00:00,20.07,17.26,10.9397,28.2008,3.0,0.35,38.0,14.0
3880,2018-02-15 10:00:00,12.43,17.68,13.8412,31.5163,3.0,0.34,45.0,20.0
3881,2018-02-15 11:00:00,17.73,18.36,28.3277,46.6923,3.0,0.33,31.0,20.0
3882,2018-02-15 12:00:00,19.87,17.33,40.0928,57.4253,4.0,0.32,28.0,20.0
3883,2018-02-15 13:00:00,45.37,11.62,18.5269,30.1483,7.0,0.28,34.0,20.0
3884,2018-02-15 14:00:00,42.16,8.09,6.23205,14.3213,6.0,0.31,26.0,20.0
3885,2018-02-15 15:00:00,83.51,6.67,4.85585,11.5255,6.0,0.29,28.0,18.0
3886,2018-02-15 16:00:00,82.42,6.61,4.27963,10.8877,8.0,0.13,46.0,18.0
3887,2018-02-15 17:00:00,159.03,9.93,6.38393,16.313,6.0,0.11,27.0,23.0
3888,2018-02-15 18:00:00,15.38,8.62,4.33937,12.9588,9.0,0.09,30.0,21.0
3889,2018-02-15 19:00:00,4.73,6.86,2.87723,9.73512,11.0,0.13,20.0,15.0
3890,2018-02-15 20:00:00,3.58,6.17,2.81047,8.97571,12.0,0.18,16.0,17.0
3891,2018-02-15 21:00:00,3.67,5.4,2.8997,8.29997,13.0,0.22,14.0,11.0
3892,2018-02-15 22:00:00,4.18,6.07,3.0322,9.10043,11.0,0.24,17.0,3.0
3893,2018-02-15 23:00:00,3.01,5.38,3.06388,8.44208,13.0,0.27,22.0,2.0
3966,2018-02-19 00:00:00,8.68,9.37,4.53123,13.9013,2.0,0.33,33.0,5.0
3967,2018-02-19 01:00:00,7.77,10.86,6.0104,16.8703,1.0,0.33,31.0,9.0
3968,2018-02-19 02:00:00,6.07,8.56,4.17803,12.7347,2.0,0.33,33.0,9.0
3969,2018-02-19 03:00:00,2.79,5.91,3.29607,9.20967,3.0,0.31,15.0,8.0
3970,2018-02-19 04:00:00,2.55,7.51,3.51322,11.022,1.0,0.32,21.0,6.0
3971,2018-02-19 05:00:00,2.25,5.82,3.26333,9.08176,2.0,0.32,12.0,5.0
3972,2018-02-19 06:00:00,2.22,6.16,3.28957,9.44817,2.0,0.31,11.0,5.0
3973,2018-02-19 07:00:00,2.19,6.86,4.30668,11.1695,2.0,0.32,16.0,2.0
3974,2018-02-19 08:00:00,2.92,6.41,4.2976,10.704,3.0,0.32,21.0,5.0
3975,2018-02-19 09:00:00,27.84,6.48,5.44258,11.9263,3.0,0.32,21.0,9.0
3976,2018-02-19 10:00:00,55.43,11.47,14.2283,25.6947,2.0,0.29,43.0,8.0
3977,2018-02-19 11:00:00,68.95,9.66,40.5961,50.2575,0.0,0.27,38.0,13.0
3978,2018-02-19 12:00:00,31.44,15.6,71.5811,87.1818,0.0,0.25,24.0,13.0
3979,2018-02-19 13:00:00,66.99,18.27,151.1,169.373,0.0,0.24,44.0,16.0
3980,2018-02-19 14:00:00,101.96,8.36,11.288,19.647,3.0,0.16,62.0,22.0
3981,2018-02-19 15:00:00,199.74,6.7,4.07028,10.7683,5.0,0.11,40.0,30.0
3982,2018-02-19 16:00:00,33.25,6.23,3.46325,9.69299,5.0,0.08,21.0,26.0
3983,2018-02-19 17:00:00,80.42,7.05,3.4873,10.5328,5.0,0.09,25.0,19.0
3984,2018-02-19 18:00:00,52.98,11.73,29.633,41.3588,2.0,0.07,41.0,18.0
3985,2018-02-19 19:00:00,19.46,9.92,3.43457,13.3542,3.0,0.11,31.0,13.0
3986,2018-02-19 20:00:00,13.13,9.61,2.23463,11.8462,3.0,0.16,20.0,9.0
3987,2018-02-19 21:00:00,4.86,7.23,2.10752,9.33456,4.0,0.2,19.0,6.0
3988,2018-02-19 22:00:00,2.35,6.31,1.7205,8.02747,4.0,0.24,12.0,1.0
3989,2018-02-19 23:00:00,2.79,6.63,2.15222,8.78024,2.0,0.27,13.0,0.0
4038,2018-02-22 00:00:00,3.61,6.81,2.8192,9.62617,7.0,0.39,17.0,0.0
4039,2018-02-22 01:00:00,2.93,7.61,2.92313,10.53,6.0,0.41,26.0,0.0
4040,2018-02-22 02:00:00,2.56,7.34,2.83497,10.1722,5.0,0.41,25.0,0.0
4041,2018-02-22 03:00:00,3.05,6.9,2.87863,9.78333,7.0,0.42,22.0,0.0
4042,2018-02-22 04:00:00,2.49,5.85,2.97797,8.82651,6.0,0.41,21.0,1.0
4043,2018-02-22 05:00:00,2.57,6.54,3.16245,9.70151,5.0,0.41,13.0,1.0
4044,2018-02-22 06:00:00,3.74,7.04,3.24112,10.2812,6.0,0.4,16.0,1.0
4045,2018-02-22 07:00:00,4.5,7.13,5.39522,12.5285,5.0,0.43,25.0,4.0
4046,2018-02-22 08:00:00,2.75,5.49,4.18698,9.68076,7.0,0.42,24.0,10.0
4047,2018-02-22 09:00:00,2.08,5.05,2.68818,7.7345,9.0,0.39,11.0,16.0
4048,2018-02-22 10:00:00,2.08,5.1,2.99352,8.09721,11.0,0.35,17.0,19.0
4049,2018-02-22 11:00:00,10.98,11.14,20.9372,32.0813,6.0,0.29,24.0,21.0
4050,2018-02-22 12:00:00,7.31,9.95,11.3794,21.3334,8.0,0.19,28.0,21.0
4051,2018-02-22 13:00:00,64.62,5.92,3.27688,9.19533,10.0,0.16,30.0,24.0
4052,2018-02-22 14:00:00,152.28,8.1,6.34067,14.4412,8.0,0.17,31.0,24.0
4053,2018-02-22 15:00:00,98.83,7.33,4.42518,11.7562,12.0,0.19,32.0,22.0
4054,2018-02-22 16:00:00,88.78,8.46,4.15085,12.606,13.0,0.2,39.0,24.0
4055,2018-02-22 17:00:00,3.52,6.84,2.94447,9.78783,18.0,0.15,26.0,21.0
4056,2018-02-22 18:00:00,2.37,6.75,2.07023,8.8195,20.0,0.19,26.0,14.0
4057,2018-02-22 19:00:00,2.1,5.66,2.49477,8.15378,16.0,0.25,20.0,7.0
4058,2018-02-22 20:00:00,4.86,5.99,2.13565,8.1228,12.0,0.25,11.0,0.0
4059,2018-02-22 21:00:00,10.84,8.8,3.04693,11.8503,8.0,0.28,12.0,0.0
4060,2018-02-22 22:00:00,21.72,19.98,4.3925,24.3695,4.0,0.34,21.0,0.0
4061,2018-02-22 23:00:00,12.81,16.88,4.00327,20.8812,4.0,0.38,23.0,1.0
4086,2018-02-24 00:00:00,26.01,15.76,10.5314,26.2896,8.0,0.42,31.0,2.0
4087,2018-02-24 01:00:00,3.62,5.62,2.73715,8.36195,12.0,0.4,25.0,3.0
4088,2018-02-24 02:00:00,4.27,6.08,2.63778,8.72243,12.0,0.42,19.0,5.0
4089,2018-02-24 03:00:00,6.45,9.16,2.58582,11.7422,9.0,0.43,23.0,3.0
4090,2018-02-24 04:00:00,5.02,7.75,2.86247,10.6085,10.0,0.43,24.0,4.0
4091,2018-02-24 05:00:00,2.45,5.58,2.6961,8.27933,11.0,0.41,18.0,5.0
4092,2018-02-24 06:00:00,2.26,5.73,2.71412,8.44682,11.0,0.42,13.0,3.0
4093,2018-02-24 07:00:00,2.07,5.52,2.6889,8.21298,12.0,0.42,19.0,3.0
4094,2018-02-24 08:00:00,2.66,5.95,3.40633,9.35466,11.0,0.44,10.0,3.0
4095,2018-02-24 09:00:00,7.13,8.43,5.27283,13.7072,7.0,0.45,15.0,4.0
4096,2018-02-24 10:00:00,13.8,11.07,8.01601,19.0885,6.0,0.45,26.0,12.0
4097,2018-02-24 11:00:00,12.57,10.36,8.12595,18.482,7.0,0.42,21.0,15.0
4098,2018-02-24 12:00:00,139.43,12.74,11.6833,24.4212,6.0,0.4,38.0,21.0
4099,2018-02-24 13:00:00,63.84,21.84,103.319,125.157,4.0,0.38,38.0,26.0
4100,2018-02-24 14:00:00,103.99,16.45,38.0566,54.5107,8.0,0.33,25.0,24.0
4101,2018-02-24 15:00:00,8.22,5.72,2.7812,8.49808,12.0,0.24,20.0,24.0
4102,2018-02-24 16:00:00,3.17,5.71,2.27193,7.98242,13.0,0.24,16.0,22.0
4103,2018-02-24 17:00:00,2.19,5.34,2.59225,7.93468,13.0,0.21,19.0,18.0
4104,2018-02-24 18:00:00,2.31,5.37,2.5019,7.87312,13.0,0.19,19.0,13.0
4105,2018-02-24 19:00:00,2.1,5.65,2.21247,7.86092,13.0,0.22,18.0,9.0
4106,2018-02-24 20:00:00,2.56,5.86,2.2275,8.09157,12.0,0.27,14.0,3.0
4107,2018-02-24 21:00:00,35.62,17.14,14.3962,31.5315,4.0,0.32,23.0,2.0
