,date,SO2,NO2,NO,NOX,O3,CO,MP10,MP25
7054,2018-06-27 16:00:00,4.1,2.18,2.05432,4.16635,30.0,0.22,42.0,13.0
7055,2018-06-27 17:00:00,3.34,2.45,2.18357,4.56564,29.0,0.22,34.0,9.0
7056,2018-06-27 18:00:00,3.06,2.27,2.19627,4.39168,29.0,0.24,32.0,8.0
7057,2018-06-27 19:00:00,3.4,2.79,2.40197,5.11012,26.0,0.24,34.0,9.0
7058,2018-06-27 20:00:00,2.98,2.62,2.43908,4.98365,26.0,0.27,38.0,10.0
7059,2018-06-27 21:00:00,3.55,2.88,2.21357,5.01283,24.0,0.29,36.0,10.0
7060,2018-06-27 22:00:00,6.82,4.69,10.7292,15.1799,16.0,0.49,34.0,12.0
7061,2018-06-27 23:00:00,4.01,3.9,3.01046,6.80068,16.0,0.35,48.0,18.0
7134,2018-07-01 00:00:00,10.99,3.34,2.40435,5.65016,19.0,0.3,46.0,22.0
7135,2018-07-01 01:00:00,7.9,3.05,2.12097,5.09243,21.0,0.38,45.0,23.0
7136,2018-07-01 02:00:00,25.07,3.62,2.21414,5.74681,19.0,0.37,42.0,21.0
7137,2018-07-01 03:00:00,7.65,3.16,2.3625,5.43272,23.0,0.27,38.0,20.0
7138,2018-07-01 04:00:00,5.1,2.48,1.8631,4.27626,28.0,0.2,34.0,14.0
7139,2018-07-01 05:00:00,4.49,2.82,2.4003,5.13674,28.0,0.35,30.0,12.0
7140,2018-07-01 06:00:00,4.79,2.98,2.67172,5.56586,28.0,0.44,32.0,17.0
7141,2018-07-01 07:00:00,5.71,3.08,5.34515,8.29169,24.0,0.39,32.0,19.0
7142,2018-07-01 08:00:00,121.9,4.6,6.85758,11.2806,14.0,0.36,35.0,21.0
7143,2018-07-01 09:00:00,105.54,4.25,6.39232,10.4757,15.0,0.24,43.0,25.0
7144,2018-07-01 10:00:00,165.59,3.78,7.07393,10.6797,18.0,0.42,50.0,30.0
7145,2018-07-01 11:00:00,6.35,2.98,4.20765,7.07367,20.0,0.39,49.0,31.0
7146,2018-07-01 12:00:00,11.87,3.42,4.59835,7.89272,20.0,0.28,43.0,26.0
7147,2018-07-01 13:00:00,10.77,3.15,4.86732,7.89225,22.0,0.34,36.0,20.0
7148,2018-07-01 14:00:00,6.31,3.61,4.75645,8.23148,20.0,0.46,31.0,17.0
7149,2018-07-01 15:00:00,4.25,2.89,3.47428,6.26115,22.0,0.39,32.0,19.0
7150,2018-07-01 16:00:00,3.58,2.82,2.93097,5.66429,24.0,0.34,28.0,16.0
7151,2018-07-01 17:00:00,3.76,2.89,2.96692,5.76461,24.0,0.31,24.0,15.0
7152,2018-07-01 18:00:00,3.0,2.7,3.20608,5.80963,26.0,0.38,20.0,15.0
7153,2018-07-01 19:00:00,3.67,3.41,4.87486,8.15791,22.0,0.52,22.0,18.0
7154,2018-07-01 20:00:00,4.29,2.95,3.29728,6.1533,25.0,0.42,25.0,20.0
7155,2018-07-01 21:00:00,6.16,3.49,3.57305,6.95199,22.0,0.36,25.0,19.0
7156,2018-07-01 22:00:00,9.81,3.44,2.51857,5.86984,21.0,0.36,23.0,17.0
7157,2018-07-01 23:00:00,5.92,3.3,3.2972,6.49675,22.0,0.27,21.0,15.0
7158,2018-07-02 00:00:00,4.81,2.57,2.08259,4.57852,27.0,0.24,20.0,14.0
7159,2018-07-02 01:00:00,4.01,2.33,1.98085,4.2478,28.0,0.23,20.0,9.0
7160,2018-07-02 02:00:00,6.72,3.53,2.2328,5.67712,22.0,0.28,18.0,4.0
7161,2018-07-02 03:00:00,26.69,3.74,2.0585,5.70382,20.0,0.33,19.0,4.0
7162,2018-07-02 04:00:00,36.11,3.33,2.18222,5.42309,21.0,0.29,24.0,8.0
7163,2018-07-02 05:00:00,205.3,3.82,3.35354,7.0655,16.0,0.53,30.0,14.0
7164,2018-07-02 06:00:00,132.27,3.68,5.7019,9.23204,15.0,0.43,49.0,31.0
7165,2018-07-02 07:00:00,100.36,4.59,10.9406,15.286,12.0,0.25,63.0,42.0
7166,2018-07-02 08:00:00,40.0,4.12,8.84431,12.7654,15.0,0.22,63.0,43.0
7167,2018-07-02 09:00:00,23.53,4.14,9.99789,13.9132,16.0,0.32,50.0,33.0
7168,2018-07-02 10:00:00,8.13,3.48,7.23036,10.5447,19.0,0.28,33.0,20.0
7169,2018-07-02 11:00:00,6.48,2.79,4.49372,7.03555,24.0,0.28,22.0,11.0
7170,2018-07-02 12:00:00,4.51,2.26,2.52654,4.71272,28.0,0.22,22.0,9.0
7171,2018-07-02 13:00:00,4.62,2.53,3.32727,5.76817,28.0,0.24,28.0,9.0
7172,2018-07-02 14:00:00,6.95,3.74,6.18311,9.77132,23.0,0.4,32.0,9.0
7173,2018-07-02 15:00:00,5.94,3.5,4.61414,7.9911,24.0,0.35,39.0,14.0
7174,2018-07-02 16:00:00,4.56,2.8,2.92727,5.63696,27.0,0.27,40.0,14.0
7175,2018-07-02 17:00:00,3.82,2.99,2.70032,5.60126,26.0,0.27,43.0,14.0
7176,2018-07-02 18:00:00,3.64,3.13,2.7667,5.80283,24.0,0.29,41.0,13.0
7177,2018-07-02 19:00:00,3.44,2.68,2.62584,5.22665,26.0,0.32,34.0,12.0
7178,2018-07-02 20:00:00,3.34,2.26,2.29425,4.48641,28.0,0.28,30.0,9.0
7179,2018-07-02 21:00:00,3.36,2.5,2.52146,4.938,27.0,0.34,23.0,7.0
7180,2018-07-02 22:00:00,3.42,2.35,1.95073,4.23339,29.0,0.33,20.0,7.0
7181,2018-07-02 23:00:00,3.29,2.21,1.83245,3.97694,31.0,0.3,16.0,9.0
7302,2018-07-08 00:00:00,3.93,3.24,2.46633,5.61707,19.0,0.38,65.0,19.0
7303,2018-07-08 01:00:00,105.31,4.66,7.71763,12.1865,11.0,0.45,66.0,22.0
7304,2018-07-08 02:00:00,48.28,4.65,3.31189,7.83204,11.0,0.4,72.0,28.0
7305,2018-07-08 03:00:00,37.67,4.78,7.56057,12.1459,9.0,0.44,73.0,30.0
7306,2018-07-08 04:00:00,33.08,4.67,4.6128,9.14114,10.0,0.36,73.0,27.0
7307,2018-07-08 05:00:00,89.5,5.13,8.2774,13.1933,10.0,0.36,67.0,24.0
7308,2018-07-08 06:00:00,61.6,4.82,8.8643,13.4712,9.0,0.42,67.0,26.0
7309,2018-07-08 07:00:00,39.01,4.42,12.6714,16.8273,9.0,0.33,70.0,30.0
7310,2018-07-08 08:00:00,94.53,4.11,13.7962,17.6233,11.0,0.41,67.0,30.0
7311,2018-07-08 09:00:00,59.41,4.13,22.9693,26.676,11.0,0.42,57.0,30.0
7312,2018-07-08 10:00:00,28.29,3.96,19.2214,22.8154,13.0,0.37,41.0,27.0
7313,2018-07-08 11:00:00,9.72,3.0,6.38102,9.23843,18.0,0.42,30.0,23.0
7314,2018-07-08 12:00:00,8.57,2.87,4.889,7.63293,19.0,0.34,31.0,23.0
7315,2018-07-08 13:00:00,6.5,2.62,3.5483,6.07628,24.0,0.34,30.0,20.0
7316,2018-07-08 14:00:00,4.86,2.52,2.97087,5.40419,27.0,0.3,30.0,18.0
7317,2018-07-08 15:00:00,3.77,2.24,2.3338,4.49945,29.0,0.22,31.0,15.0
7318,2018-07-08 16:00:00,3.56,2.23,2.29957,4.45991,29.0,0.18,32.0,13.0
7319,2018-07-08 17:00:00,3.59,2.46,2.56089,4.93897,28.0,0.24,30.0,12.0
7320,2018-07-08 18:00:00,3.7,2.39,2.34837,4.66496,28.0,0.17,31.0,11.0
7321,2018-07-08 19:00:00,3.78,2.25,2.29957,4.47998,28.0,0.16,29.0,9.0
7322,2018-07-08 20:00:00,9.85,3.59,4.25306,7.71503,21.0,0.24,25.0,7.0
7323,2018-07-08 21:00:00,201.21,5.22,12.2034,17.1512,12.0,0.71,31.0,12.0
7324,2018-07-08 22:00:00,25.8,5.65,20.8685,26.1063,10.0,0.41,48.0,20.0
7325,2018-07-08 23:00:00,30.02,4.78,7.31064,11.8963,10.0,0.49,52.0,23.0
7326,2018-07-09 00:00:00,33.78,4.68,8.52382,12.9979,11.0,0.39,49.0,21.0
7327,2018-07-09 01:00:00,14.15,3.81,3.45935,7.15571,14.0,0.21,41.0,18.0
7328,2018-07-09 02:00:00,16.03,4.44,4.47689,8.77414,12.0,0.23,36.0,17.0
7329,2018-07-09 03:00:00,137.95,4.48,14.2807,18.4645,10.0,0.31,36.0,19.0
7330,2018-07-09 04:00:00,40.45,4.31,4.92157,9.08272,13.0,0.2,43.0,26.0
7331,2018-07-09 05:00:00,10.22,2.92,1.97203,4.81138,20.0,0.17,40.0,24.0
7332,2018-07-09 06:00:00,8.33,3.94,6.94523,10.7191,15.0,0.18,33.0,18.0
7333,2018-07-09 07:00:00,12.37,4.87,12.1512,16.754,9.0,0.21,28.0,14.0
7334,2018-07-09 08:00:00,57.01,6.03,45.0872,50.3094,9.0,0.21,27.0,15.0
7335,2018-07-09 09:00:00,41.73,6.38,46.13,51.6869,10.0,0.26,29.0,19.0
7336,2018-07-09 10:00:00,12.12,3.61,6.58106,10.0318,16.0,0.19,31.0,19.0
7337,2018-07-09 11:00:00,10.39,3.67,6.81547,10.3312,17.0,0.21,28.0,18.0
7338,2018-07-09 12:00:00,6.26,2.93,4.03647,6.85958,22.0,0.21,26.0,16.0
7339,2018-07-09 13:00:00,5.87,2.96,4.06965,6.91702,25.0,0.21,25.0,12.0
7340,2018-07-09 14:00:00,6.5,3.19,4.49503,7.56665,26.0,0.22,25.0,13.0
7341,2018-07-09 15:00:00,4.49,3.05,3.70141,6.64246,28.0,0.25,27.0,15.0
7342,2018-07-09 16:00:00,5.17,3.29,3.92848,7.1078,26.0,0.23,27.0,17.0
7343,2018-07-09 17:00:00,5.01,3.37,3.96072,7.21864,29.0,0.23,27.0,16.0
7344,2018-07-09 18:00:00,7.18,4.62,5.15532,9.6245,24.0,0.25,27.0,17.0
7345,2018-07-09 19:00:00,6.6,4.49,4.46052,8.81415,21.0,0.26,29.0,19.0
7346,2018-07-09 20:00:00,11.9,5.16,7.44837,12.4066,13.0,0.23,31.0,20.0
7347,2018-07-09 21:00:00,12.66,5.09,8.44846,13.3218,12.0,0.26,32.0,18.0
7348,2018-07-09 22:00:00,7.6,4.11,3.71811,7.70272,20.0,0.25,31.0,18.0
7349,2018-07-09 23:00:00,6.51,3.73,2.64535,6.27513,23.0,0.23,31.0,18.0
7398,2018-07-12 00:00:00,10.29,4.21,3.92718,8.00928,12.0,0.38,63.0,37.0
7399,2018-07-12 01:00:00,12.84,4.44,4.13807,8.44597,11.0,0.41,61.0,36.0
7400,2018-07-12 02:00:00,72.71,4.54,11.6056,15.8938,11.0,0.54,58.0,35.0
7401,2018-07-12 03:00:00,192.53,4.91,17.1985,21.7599,10.0,1.07,61.0,37.0
7402,2018-07-12 04:00:00,60.53,4.58,11.3702,15.6991,9.0,0.54,65.0,40.0
7403,2018-07-12 05:00:00,61.41,4.53,9.78806,14.0882,9.0,0.37,65.0,41.0
7404,2018-07-12 06:00:00,27.0,4.51,10.9388,15.2106,9.0,0.35,59.0,37.0
7405,2018-07-12 07:00:00,27.17,4.39,17.6654,21.7058,9.0,0.41,52.0,34.0
7406,2018-07-12 08:00:00,33.4,4.84,21.3319,25.6687,10.0,0.38,50.0,33.0
7407,2018-07-12 09:00:00,20.58,4.37,16.0017,20.0484,12.0,0.41,48.0,32.0
7408,2018-07-12 10:00:00,11.43,4.31,13.7975,17.8183,14.0,0.44,48.0,28.0
7409,2018-07-12 11:00:00,10.12,3.95,13.2868,16.9613,16.0,0.4,49.0,26.0
7410,2018-07-12 12:00:00,7.59,3.85,8.95667,12.6088,20.0,0.41,48.0,25.0
7411,2018-07-12 13:00:00,6.79,3.83,7.68131,11.3305,23.0,0.38,45.0,25.0
7412,2018-07-12 14:00:00,4.4,2.72,3.2644,5.8866,31.0,0.28,43.0,23.0
7413,2018-07-12 15:00:00,4.13,2.53,2.4582,4.90748,33.0,0.25,40.0,21.0
7414,2018-07-12 16:00:00,4.05,2.77,2.59725,5.28267,32.0,0.25,40.0,20.0
7415,2018-07-12 17:00:00,4.01,2.83,2.49367,5.24393,30.0,0.27,41.0,19.0
7416,2018-07-12 18:00:00,3.68,2.95,3.29028,6.07686,30.0,0.26,39.0,18.0
7417,2018-07-12 19:00:00,3.35,4.25,3.15535,7.28414,23.0,0.38,41.0,19.0
7418,2018-07-12 20:00:00,32.13,5.03,9.54456,14.3479,18.0,0.42,42.0,20.0
7419,2018-07-12 21:00:00,42.75,5.86,10.6103,16.2131,11.0,0.43,53.0,29.0
7420,2018-07-12 22:00:00,7.35,5.02,7.66719,12.4846,16.0,0.53,66.0,35.0
7421,2018-07-12 23:00:00,39.75,6.23,16.1807,22.0579,11.0,0.66,71.0,39.0
7422,2018-07-13 00:00:00,20.16,5.65,7.38078,12.8274,11.0,0.41,72.0,41.0
7423,2018-07-13 01:00:00,33.82,4.94,11.1663,15.8501,12.0,0.4,66.0,39.0
7424,2018-07-13 02:00:00,684.63,6.45,55.1838,60.6696,14.0,0.4,71.0,42.0
7425,2018-07-13 03:00:00,133.67,5.31,13.1586,18.1781,11.0,0.34,96.0,60.0
7426,2018-07-13 04:00:00,149.3,5.78,31.7577,36.9433,10.0,0.38,91.0,57.0
7427,2018-07-13 05:00:00,35.13,5.27,14.8945,19.8443,9.0,0.36,82.0,50.0
7428,2018-07-13 06:00:00,137.57,5.69,25.0725,30.2821,10.0,0.37,72.0,43.0
7429,2018-07-13 07:00:00,69.54,5.17,15.2281,20.0804,10.0,0.37,72.0,42.0
7430,2018-07-13 08:00:00,32.69,4.79,23.3881,27.2423,10.0,0.4,68.0,40.0
7431,2018-07-13 09:00:00,78.95,4.75,25.1322,29.4092,11.0,0.43,63.0,38.0
7432,2018-07-13 10:00:00,13.69,4.35,17.1089,21.1225,13.0,0.42,60.0,36.0
7433,2018-07-13 11:00:00,13.35,4.69,17.4511,21.7913,15.0,0.43,56.0,33.0
7434,2018-07-13 12:00:00,16.89,5.03,18.9197,23.5692,16.0,0.44,55.0,29.0
7435,2018-07-13 13:00:00,11.42,4.62,11.3452,15.7132,23.0,0.44,62.0,28.0
7436,2018-07-13 14:00:00,5.06,2.88,3.38652,6.16869,30.0,0.32,61.0,33.0
7437,2018-07-13 15:00:00,4.66,2.4,2.61807,4.93447,30.0,0.22,49.0,28.0
7438,2018-07-13 16:00:00,4.24,2.22,2.2412,4.39395,31.0,0.19,38.0,19.0
7439,2018-07-13 17:00:00,3.99,2.55,2.49215,4.96466,31.0,0.18,34.0,13.0
7440,2018-07-13 18:00:00,3.82,3.02,2.99445,5.91534,27.0,0.24,32.0,14.0
7441,2018-07-13 19:00:00,5.77,3.45,5.37619,8.68901,25.0,0.2,32.0,16.0
7442,2018-07-13 20:00:00,6.24,3.78,4.46143,8.10953,27.0,0.36,30.0,17.0
7443,2018-07-13 21:00:00,5.71,3.45,4.31721,7.6445,25.0,0.25,27.0,18.0
7444,2018-07-13 22:00:00,6.14,3.6,4.13105,7.61152,25.0,0.35,24.0,18.0
7445,2018-07-13 23:00:00,4.66,3.01,2.45245,5.37634,24.0,0.35,24.0,18.0
7590,2018-07-20 00:00:00,4.43,2.98,1.96875,4.87501,28.0,0.25,46.0,31.0
7591,2018-07-20 01:00:00,7.92,3.45,2.17573,5.53958,20.0,0.29,44.0,28.0
7592,2018-07-20 02:00:00,44.45,3.27,2.05792,5.23995,20.0,0.23,47.0,28.0
7593,2018-07-20 03:00:00,419.6,4.82,4.46254,9.13873,16.0,0.32,50.0,30.0
7594,2018-07-20 04:00:00,25.47,4.66,2.66308,7.20518,14.0,0.34,53.0,32.0
7595,2018-07-20 05:00:00,29.39,4.55,2.13659,6.57754,15.0,0.19,47.0,26.0
7596,2018-07-20 06:00:00,12.13,4.68,2.492,7.0633,16.0,0.18,41.0,24.0
7597,2018-07-20 07:00:00,6.77,4.93,4.77102,9.54953,13.0,0.23,35.0,21.0
7598,2018-07-20 08:00:00,57.48,4.79,15.3742,19.7331,12.0,0.27,37.0,21.0
7599,2018-07-20 09:00:00,34.97,4.5,12.8872,17.1187,17.0,0.18,36.0,17.0
7600,2018-07-20 10:00:00,6.64,3.48,8.19714,11.4913,20.0,0.27,36.0,13.0
7601,2018-07-20 11:00:00,5.13,4.2,11.1483,15.1061,21.0,0.31,42.0,19.0
7602,2018-07-20 12:00:00,3.87,3.35,5.15803,8.3735,30.0,0.22,52.0,23.0
7603,2018-07-20 13:00:00,4.23,3.08,3.88124,6.76042,33.0,0.22,50.0,18.0
7604,2018-07-20 14:00:00,4.5,3.11,4.75822,7.7401,32.0,0.28,44.0,7.0
7605,2018-07-20 15:00:00,3.86,3.21,3.89508,6.98948,34.0,0.31,41.0,8.0
7606,2018-07-20 16:00:00,4.49,2.96,2.77202,5.63749,38.0,0.26,40.0,9.0
7607,2018-07-20 17:00:00,3.9,2.82,2.25473,4.99912,39.0,0.25,41.0,12.0
7608,2018-07-20 18:00:00,4.23,2.83,2.19043,4.93961,37.0,0.22,40.0,16.0
7609,2018-07-20 19:00:00,4.62,3.6,2.3821,5.88398,33.0,0.25,39.0,16.0
7610,2018-07-20 20:00:00,4.87,4.75,2.54181,7.17403,27.0,0.3,42.0,18.0
7611,2018-07-20 21:00:00,4.56,4.11,2.55482,6.55581,30.0,0.31,48.0,21.0
7612,2018-07-20 22:00:00,4.3,4.98,2.95259,7.8067,25.0,0.38,47.0,20.0
7613,2018-07-20 23:00:00,8.78,6.33,3.25489,9.43759,15.0,0.41,54.0,25.0
7614,2018-07-21 00:00:00,38.52,7.27,3.84633,10.941,12.0,0.36,60.0,26.0
7615,2018-07-21 01:00:00,32.62,7.17,8.03157,14.9609,10.0,0.44,65.0,24.0
7616,2018-07-21 02:00:00,160.46,7.51,36.8097,43.6232,10.0,0.63,70.0,27.0
7617,2018-07-21 03:00:00,86.93,7.14,32.4268,38.9429,10.0,0.65,77.0,35.0
7618,2018-07-21 04:00:00,32.82,6.92,10.3428,16.9883,9.0,0.42,83.0,41.0
7619,2018-07-21 05:00:00,13.93,6.49,4.1897,10.5111,10.0,0.35,80.0,39.0
7620,2018-07-21 06:00:00,111.08,7.34,26.9198,33.7217,10.0,0.29,80.0,39.0
7621,2018-07-21 07:00:00,37.64,6.3,5.98827,12.0909,12.0,0.31,76.0,43.0
7622,2018-07-21 08:00:00,58.37,5.44,13.9402,19.0734,14.0,0.33,68.0,40.0
7623,2018-07-21 09:00:00,87.49,7.59,46.0965,52.8445,12.0,0.34,68.0,41.0
7624,2018-07-21 10:00:00,40.75,6.32,25.3306,31.1512,16.0,0.34,80.0,45.0
7625,2018-07-21 11:00:00,15.63,4.19,8.23041,12.2204,24.0,0.4,81.0,44.0
7626,2018-07-21 12:00:00,5.09,2.66,3.10324,5.67503,34.0,0.19,66.0,37.0
7627,2018-07-21 13:00:00,4.4,2.43,2.54933,4.90232,37.0,0.19,53.0,28.0
7628,2018-07-21 14:00:00,4.32,2.48,2.42267,4.82917,37.0,0.18,41.0,21.0
7629,2018-07-21 15:00:00,4.21,2.44,2.36615,4.73381,36.0,0.2,33.0,17.0
7630,2018-07-21 16:00:00,3.54,2.45,2.56281,4.93585,35.0,0.2,33.0,17.0
7631,2018-07-21 17:00:00,3.49,2.43,2.26373,4.61996,33.0,0.18,37.0,16.0
7632,2018-07-21 18:00:00,4.12,2.52,2.30927,4.75724,33.0,0.18,35.0,15.0
7633,2018-07-21 19:00:00,3.75,2.75,2.33457,5.00522,32.0,0.2,37.0,14.0
7634,2018-07-21 20:00:00,4.98,4.96,5.63935,10.4368,21.0,0.45,43.0,17.0
7635,2018-07-21 21:00:00,5.26,5.05,4.12013,9.02724,20.0,0.64,57.0,27.0
7636,2018-07-21 22:00:00,5.9,5.12,4.85689,9.82492,18.0,0.58,66.0,34.0
7637,2018-07-21 23:00:00,4.74,4.47,3.73818,8.07571,19.0,0.45,65.0,35.0
7710,2018-07-25 00:00:00,8.17,5.28,4.20498,9.34047,15.0,0.42,39.0,23.0
7711,2018-07-25 01:00:00,9.86,4.1,3.63313,7.61445,23.0,0.2,37.0,23.0
7712,2018-07-25 02:00:00,37.53,5.32,8.86488,13.9659,15.0,0.37,32.0,20.0
7713,2018-07-25 03:00:00,100.9,5.62,8.91846,14.3087,12.0,0.73,37.0,21.0
7714,2018-07-25 04:00:00,84.61,5.76,3.70017,9.31534,13.0,0.34,44.0,25.0
7715,2018-07-25 05:00:00,34.23,4.62,1.6842,6.20775,16.0,0.22,49.0,27.0
7716,2018-07-25 06:00:00,149.59,5.84,22.4912,27.8852,11.0,0.31,48.0,27.0
7717,2018-07-25 07:00:00,43.07,4.9,10.5485,15.2056,16.0,0.22,51.0,30.0
7718,2018-07-25 08:00:00,12.9,4.95,15.7367,20.3637,15.0,0.23,44.0,24.0
7719,2018-07-25 09:00:00,126.41,4.73,22.7357,27.0313,14.0,0.24,37.0,19.0
7720,2018-07-25 10:00:00,31.32,3.89,9.90073,13.5719,17.0,0.23,118.0,20.0
7721,2018-07-25 11:00:00,6.4,3.34,6.28962,9.48152,21.0,0.25,258.0,24.0
7722,2018-07-25 12:00:00,5.34,4.13,10.5573,14.4527,20.0,0.32,249.0,22.0
7723,2018-07-25 13:00:00,6.15,3.61,5.91237,9.37021,26.0,0.32,282.0,22.0
7724,2018-07-25 14:00:00,,2.87,3.16916,5.94597,34.0,0.29,320.0,21.0
7725,2018-07-25 15:00:00,3.34,,,,,0.3,227.0,23.0
7726,2018-07-25 16:00:00,2.92,,,,36.0,,145.0,21.0
7727,2018-07-25 17:00:00,2.27,3.45,5.41545,8.72394,34.0,0.31,100.0,24.0
7728,2018-07-25 18:00:00,2.31,3.07,13.7552,16.5612,34.0,0.33,73.0,23.0
7729,2018-07-25 19:00:00,3.31,2.6,2.30338,4.82167,36.0,0.32,52.0,17.0
7730,2018-07-25 20:00:00,2.61,2.62,2.39352,4.93318,36.0,0.31,38.0,16.0
7731,2018-07-25 21:00:00,3.35,2.95,2.5211,5.38199,35.0,0.36,33.0,17.0
7732,2018-07-25 22:00:00,9.07,4.49,4.14892,8.50513,21.0,0.43,37.0,22.0
7733,2018-07-25 23:00:00,11.98,6.03,7.11998,12.9402,15.0,0.35,40.0,27.0
7830,2018-07-30 00:00:00,3.68,3.5,2.03289,5.44634,24.0,0.31,42.0,23.0
7831,2018-07-30 01:00:00,45.7,5.13,23.585,28.2625,15.0,0.58,40.0,25.0
7832,2018-07-30 02:00:00,332.21,6.51,37.492,43.3145,11.0,1.99,52.0,36.0
7833,2018-07-30 03:00:00,134.49,5.97,16.7654,22.3828,10.0,0.46,74.0,55.0
7834,2018-07-30 04:00:00,60.47,6.21,13.9198,19.8089,10.0,0.26,74.0,54.0
7835,2018-07-30 05:00:00,34.17,5.6,6.39487,11.8112,10.0,0.27,67.0,44.0
7836,2018-07-30 06:00:00,148.12,5.82,29.5867,34.8494,11.0,0.27,62.0,36.0
7837,2018-07-30 07:00:00,118.34,6.25,56.4073,61.6749,9.0,0.31,68.0,39.0
7838,2018-07-30 08:00:00,56.33,5.58,24.9675,29.9391,11.0,0.36,73.0,40.0
7839,2018-07-30 09:00:00,30.85,4.84,18.0952,22.5774,14.0,0.35,65.0,34.0
7840,2018-07-30 10:00:00,11.04,4.08,11.9033,15.7323,16.0,0.32,56.0,30.0
7841,2018-07-30 11:00:00,11.21,4.0,12.9433,16.6795,17.0,0.29,65.0,26.0
7842,2018-07-30 12:00:00,6.7,3.8,8.3353,11.9458,24.0,0.33,64.0,22.0
7843,2018-07-30 13:00:00,3.51,2.9,3.24297,6.04314,35.0,0.32,57.0,22.0
7844,2018-07-30 14:00:00,2.95,2.48,2.21581,4.6236,36.0,0.28,48.0,22.0
7845,2018-07-30 15:00:00,2.72,2.62,2.67925,5.2203,36.0,0.27,44.0,21.0
7846,2018-07-30 16:00:00,2.69,2.45,2.5027,4.87662,35.0,0.25,43.0,19.0
7847,2018-07-30 17:00:00,2.69,2.27,2.14357,4.34695,35.0,0.23,43.0,18.0
7848,2018-07-30 18:00:00,2.72,3.16,2.61872,5.68723,30.0,0.33,50.0,18.0
7849,2018-07-30 19:00:00,3.06,3.06,2.33332,5.31152,30.0,0.24,54.0,18.0
7850,2018-07-30 20:00:00,3.39,4.06,3.16655,7.10874,25.0,0.39,54.0,19.0
7851,2018-07-30 21:00:00,16.43,5.67,6.37011,11.8508,15.0,0.48,51.0,20.0
7852,2018-07-30 22:00:00,6.86,5.56,6.8057,12.1758,17.0,0.45,58.0,25.0
7853,2018-07-30 23:00:00,9.51,5.28,2.95213,8.10094,15.0,0.45,68.0,29.0
7854,2018-07-31 00:00:00,10.48,5.68,3.98195,9.51178,12.0,0.42,78.0,30.0
7855,2018-07-31 01:00:00,240.68,6.36,29.8086,35.602,11.0,0.42,89.0,40.0
7856,2018-07-31 02:00:00,145.33,7.07,40.8385,47.1576,10.0,0.37,100.0,56.0
7857,2018-07-31 03:00:00,132.49,6.66,31.9524,38.006,10.0,0.33,101.0,61.0
7858,2018-07-31 04:00:00,109.38,6.49,30.3558,36.2688,10.0,0.28,94.0,57.0
7859,2018-07-31 05:00:00,58.2,5.82,9.32675,14.9081,11.0,0.27,83.0,49.0
7860,2018-07-31 06:00:00,87.89,6.01,17.9809,23.6145,10.0,0.28,71.0,43.0
7861,2018-07-31 07:00:00,31.83,5.96,16.6546,22.2642,11.0,0.37,63.0,40.0
7862,2018-07-31 08:00:00,23.34,6.2,39.7811,45.2552,10.0,0.42,52.0,33.0
7863,2018-07-31 09:00:00,12.33,4.93,19.8552,24.3957,13.0,0.38,46.0,26.0
7864,2018-07-31 10:00:00,12.22,4.04,8.44772,12.2961,18.0,0.29,40.0,22.0
7865,2018-07-31 11:00:00,7.89,3.57,7.06002,10.4653,22.0,0.28,36.0,22.0
7866,2018-07-31 12:00:00,7.02,3.49,6.6692,9.99707,24.0,0.31,39.0,24.0
7867,2018-07-31 13:00:00,3.26,2.86,3.36532,6.1234,33.0,0.26,44.0,24.0
7868,2018-07-31 14:00:00,2.72,2.52,3.15478,5.47126,35.0,0.28,48.0,23.0
7869,2018-07-31 15:00:00,,2.47,2.3302,4.72457,35.0,0.28,47.0,23.0
7870,2018-07-31 16:00:00,2.36,2.37,2.36592,4.66483,,,42.0,21.0
7871,2018-07-31 17:00:00,1.75,2.24,2.37172,4.53682,,0.21,36.0,18.0
7872,2018-07-31 18:00:00,2.38,2.29,2.50149,4.67391,35.0,0.22,31.0,10.0
7873,2018-07-31 19:00:00,2.78,3.42,6.8806,10.1367,25.0,0.34,30.0,9.0
7874,2018-07-31 20:00:00,22.9,4.74,20.6773,25.018,11.0,0.44,35.0,16.0
7875,2018-07-31 21:00:00,42.71,4.89,14.9437,19.5213,12.0,0.54,51.0,24.0
7876,2018-07-31 22:00:00,60.71,5.14,8.98251,13.8966,13.0,0.59,60.0,32.0
7877,2018-07-31 23:00:00,29.5,4.72,6.55811,11.1032,16.0,0.58,62.0,35.0
7878,2018-08-01 00:00:00,22.33,4.09,7.07895,10.9912,18.0,0.49,56.0,34.0
7879,2018-08-01 01:00:00,63.41,4.42,8.77724,12.9861,15.0,0.34,52.0,35.0
7880,2018-08-01 02:00:00,189.73,4.87,9.79375,14.4348,13.0,0.39,66.0,45.0
7881,2018-08-01 03:00:00,49.5,4.55,3.209,7.64178,14.0,0.31,83.0,55.0
7882,2018-08-01 04:00:00,58.21,4.71,5.1697,9.72456,13.0,0.29,79.0,51.0
7883,2018-08-01 05:00:00,66.93,5.19,19.8451,24.6453,11.0,0.28,81.0,52.0
7884,2018-08-01 06:00:00,55.5,5.28,21.3101,26.1691,10.0,0.27,81.0,53.0
7885,2018-08-01 07:00:00,34.47,5.46,29.9926,34.894,10.0,0.28,67.0,46.0
