,date,SO2,NO2,NO,NOX,O3,CO,MP10,MP25
6,2017-09-07 00:00:00,3.79,3.33,1.61448,4.86682,18.0,0.31,53.0,17.0
7,2017-09-07 01:00:00,3.54,3.19,1.5531,4.67246,19.0,0.28,53.0,17.0
8,2017-09-07 02:00:00,14.71,5.5,15.412,20.5829,6.0,0.28,46.0,15.0
9,2017-09-07 03:00:00,40.98,5.98,9.56618,15.2992,5.0,0.28,42.0,18.0
10,2017-09-07 04:00:00,24.52,6.03,10.8264,16.5868,4.0,0.28,43.0,21.0
11,2017-09-07 05:00:00,20.43,7.39,32.3346,39.0964,4.0,0.27,43.0,21.0
12,2017-09-07 06:00:00,88.92,6.1,29.4193,34.8245,5.0,0.28,42.0,21.0
13,2017-09-07 07:00:00,146.27,7.13,28.4757,34.6858,6.0,0.32,48.0,28.0
14,2017-09-07 08:00:00,123.63,8.26,31.5722,39.0397,6.0,0.33,56.0,31.0
15,2017-09-07 09:00:00,62.05,7.38,23.9215,30.8077,8.0,0.32,61.0,31.0
16,2017-09-07 10:00:00,32.4,4.79,17.5593,21.994,11.0,0.29,50.0,26.0
17,2017-09-07 11:00:00,4.28,2.99,2.99592,5.89241,18.0,0.3,28.0,19.0
18,2017-09-07 12:00:00,4.05,3.17,2.5423,5.62152,20.0,0.35,24.0,18.0
19,2017-09-07 13:00:00,4.07,3.25,2.43275,5.59707,22.0,0.31,27.0,19.0
20,2017-09-07 14:00:00,3.87,3.1,2.31765,5.33571,26.0,0.29,28.0,18.0
21,2017-09-07 15:00:00,3.86,3.24,2.55941,5.71016,29.0,0.3,27.0,15.0
22,2017-09-07 16:00:00,2.82,3.02,1.92427,4.86514,33.0,0.29,25.0,13.0
23,2017-09-07 17:00:00,2.72,3.01,2.08224,5.00864,29.0,0.23,23.0,11.0
24,2017-09-07 18:00:00,2.61,2.86,2.08518,4.8716,28.0,0.23,23.0,9.0
25,2017-09-07 19:00:00,2.59,2.76,1.80693,4.49384,27.0,0.21,23.0,6.0
26,2017-09-07 20:00:00,2.67,2.74,1.87441,4.54178,28.0,0.22,21.0,4.0
27,2017-09-07 21:00:00,2.72,2.76,1.86902,4.507,29.0,0.22,19.0,3.0
28,2017-09-07 22:00:00,2.64,2.84,1.87681,4.63912,28.0,0.23,21.0,4.0
29,2017-09-07 23:00:00,2.71,3.16,1.5491,4.63376,28.0,0.22,24.0,4.0
222,2017-09-16 00:00:00,18.03,9.46,10.8253,19.9665,6.0,0.4,85.0,22.0
223,2017-09-16 01:00:00,16.48,6.36,2.41237,8.63686,11.0,0.31,75.0,23.0
224,2017-09-16 02:00:00,8.15,5.83,2.11807,7.82749,12.0,0.35,65.0,21.0
225,2017-09-16 03:00:00,16.64,8.64,4.40279,12.8394,6.0,0.39,63.0,22.0
226,2017-09-16 04:00:00,36.87,7.99,6.52872,14.288,6.0,0.39,66.0,24.0
227,2017-09-16 05:00:00,38.25,8.18,14.8172,22.6351,6.0,0.38,65.0,27.0
228,2017-09-16 06:00:00,253.29,8.1,51.3057,58.2309,7.0,0.35,73.0,35.0
229,2017-09-16 07:00:00,55.11,6.27,33.2447,38.894,6.0,0.36,87.0,46.0
230,2017-09-16 08:00:00,28.14,5.89,21.1073,26.477,8.0,0.34,101.0,41.0
231,2017-09-16 09:00:00,18.71,5.27,15.8181,20.6625,10.0,0.35,61.0,32.0
232,2017-09-16 10:00:00,12.51,4.82,9.23251,13.8286,12.0,0.37,38.0,26.0
233,2017-09-16 11:00:00,21.61,5.73,11.5759,17.0293,13.0,0.36,39.0,24.0
234,2017-09-16 12:00:00,7.64,3.95,3.84416,7.67639,22.0,0.37,42.0,24.0
235,2017-09-16 13:00:00,6.29,4.1,3.57619,7.55131,26.0,0.39,43.0,26.0
236,2017-09-16 14:00:00,4.49,3.71,2.32852,5.94592,30.0,0.38,44.0,25.0
237,2017-09-16 15:00:00,3.89,3.49,2.41254,5.80906,29.0,0.35,43.0,22.0
238,2017-09-16 16:00:00,3.86,3.34,1.93985,5.20105,31.0,0.34,40.0,17.0
239,2017-09-16 17:00:00,3.82,3.45,2.23017,5.59278,29.0,0.35,40.0,15.0
240,2017-09-16 18:00:00,3.68,4.71,3.65037,8.22466,27.0,0.38,54.0,16.0
241,2017-09-16 19:00:00,3.49,5.2,4.32778,9.37398,24.0,0.48,66.0,17.0
242,2017-09-16 20:00:00,5.18,5.93,4.60427,10.3691,20.0,0.45,58.0,18.0
243,2017-09-16 21:00:00,6.4,9.38,7.51729,16.6305,12.0,0.53,54.0,21.0
244,2017-09-16 22:00:00,10.31,10.71,8.19057,18.6033,10.0,0.58,67.0,26.0
245,2017-09-16 23:00:00,6.61,5.17,2.1046,7.15565,22.0,0.41,71.0,28.0
822,2017-10-11 00:00:00,4.53,2.9,1.82532,4.65371,19.0,0.31,37.0,10.0
823,2017-10-11 01:00:00,5.42,2.93,1.9593,4.8101,18.0,0.31,50.0,10.0
824,2017-10-11 02:00:00,5.63,3.01,1.8195,4.75797,18.0,0.31,46.0,9.0
825,2017-10-11 03:00:00,4.77,3.0,1.91925,4.84405,17.0,0.28,33.0,7.0
826,2017-10-11 04:00:00,15.09,3.88,3.23852,7.00895,12.0,0.29,23.0,7.0
827,2017-10-11 05:00:00,48.81,4.4,6.39308,10.51,12.0,0.28,23.0,11.0
828,2017-10-11 06:00:00,138.73,5.86,17.3197,22.6973,8.0,0.33,24.0,16.0
829,2017-10-11 07:00:00,228.55,6.05,39.5746,44.8013,8.0,0.35,38.0,26.0
830,2017-10-11 08:00:00,31.97,4.36,13.7628,17.7594,10.0,0.3,49.0,32.0
831,2017-10-11 09:00:00,14.6,3.47,5.4331,8.75906,15.0,0.29,47.0,25.0
832,2017-10-11 10:00:00,7.85,2.98,3.12011,6.00204,18.0,0.31,36.0,17.0
833,2017-10-11 11:00:00,7.38,2.73,2.53368,5.17984,21.0,0.3,27.0,10.0
834,2017-10-11 12:00:00,6.37,2.69,2.3295,4.94486,23.0,0.3,22.0,7.0
835,2017-10-11 13:00:00,5.44,2.74,2.48985,5.14923,24.0,0.32,22.0,7.0
836,2017-10-11 14:00:00,5.13,2.78,2.56312,5.2566,25.0,0.32,24.0,8.0
837,2017-10-11 15:00:00,4.43,2.61,2.36448,4.84909,25.0,0.33,25.0,11.0
838,2017-10-11 16:00:00,4.76,2.47,2.32975,4.72615,25.0,0.36,26.0,7.0
839,2017-10-11 17:00:00,4.51,2.6,2.24351,4.76357,26.0,0.37,24.0,7.0
840,2017-10-11 18:00:00,4.69,2.62,2.26392,4.80373,27.0,0.38,24.0,8.0
841,2017-10-11 19:00:00,4.56,2.82,2.17249,4.91058,23.0,0.35,27.0,10.0
842,2017-10-11 20:00:00,4.84,2.97,2.18405,5.07471,22.0,0.36,26.0,8.0
843,2017-10-11 21:00:00,4.62,2.7,1.96976,4.5944,22.0,0.36,30.0,7.0
844,2017-10-11 22:00:00,4.58,2.82,1.93055,4.67769,22.0,0.34,34.0,8.0
845,2017-10-11 23:00:00,4.58,3.56,2.10916,5.58168,16.0,0.39,40.0,10.0
870,2017-10-13 00:00:00,5.8,3.66,2.02441,5.59094,18.0,0.41,52.0,14.0
871,2017-10-13 01:00:00,60.3,5.81,7.36021,12.9648,10.0,0.45,48.0,14.0
872,2017-10-13 02:00:00,99.04,6.37,6.17041,12.3483,7.0,0.47,51.0,22.0
873,2017-10-13 03:00:00,64.96,6.81,4.61177,11.2399,6.0,0.46,58.0,28.0
874,2017-10-13 04:00:00,121.54,6.11,5.80489,11.7257,7.0,0.45,66.0,30.0
875,2017-10-13 05:00:00,60.55,7.04,20.825,27.4316,6.0,0.4,65.0,30.0
876,2017-10-13 06:00:00,145.83,6.43,14.008,20.1136,7.0,0.63,64.0,31.0
877,2017-10-13 07:00:00,109.81,5.56,15.9624,21.1838,8.0,0.62,76.0,32.0
878,2017-10-13 08:00:00,74.24,5.06,14.6592,19.2267,10.0,0.52,71.0,38.0
879,2017-10-13 09:00:00,14.14,3.93,6.66395,10.4236,13.0,0.4,64.0,35.0
880,2017-10-13 10:00:00,6.39,2.79,2.57746,5.28005,16.0,0.38,50.0,27.0
881,2017-10-13 11:00:00,6.14,2.73,2.53375,5.17999,17.0,0.38,39.0,19.0
882,2017-10-13 12:00:00,6.01,2.74,2.78519,5.4389,19.0,0.39,34.0,17.0
883,2017-10-13 13:00:00,5.81,2.93,2.73003,5.57455,21.0,0.39,35.0,16.0
884,2017-10-13 14:00:00,5.24,2.89,2.3638,5.1742,24.0,0.4,34.0,14.0
885,2017-10-13 15:00:00,5.26,2.64,2.12457,4.69154,25.0,0.38,37.0,13.0
886,2017-10-13 16:00:00,5.08,2.65,2.3685,4.88748,23.0,0.37,36.0,13.0
887,2017-10-13 17:00:00,5.04,2.6,2.36838,4.88802,22.0,0.36,37.0,13.0
888,2017-10-13 18:00:00,4.96,3.22,2.39668,5.52696,21.0,0.36,42.0,11.0
889,2017-10-13 19:00:00,4.75,2.98,2.39533,5.28895,21.0,0.37,54.0,13.0
890,2017-10-13 20:00:00,4.77,3.71,3.05075,6.59209,19.0,0.4,62.0,11.0
891,2017-10-13 21:00:00,4.99,3.74,2.46368,6.10644,18.0,0.44,56.0,10.0
892,2017-10-13 22:00:00,5.89,3.74,3.3263,6.95141,16.0,0.42,48.0,9.0
893,2017-10-13 23:00:00,5.73,3.3,2.33628,5.55,16.0,0.39,49.0,10.0
942,2017-10-16 00:00:00,208.8,6.36,6.41971,12.5775,9.0,0.38,55.0,24.0
943,2017-10-16 01:00:00,112.82,5.77,4.372,9.98712,9.0,0.37,60.0,32.0
944,2017-10-16 02:00:00,25.4,4.37,2.37473,6.63838,12.0,0.36,56.0,32.0
945,2017-10-16 03:00:00,9.66,4.08,2.42417,6.40225,16.0,0.36,45.0,26.0
946,2017-10-16 04:00:00,10.44,3.88,2.38115,6.16623,18.0,0.35,37.0,19.0
947,2017-10-16 05:00:00,6.32,3.33,3.5859,6.80539,22.0,0.35,31.0,15.0
948,2017-10-16 06:00:00,5.82,3.89,4.90325,8.65099,21.0,0.36,29.0,13.0
949,2017-10-16 07:00:00,6.05,3.57,4.1418,7.59466,22.0,0.36,27.0,12.0
950,2017-10-16 08:00:00,6.39,3.7,4.20633,7.78586,20.0,0.36,24.0,12.0
951,2017-10-16 09:00:00,5.84,3.25,3.19505,6.3445,22.0,0.36,22.0,10.0
952,2017-10-16 10:00:00,6.43,3.22,3.2345,6.34853,22.0,0.36,20.0,10.0
953,2017-10-16 11:00:00,5.61,3.15,3.29624,6.34916,23.0,0.37,17.0,9.0
954,2017-10-16 12:00:00,5.34,2.92,2.98105,5.80513,24.0,0.39,17.0,8.0
955,2017-10-16 13:00:00,5.88,2.84,2.95959,5.71084,23.0,0.45,14.0,8.0
956,2017-10-16 14:00:00,,2.64,2.34376,4.90393,23.0,0.45,13.0,8.0
957,2017-10-16 15:00:00,,2.83,2.44794,5.1978,,0.38,17.0,9.0
958,2017-10-16 16:00:00,4.92,,,,22.0,,21.0,8.0
959,2017-10-16 17:00:00,4.4,2.29,2.798,5.01166,19.0,,27.0,7.0
960,2017-10-16 18:00:00,3.27,1.51,6.53513,7.9145,19.0,0.23,29.0,4.0
961,2017-10-16 19:00:00,2.75,2.35,2.93906,5.20503,19.0,0.25,21.0,4.0
962,2017-10-16 20:00:00,1.61,2.27,2.61447,4.80693,16.0,0.27,16.0,4.0
963,2017-10-16 21:00:00,1.9,2.25,2.44642,4.61946,19.0,0.23,13.0,5.0
964,2017-10-16 22:00:00,2.4,2.32,2.25335,4.49754,17.0,0.24,16.0,6.0
965,2017-10-16 23:00:00,2.36,2.28,2.12916,4.33804,19.0,0.21,18.0,7.0
1302,2017-10-31 00:00:00,16.11,3.97,1.0976,4.98627,15.0,0.13,33.0,9.0
1303,2017-10-31 01:00:00,22.49,4.99,1.0103,5.90696,13.0,0.09,35.0,9.0
1304,2017-10-31 02:00:00,14.44,4.93,2.45678,7.27335,10.0,0.11,32.0,9.0
1305,2017-10-31 03:00:00,97.91,6.83,19.3778,25.8005,6.0,0.12,33.0,11.0
1306,2017-10-31 04:00:00,43.81,6.52,8.12495,14.4151,6.0,0.11,39.0,16.0
1307,2017-10-31 05:00:00,81.32,6.26,10.8332,16.8216,6.0,0.1,49.0,18.0
1308,2017-10-31 06:00:00,167.4,6.21,24.0068,29.7394,7.0,0.14,54.0,22.0
1309,2017-10-31 07:00:00,45.47,4.76,11.798,16.3009,9.0,0.13,56.0,27.0
1310,2017-10-31 08:00:00,7.88,3.12,2.71675,5.74272,13.0,0.09,43.0,22.0
1311,2017-10-31 09:00:00,6.65,3.02,1.77776,4.72032,17.0,0.07,27.0,13.0
1312,2017-10-31 10:00:00,6.34,2.97,1.67355,4.57037,19.0,0.08,16.0,9.0
1313,2017-10-31 11:00:00,6.46,2.78,1.66943,4.38241,21.0,0.09,9.0,6.0
1314,2017-10-31 12:00:00,6.52,2.94,2.1463,5.01091,21.0,0.09,9.0,4.0
1315,2017-10-31 13:00:00,6.0,2.85,1.74387,4.51989,23.0,0.09,11.0,5.0
1316,2017-10-31 14:00:00,5.85,2.74,1.01735,3.70242,24.0,0.09,11.0,5.0
1317,2017-10-31 15:00:00,5.47,2.69,1.31795,3.94196,22.0,0.09,10.0,5.0
1318,2017-10-31 16:00:00,5.28,2.61,1.19015,3.73881,22.0,0.09,10.0,3.0
1319,2017-10-31 17:00:00,4.94,2.73,1.07428,3.74506,22.0,0.09,10.0,4.0
1320,2017-10-31 18:00:00,4.72,2.69,1.00052,3.63286,20.0,0.09,13.0,5.0
1321,2017-10-31 19:00:00,4.84,3.87,2.16645,5.93979,18.0,0.17,20.0,7.0
1322,2017-10-31 20:00:00,4.85,3.12,0.714316,3.77527,19.0,0.12,30.0,10.0
1323,2017-10-31 21:00:00,5.0,7.39,11.1858,18.2814,10.0,0.33,25.0,9.0
1324,2017-10-31 22:00:00,21.22,9.2,25.7782,34.4281,6.0,0.24,22.0,7.0
1325,2017-10-31 23:00:00,9.99,6.11,5.67533,11.6034,10.0,0.14,24.0,9.0
1326,2017-11-01 00:00:00,5.91,3.72,0.895415,4.54087,17.0,0.07,21.0,9.0
1327,2017-11-01 01:00:00,17.53,4.46,10.1339,14.3624,15.0,0.09,16.0,6.0
1328,2017-11-01 02:00:00,40.34,7.19,10.6776,17.5864,9.0,0.08,17.0,8.0
1329,2017-11-01 03:00:00,227.84,6.81,35.0178,41.1724,7.0,0.25,29.0,16.0
1330,2017-11-01 04:00:00,361.2,7.55,12.0943,19.3402,9.0,0.13,57.0,35.0
1331,2017-11-01 05:00:00,223.37,8.25,41.6377,48.7727,9.0,0.1,82.0,52.0
1332,2017-11-01 06:00:00,159.67,8.32,84.0439,90.5544,7.0,0.18,81.0,53.0
1333,2017-11-01 07:00:00,128.89,9.24,56.2398,64.4518,7.0,0.27,66.0,46.0
1334,2017-11-01 08:00:00,79.4,7.19,30.3506,36.9557,8.0,0.26,59.0,40.0
1335,2017-11-01 09:00:00,47.32,5.53,11.9706,17.2255,12.0,0.17,56.0,35.0
1336,2017-11-01 10:00:00,15.24,3.83,2.4845,6.21948,18.0,0.1,41.0,28.0
1337,2017-11-01 11:00:00,10.64,3.78,2.1174,5.80094,18.0,0.11,32.0,23.0
1338,2017-11-01 12:00:00,7.74,3.4,1.81054,5.13113,17.0,0.11,33.0,17.0
1339,2017-11-01 13:00:00,6.02,3.12,1.16192,4.21238,19.0,0.1,30.0,10.0
1340,2017-11-01 14:00:00,5.9,2.85,1.06573,3.85738,20.0,0.09,22.0,5.0
1341,2017-11-01 15:00:00,5.82,2.85,1.04028,3.83206,20.0,0.09,23.0,6.0
1342,2017-11-01 16:00:00,6.02,3.64,1.49165,5.05139,18.0,0.08,27.0,7.0
1343,2017-11-01 17:00:00,5.58,3.53,1.31548,4.62669,18.0,0.09,28.0,7.0
1344,2017-11-01 18:00:00,6.05,5.67,2.3433,7.89089,15.0,0.15,26.0,6.0
1345,2017-11-01 19:00:00,5.84,6.34,5.25546,11.4165,12.0,0.22,29.0,8.0
1346,2017-11-01 20:00:00,5.58,4.26,1.2669,5.4366,15.0,0.16,33.0,10.0
1347,2017-11-01 21:00:00,6.07,4.67,1.64757,6.21367,15.0,0.11,32.0,10.0
1348,2017-11-01 22:00:00,5.35,3.58,0.83035,4.34388,16.0,0.14,32.0,10.0
1349,2017-11-01 23:00:00,5.59,5.08,0.739783,5.72534,12.0,0.13,35.0,11.0
1422,2017-11-05 00:00:00,0.64,3.96,0.760617,4.64839,14.0,0.15,25.0,13.0
1423,2017-11-05 01:00:00,1.4,4.43,1.03268,5.37785,12.0,0.19,28.0,15.0
1424,2017-11-05 02:00:00,40.84,7.48,19.7949,26.8467,8.0,0.1,29.0,11.0
1425,2017-11-05 03:00:00,300.84,5.96,6.92136,12.6769,10.0,0.07,37.0,20.0
1426,2017-11-05 04:00:00,96.69,6.8,4.918,11.5291,8.0,0.07,49.0,30.0
1427,2017-11-05 05:00:00,7.95,4.23,0.809684,4.96026,10.0,0.07,48.0,26.0
1428,2017-11-05 06:00:00,11.51,4.37,3.51962,7.76466,9.0,0.08,39.0,19.0
1429,2017-11-05 07:00:00,21.71,4.11,4.77265,8.74457,10.0,0.1,32.0,15.0
1430,2017-11-05 08:00:00,11.04,3.89,3.72822,7.49696,12.0,0.18,28.0,14.0
1431,2017-11-05 09:00:00,9.34,3.96,3.78197,7.62335,15.0,0.19,28.0,15.0
1432,2017-11-05 10:00:00,5.5,4.5,5.4342,9.77864,18.0,0.24,27.0,17.0
1433,2017-11-05 11:00:00,2.59,2.76,1.14954,3.85116,17.0,0.16,29.0,16.0
1434,2017-11-05 12:00:00,2.25,2.77,1.60837,4.24046,14.0,0.15,25.0,10.0
1435,2017-11-05 13:00:00,2.33,2.64,1.31554,3.83666,16.0,0.15,14.0,6.0
1436,2017-11-05 14:00:00,2.28,2.95,1.40151,4.28062,15.0,0.15,10.0,4.0
1437,2017-11-05 15:00:00,2.29,2.72,0.928114,3.59448,17.0,0.15,8.0,3.0
1438,2017-11-05 16:00:00,2.34,2.58,0.818081,3.34696,12.0,0.15,9.0,3.0
1439,2017-11-05 17:00:00,1.81,2.54,0.895146,3.38151,11.0,0.16,9.0,4.0
1440,2017-11-05 18:00:00,1.03,2.74,1.11589,3.79484,11.0,0.17,12.0,5.0
1441,2017-11-05 19:00:00,0.86,2.75,2.24695,4.76784,11.0,0.2,16.0,6.0
1442,2017-11-05 20:00:00,1.22,2.84,1.85805,4.62567,11.0,0.24,16.0,5.0
1443,2017-11-05 21:00:00,1.26,2.72,1.7249,4.37565,12.0,0.16,11.0,4.0
1444,2017-11-05 22:00:00,0.93,2.87,0.969715,3.78093,12.0,0.1,7.0,3.0
1445,2017-11-05 23:00:00,2.41,4.7,1.89848,6.49304,8.0,0.09,3.0,3.0
1542,2017-11-10 00:00:00,5.92,2.81,1.74454,4.48397,16.0,0.17,39.0,10.0
1543,2017-11-10 01:00:00,154.5,6.59,9.52415,15.864,9.0,0.19,43.0,13.0
1544,2017-11-10 02:00:00,89.96,6.14,3.96563,9.94315,7.0,0.2,57.0,23.0
1545,2017-11-10 03:00:00,11.82,4.44,2.00597,6.34492,9.0,0.2,68.0,30.0
1546,2017-11-10 04:00:00,8.93,4.27,1.95575,6.1299,10.0,0.19,66.0,27.0
1547,2017-11-10 05:00:00,8.12,4.14,2.78267,6.81529,10.0,0.2,61.0,23.0
1548,2017-11-10 06:00:00,10.76,4.8,6.4932,11.1123,8.0,0.23,56.0,21.0
1549,2017-11-10 07:00:00,32.78,5.25,14.0008,18.9452,9.0,0.27,54.0,19.0
1550,2017-11-10 08:00:00,27.61,4.61,9.67747,14.0626,12.0,0.26,102.0,22.0
1551,2017-11-10 09:00:00,7.4,2.49,2.67152,5.08343,17.0,0.19,143.0,24.0
1552,2017-11-10 10:00:00,6.49,2.45,2.1407,4.52215,19.0,0.2,121.0,23.0
1553,2017-11-10 11:00:00,6.65,2.61,2.7338,5.26361,21.0,0.2,91.0,19.0
1554,2017-11-10 12:00:00,6.29,2.58,2.07203,4.57627,25.0,0.21,70.0,18.0
1555,2017-11-10 13:00:00,6.22,2.46,2.02619,4.41082,26.0,0.21,58.0,15.0
1556,2017-11-10 14:00:00,6.18,2.43,2.00892,4.37315,26.0,0.2,54.0,15.0
1557,2017-11-10 15:00:00,6.34,2.41,1.88402,4.22948,25.0,0.19,50.0,16.0
1558,2017-11-10 16:00:00,6.26,2.37,1.90817,4.21347,23.0,0.17,48.0,14.0
1559,2017-11-10 17:00:00,6.2,2.26,1.94675,4.14056,23.0,0.16,48.0,16.0
1560,2017-11-10 18:00:00,5.97,2.43,1.88649,4.2487,23.0,0.17,51.0,16.0
1561,2017-11-10 19:00:00,5.98,2.42,1.83763,4.19534,24.0,0.17,50.0,15.0
1562,2017-11-10 20:00:00,6.13,3.61,2.97748,6.48639,22.0,0.36,53.0,16.0
1563,2017-11-10 21:00:00,8.88,6.11,4.53098,10.4777,15.0,0.7,67.0,23.0
1564,2017-11-10 22:00:00,6.62,3.46,2.02775,5.39712,18.0,0.3,72.0,29.0
1565,2017-11-10 23:00:00,5.77,3.69,2.5942,6.18937,20.0,0.66,66.0,27.0
1902,2017-11-25 00:00:00,182.29,5.57,8.35707,13.7063,8.0,0.66,49.0,16.0
1903,2017-11-25 01:00:00,19.7,4.11,2.40146,6.41058,11.0,0.31,69.0,28.0
1904,2017-11-25 02:00:00,16.83,4.51,2.3859,6.78974,11.0,0.29,65.0,28.0
1905,2017-11-25 03:00:00,4.04,3.49,1.99863,5.40691,13.0,0.28,55.0,23.0
1906,2017-11-25 04:00:00,20.05,4.34,3.25203,7.4723,7.0,0.31,47.0,20.0
1907,2017-11-25 05:00:00,9.79,4.11,4.89597,8.78429,8.0,0.29,46.0,20.0
1908,2017-11-25 06:00:00,46.65,4.81,18.6373,23.0758,7.0,0.34,48.0,19.0
1909,2017-11-25 07:00:00,97.19,5.77,18.8911,24.2727,9.0,0.32,46.0,22.0
1910,2017-11-25 08:00:00,49.39,5.34,16.2112,21.2108,9.0,0.33,45.0,29.0
1911,2017-11-25 09:00:00,26.44,4.39,10.5808,14.735,13.0,0.33,49.0,30.0
1912,2017-11-25 10:00:00,3.23,2.73,3.15452,5.78958,18.0,0.3,59.0,27.0
1913,2017-11-25 11:00:00,2.61,2.47,2.42305,4.81505,19.0,0.31,80.0,23.0
1914,2017-11-25 12:00:00,2.55,2.93,3.15089,5.92183,24.0,0.32,103.0,20.0
1915,2017-11-25 13:00:00,2.41,2.71,2.20192,4.83716,26.0,0.3,111.0,19.0
1916,2017-11-25 14:00:00,2.54,2.69,2.36543,4.97448,26.0,0.3,88.0,16.0
1917,2017-11-25 15:00:00,2.66,2.39,2.20485,4.51855,25.0,0.29,62.0,15.0
1918,2017-11-25 16:00:00,2.43,2.56,2.68917,5.17154,25.0,0.31,44.0,15.0
1919,2017-11-25 17:00:00,1.52,2.58,2.39305,4.89258,25.0,0.29,38.0,17.0
1920,2017-11-25 18:00:00,1.26,2.65,2.3627,4.93067,25.0,0.29,42.0,17.0
1921,2017-11-25 19:00:00,1.24,2.83,2.26327,5.01784,25.0,0.31,51.0,16.0
1922,2017-11-25 20:00:00,2.19,3.11,2.0245,5.0584,23.0,0.3,48.0,14.0
1923,2017-11-25 21:00:00,1.93,3.55,2.37537,5.83471,20.0,0.5,41.0,15.0
1924,2017-11-25 22:00:00,1.86,3.18,1.95887,5.05758,18.0,0.35,38.0,16.0
1925,2017-11-25 23:00:00,1.1,2.74,1.95719,4.6196,18.0,0.32,36.0,13.0
2238,2017-12-09 00:00:00,25.33,6.35,2.79089,8.99963,8.0,0.24,47.0,16.0
2239,2017-12-09 01:00:00,11.25,4.68,1.96554,6.54492,11.0,0.19,48.0,19.0
2240,2017-12-09 02:00:00,9.39,4.68,1.94415,6.52105,11.0,0.17,43.0,17.0
2241,2017-12-09 03:00:00,19.94,4.98,2.14792,7.01539,10.0,0.16,40.0,17.0
2242,2017-12-09 04:00:00,136.27,6.55,8.44472,14.7618,6.0,0.17,40.0,18.0
2243,2017-12-09 05:00:00,80.92,7.06,15.8729,22.5751,6.0,0.17,53.0,27.0
2244,2017-12-09 06:00:00,14.73,5.34,7.31627,12.3369,10.0,0.17,53.0,26.0
2245,2017-12-09 07:00:00,9.6,4.38,4.6294,8.87193,13.0,0.15,43.0,19.0
2246,2017-12-09 08:00:00,14.41,5.38,6.51949,11.7149,10.0,0.13,35.0,14.0
2247,2017-12-09 09:00:00,15.92,5.1,9.73488,14.604,10.0,0.15,30.0,12.0
2248,2017-12-09 10:00:00,8.87,2.95,3.7698,6.60995,16.0,0.13,30.0,11.0
2249,2017-12-09 11:00:00,6.29,2.52,2.77317,5.14991,20.0,0.14,28.0,12.0
2250,2017-12-09 12:00:00,5.32,2.51,3.07847,5.40194,19.0,0.14,27.0,12.0
2251,2017-12-09 13:00:00,4.66,2.34,2.27065,4.54223,19.0,0.15,26.0,12.0
2252,2017-12-09 14:00:00,4.49,2.49,2.02582,4.44592,19.0,0.16,24.0,9.0
2253,2017-12-09 15:00:00,4.65,2.43,2.08668,4.45037,21.0,0.17,24.0,10.0
2254,2017-12-09 16:00:00,4.55,2.4,2.03159,4.36604,23.0,0.16,25.0,10.0
2255,2017-12-09 17:00:00,5.0,2.52,2.26187,4.70571,22.0,0.16,27.0,11.0
2256,2017-12-09 18:00:00,4.42,2.4,2.12573,4.45519,20.0,0.16,31.0,13.0
2257,2017-12-09 19:00:00,4.68,2.48,2.30268,4.70353,19.0,0.16,34.0,16.0
2258,2017-12-09 20:00:00,4.26,2.73,2.23113,4.82966,18.0,0.15,38.0,17.0
2259,2017-12-09 21:00:00,4.81,2.81,2.02989,4.76057,16.0,0.18,41.0,15.0
2260,2017-12-09 22:00:00,4.88,2.59,2.06185,4.57549,17.0,0.15,43.0,12.0
2261,2017-12-09 23:00:00,5.13,2.59,1.77747,4.30068,17.0,0.16,42.0,10.0
2358,2017-12-14 00:00:00,5.53,6.08,5.45942,11.3564,5.0,0.24,28.0,4.0
2359,2017-12-14 01:00:00,2.31,4.26,2.0571,6.22058,8.0,0.22,28.0,6.0
2360,2017-12-14 02:00:00,2.94,3.3,1.75917,4.97634,11.0,0.21,26.0,7.0
2361,2017-12-14 03:00:00,9.26,5.1,4.34427,9.30031,6.0,0.23,24.0,6.0
2362,2017-12-14 04:00:00,168.75,5.3,19.1097,24.0224,7.0,0.24,27.0,11.0
2363,2017-12-14 05:00:00,74.38,6.05,17.6483,23.3225,6.0,0.24,37.0,20.0
2364,2017-12-14 06:00:00,41.82,5.48,17.5666,22.3295,7.0,0.26,38.0,22.0
2365,2017-12-14 07:00:00,27.89,4.46,7.80286,12.0658,9.0,0.25,34.0,20.0
2366,2017-12-14 08:00:00,13.46,4.08,4.1281,8.08382,15.0,0.24,36.0,20.0
2367,2017-12-14 09:00:00,6.72,3.22,3.91054,7.01958,14.0,0.24,33.0,15.0
2368,2017-12-14 10:00:00,4.06,2.64,3.07087,5.61948,15.0,0.28,40.0,14.0
2369,2017-12-14 11:00:00,3.63,2.45,2.22021,4.53544,18.0,0.26,43.0,15.0
2370,2017-12-14 12:00:00,2.86,2.57,2.15875,4.65385,21.0,0.25,34.0,11.0
2371,2017-12-14 13:00:00,2.42,2.58,2.1046,4.60651,22.0,0.25,31.0,3.0
2372,2017-12-14 14:00:00,2.54,2.5,1.81725,4.25002,23.0,0.25,30.0,3.0
2373,2017-12-14 15:00:00,2.62,2.4,1.96457,4.29572,22.0,0.27,49.0,9.0
2374,2017-12-14 16:00:00,2.7,2.47,2.09275,4.48745,18.0,0.23,70.0,14.0
2375,2017-12-14 17:00:00,2.53,2.33,1.95184,4.20985,17.0,0.22,69.0,14.0
