FECHA (YYMMDD);HORA (HHMM);;
120101;0100;757,5;
120101;0200;757,398;
120101;0300;757,198;
120101;0400;757,3;
120101;0500;757,898;
120101;0600;758,5;
120101;0700;759;
120101;0800;759,198;
120101;0900;759,198;
120101;1000;759;
120101;1100;758,698;
120101;1200;758,398;
120101;1300;757,898;
120101;1400;757,698;
120101;1500;757,6;
120101;1600;757,3;
120101;1700;756,698;
120101;1800;755,898;
120101;1900;755,6;
120101;2000;755,898;
120101;2100;756;
120101;2200;756,3;
120101;2300;756,3;
120102;0000;756,198;
120102;0100;756,198;
120102;0200;756,198;
120102;0300;756,3;
120102;0400;756,5;
120102;0500;756,8;
120102;0600;757,198;
120102;0700;757,398;
120102;0800;757,8;
120102;0900;758,198;
120102;1000;758,198;
120102;1100;758,198;
120102;1200;758,1;
120102;1300;757,698;
120102;1400;757,3;
120102;1500;757,1;
120102;1600;757,198;
120102;1700;756,898;
120102;1800;756,398;
120102;1900;756,5;
120102;2000;756,698;
120102;2100;757;
120102;2200;757;
120102;2300;757;
120103;0000;757;
120103;0100;756,898;
120103;0200;756,6;
120103;0300;756,398;
120103;0400;756,398;
120103;0500;756,5;
120103;0600;756,898;
120103;0700;757,398;
120103;0800;757,898;
120103;0900;758,198;
120103;1000;758,3;
120103;1100;758,5;
120103;1200;758,6;
120103;1300;758,5;
120103;1400;758,198;
120103;1500;757,698;
120103;1600;757,198;
120103;1700;756,698;
120103;1800;756,398;
120103;1900;756,198;
120103;2000;756,398;
120103;2100;756,698;
120103;2200;756,898;
120103;2300;757,1;
120104;0000;757,3;
120104;0100;757,198;
120104;0200;757;
120104;0300;756,698;
120104;0400;756,8;
120104;0500;757,1;
120104;0600;757,6;
120104;0700;758,198;
120104;0800;758,898;
120104;0900;759,5;
120104;1000;759,698;
120104;1100;759,8;
120104;1200;759,898;
120104;1300;759,8;
120104;1400;759,5;
120104;1500;759,3;
120104;1600;758,898;
120104;1700;758,398;
120104;1800;758;
120104;1900;757,698;
120104;2000;757,698;
120104;2100;757,8;
120104;2200;757,8;
120104;2300;758;
120105;0000;758,198;
120105;0100;758;
120105;0200;757,898;
120105;0300;757,6;
120105;0400;757,398;
120105;0500;757,6;
120105;0600;758;
120105;0700;758,398;
120105;0800;758,698;
120105;0900;758,898;
120105;1000;759;
120105;1100;759,3;
120105;1200;759,398;
120105;1300;759,398;
120105;1400;759,398;
120105;1500;759,5;
120105;1600;759,3;
120105;1700;759,1;
120105;1800;758,8;
120105;1900;758,898;
120105;2000;758,898;
120105;2100;758,898;
120105;2200;758,898;
120105;2300;758,698;
120106;0000;758,398;
120106;0100;758;
120106;0200;757,5;
120106;0300;757,3;
120106;0400;757,198;
120106;0500;757,5;
120106;0600;757,8;
120106;0700;758,198;
120106;0800;758,3;
120106;0900;758,5;
120106;1000;758,8;
120106;1100;759;
120106;1200;759,3;
120106;1300;759;
120106;1400;759,1;
120106;1500;758,898;
120106;1600;758,398;
120106;1700;757,898;
120106;1800;757,6;
120106;1900;757,398;
120106;2000;757,3;
120106;2100;757,398;
120106;2200;757,3;
120106;2300;757;
120107;0000;756,698;
120107;0100;756,698;
120107;0200;756,5;
120107;0300;756,3;
120107;0400;756,3;
120107;0500;756,6;
120107;0600;756,8;
120107;0700;757,198;
120107;0800;757,6;
120107;0900;757,698;
120107;1000;757,698;
120107;1100;757,6;
120107;1200;757,5;
120107;1300;757,398;
120107;1400;757,198;
120107;1500;757,398;
120107;1600;757,5;
120107;1700;757,3;
120107;1800;757,198;
120107;1900;757;
120107;2000;757,3;
120107;2100;757,6;
120107;2200;757,698;
120107;2300;757,3;
120108;0000;757,1;
120108;0100;757;
120108;0200;756,8;
120108;0300;756,698;
120108;0400;756,8;
120108;0500;757,198;
120108;0600;757,898;
120108;0700;758,6;
120108;0800;759,1;
120108;0900;759;
120108;1000;758,898;
120108;1100;758,898;
120108;1200;759,1;
120108;1300;759,198;
120108;1400;758,8;
120108;1500;758,3;
120108;1600;757,898;
120108;1700;757,6;
120108;1800;757,5;
120108;1900;757,5;
120108;2000;757,698;
120108;2100;757,8;
120108;2200;757,6;
120108;2300;757,5;
120109;0000;757,398;
120109;0100;757,198;
120109;0200;757,1;
120109;0300;757;
120109;0400;757,1;
120109;0500;757,3;
120109;0600;757,398;
120109;0700;757,898;
120109;0800;758,5;
120109;0900;758,698;
120109;1000;758,698;
120109;1100;758,898;
120109;1200;759;
120109;1300;759;
120109;1400;758,898;
120109;1500;758,8;
120109;1600;758,8;
120109;1700;758,6;
120109;1800;758,398;
120109;1900;758,398;
120109;2000;758,698;
120109;2100;759;
120109;2200;759,1;
120109;2300;758,898;
120110;0000;758,6;
120110;0100;758,3;
120110;0200;758;
120110;0300;757,698;
120110;0400;757,5;
120110;0500;757,5;
120110;0600;757,8;
120110;0700;757,898;
120110;0800;757,898;
120110;0900;757,8;
120110;1000;757,6;
120110;1100;757,5;
120110;1200;757,398;
120110;1300;757,3;
120110;1400;757,198;
120110;1500;757,1;
120110;1600;756,698;
120110;1700;756,3;
120110;1800;756;
120110;1900;756,1;
120110;2000;756,398;
120110;2100;756,698;
120110;2200;757,198;
120110;2300;757,398;
120111;0000;757,198;
120111;0100;756,8;
120111;0200;756,5;
120111;0300;756,1;
120111;0400;755,698;
120111;0500;755,6;
120111;0600;755,8;
120111;0700;756,198;
120111;0800;756,398;
120111;0900;756,3;
120111;1000;756,3;
