FECHA (YYMMDD);HORA (HHMM);;
020107;1500;;
020107;1600;;
020107;1700;;
020107;1800;;
020107;1900;;
020107;2000;;
020107;2100;;
020107;2200;;
020107;2300;;
020108;0000;;
020108;0100;;
020108;0200;;
020108;0300;;
020108;0400;;
020108;0500;;
020108;0600;;
020108;0700;;
020108;0800;;
020108;0900;;
020108;1000;;
020108;1100;;
020108;1200;;
020108;1300;;
020108;1400;;
020108;1500;;
020108;1600;;
020108;1700;;
020108;1800;;
020108;1900;;
020108;2000;;
020108;2100;;
020108;2200;;
020108;2300;;
020109;0000;;
020109;0100;;
020109;0200;;
020109;0300;;
020109;0400;;
020109;0500;;
020109;0600;;
020109;0700;;
020109;0800;;
020109;0900;;
020109;1000;;
020109;1100;;
020109;1200;;
020109;1300;;
020109;1400;;
020109;1500;;
020109;1600;;
020109;1700;;
020109;1800;;
020109;1900;;
020109;2000;;
020109;2100;;
020109;2200;;
020109;2300;;
020110;0000;;
020110;0100;;
020110;0200;;
020110;0300;;
020110;0400;;
020110;0500;;
020110;0600;;
020110;0700;;
020110;0800;;
020110;0900;;
020110;1000;;
020110;1100;;
020110;1200;;
020110;1300;;
020110;1400;;
020110;1500;;
020110;1600;;
020110;1700;;
020110;1800;;
020110;1900;;
020110;2000;;
020110;2100;;
020110;2200;;
020110;2300;;
020111;0000;;
020111;0100;;
020111;0200;;
020111;0300;;
020111;0400;;
020111;0500;;
020111;0600;;
020111;0700;;
020111;0800;;
020111;0900;;
020111;1000;;
020111;1100;;
020111;1200;;
020111;1300;;
020111;1400;;
020111;1500;;
020111;1600;;
020111;1700;;
020111;1800;;
020111;1900;;
020111;2000;;
020111;2100;;
020111;2200;;
020111;2300;;
020112;0000;;
020112;0100;;
020112;0200;;
020112;0300;;
020112;0400;;
020112;0500;;
020112;0600;;
020112;0700;;
020112;0800;;
020112;0900;;
020112;1000;;
020112;1100;;
020112;1200;;
020112;1300;;
020112;1400;;
020112;1500;;
020112;1600;;
020112;1700;;
020112;1800;;
020112;1900;;
020112;2000;;
020112;2100;;
020112;2200;;
020112;2300;;
020113;0000;;
020113;0100;;
020113;0200;;
020113;0300;;
020113;0400;;
020113;0500;;
020113;0600;;
020113;0700;;
020113;0800;;
020113;0900;;
020113;1000;;
020113;1100;;
020113;1200;;
020113;1300;;
020113;1400;;
020113;1500;;
020113;1600;;
020113;1700;;
020113;1800;;
020113;1900;;
020113;2000;;
020113;2100;;
020113;2200;;
020113;2300;;
020114;0000;;
020114;0100;;
020114;0200;;
020114;0300;;
020114;0400;;
020114;0500;;
020114;0600;;
020114;0700;;
020114;0800;;
020114;0900;;
020114;1000;;
020114;1100;;
020114;1200;;
020114;1300;;
020114;1400;;
020114;1500;;
020114;1600;;
020114;1700;;
020114;1800;;
020114;1900;;
020114;2000;;
020114;2100;;
020114;2200;;
020114;2300;;
020115;0000;;
020115;0100;;
020115;0200;;
020115;0300;;
020115;0400;;
020115;0500;;
020115;0600;;
020115;0700;;
020115;0800;;
020115;0900;;
020115;1000;;
020115;1100;;
020115;1200;;
020115;1300;;
020115;1400;;
020115;1500;;
020115;1600;;
020115;1700;;
020115;1800;;
020115;1900;;
020115;2000;;
020115;2100;;
020115;2200;;
020115;2300;;
020116;0000;;
020116;0100;;
020116;0200;;
020116;0300;;
020116;0400;;
020116;0500;;
020116;0600;;
020116;0700;;
020116;0800;;
020116;0900;;
020116;1000;;
020116;1100;;
020116;1200;;
020116;1300;;
020116;1400;;
020116;1500;;
020116;1600;;
020116;1700;;
020116;1800;;
020116;1900;;
020116;2000;;
020116;2100;;
020116;2200;;
020116;2300;;
020117;0000;;
020117;0100;;
020117;0200;;
020117;0300;;
020117;0400;;
020117;0500;;
020117;0600;;
020117;0700;;
020117;0800;;
020117;0900;;
020117;1000;;
020117;1100;;
020117;1200;;
020117;1300;;
020117;1400;;
020117;1500;;
020117;1600;;
020117;1700;;
020117;1800;;
020117;1900;;
020117;2000;;
020117;2100;;
020117;2200;;
020117;2300;;
020118;0000;;
020118;0100;;
020118;0200;;
020118;0300;;
020118;0400;;
020118;0500;;
020118;0600;;
020118;0700;;
020118;0800;;
020118;0900;;
020118;1000;;
020118;1100;;
020118;1200;;
020118;1300;;
020118;1400;;
020118;1500;;
020118;1600;;
020118;1700;;
020118;1800;;
020118;1900;;
020118;2000;;
020118;2100;;
020118;2200;;
020118;2300;;
020119;0000;;
020119;0100;;
020119;0200;;
020119;0300;;
020119;0400;;
020119;0500;;
020119;0600;;
020119;0700;;
020119;0800;;
020119;0900;;
020119;1000;;
020119;1100;;
020119;1200;;
020119;1300;;
020119;1400;;
020119;1500;;
020119;1600;;
020119;1700;;
020119;1800;;
020119;1900;;
020119;2000;;
020119;2100;;
020119;2200;;
020119;2300;;
020120;0000;;
020120;0100;;
020120;0200;;
020120;0300;;
020120;0400;;
020120;0500;;
020120;0600;;
020120;0700;;
020120;0800;;
020120;0900;;
020120;1000;;
020120;1100;;
020120;1200;;
020120;1300;;
020120;1400;;
020120;1500;;
020120;1600;;
020120;1700;;
020120;1800;;
020120;1900;;
020120;2000;;
020120;2100;;
020120;2200;;
020120;2300;;
020121;0000;;
020121;0100;;
020121;0200;;
020121;0300;;
020121;0400;;
020121;0500;;
020121;0600;;
020121;0700;;
020121;0800;;
020121;0900;;
020121;1000;;
020121;1100;;
020121;1200;;
020121;1300;;
020121;1400;;
020121;1500;;
020121;1600;;
020121;1700;;
020121;1800;;
020121;1900;;
020121;2000;;
020121;2100;;
020121;2200;;
020121;2300;;
020122;0000;;
020122;0100;;
020122;0200;;
020122;0300;;
020122;0400;;
020122;0500;;
020122;0600;;
020122;0700;;
020122;0800;;
020122;0900;;
020122;1000;;
020122;1100;;
020122;1200;;
020122;1300;;
020122;1400;;
020122;1500;;
020122;1600;;
020122;1700;;
020122;1800;;
020122;1900;;
020122;2000;;
020122;2100;;
020122;2200;;
020122;2300;;
020123;0000;;
020123;0100;;
020123;0200;;
020123;0300;;
020123;0400;;
020123;0500;;
020123;0600;;
020123;0700;;
020123;0800;;
020123;0900;;
020123;1000;;
020123;1100;;
020123;1200;;
020123;1300;;
020123;1400;;
020123;1500;;
020123;1600;;
020123;1700;;
020123;1800;;
020123;1900;;
020123;2000;;
020123;2100;;
020123;2200;;
020123;2300;;
020124;0000;;
020124;0100;;
020124;0200;;
020124;0300;;
020124;0400;;
020124;0500;;
020124;0600;;
020124;0700;;
020124;0800;;
020124;0900;;
020124;1000;;
020124;1100;;
020124;1200;;
020124;1300;;
020124;1400;;
020124;1500;;
020124;1600;;
020124;1700;;
020124;1800;;
020124;1900;;
020124;2000;;
020124;2100;;
020124;2200;;
020124;2300;;
020125;0000;;
020125;0100;;
020125;0200;;
020125;0300;;
020125;0400;;
020125;0500;;
020125;0600;;
020125;0700;;
020125;0800;;
020125;0900;;
020125;1000;;
020125;1100;;
020125;1200;;
020125;1300;;
020125;1400;;
020125;1500;;
020125;1600;;
020125;1700;;
020125;1800;;
020125;1900;;
020125;2000;;
020125;2100;;
020125;2200;;
020125;2300;;
020126;0000;;
020126;0100;;
020126;0200;;
020126;0300;;
020126;0400;;
020126;0500;;
020126;0600;;
020126;0700;;
020126;0800;;
020126;0900;;
020126;1000;;
020126;1100;;
020126;1200;;
020126;1300;;
020126;1400;;
020126;1500;;
020126;1600;;
020126;1700;;
020126;1800;;
020126;1900;;
020126;2000;;
020126;2100;;
020126;2200;;
020126;2300;;
020127;0000;;
020127;0100;;
020127;0200;;
020127;0300;;
020127;0400;;
020127;0500;;
020127;0600;;
020127;0700;;
020127;0800;;
020127;0900;;
020127;1000;;
020127;1100;;
020127;1200;;
020127;1300;;
020127;1400;;
020127;1500;;
020127;1600;;
020127;1700;;
020127;1800;;
020127;1900;;
020127;2000;;
020127;2100;;
020127;2200;;
020127;2300;;
020128;0000;;
020128;0100;;
020128;0200;;
020128;0300;;
020128;0400;;
020128;0500;;
020128;0600;;
020128;0700;;
020128;0800;;
020128;0900;;
020128;1000;;
020128;1100;;
020128;1200;;
020128;1300;;
020128;1400;;
020128;1500;;
020128;1600;;
020128;1700;;
020128;1800;;
020128;1900;;
020128;2000;;
020128;2100;;
020128;2200;;
020128;2300;;
020129;0000;;
020129;0100;;
020129;0200;;
020129;0300;;
020129;0400;;
020129;0500;;
020129;0600;;
020129;0700;;
020129;0800;;
020129;0900;;
020129;1000;;
020129;1100;;
020129;1200;;
020129;1300;;
020129;1400;;
020129;1500;;
020129;1600;;
020129;1700;;
020129;1800;;
020129;1900;;
020129;2000;;
020129;2100;;
020129;2200;;
020129;2300;;
020130;0000;;
020130;0100;;
020130;0200;;
020130;0300;;
020130;0400;;
020130;0500;;
020130;0600;;
020130;0700;;
020130;0800;;
020130;0900;;
020130;1000;;
020130;1100;;
020130;1200;;
020130;1300;;
020130;1400;;
020130;1500;;
020130;1600;;
020130;1700;;
020130;1800;;
020130;1900;;
020130;2000;;
020130;2100;;
020130;2200;;
020130;2300;;
020131;0000;;
020131;0100;;
020131;0200;;
020131;0300;;
020131;0400;;
020131;0500;;
020131;0600;;
020131;0700;;
020131;0800;;
020131;0900;;
020131;1000;;
020131;1100;;
020131;1200;;
020131;1300;;
020131;1400;;
020131;1500;;
020131;1600;;
020131;1700;;
020131;1800;;
020131;1900;;
020131;2000;;
020131;2100;;
020131;2200;;
020131;2300;;
020201;0000;;
020201;0100;;
020201;0200;;
020201;0300;;
020201;0400;;
020201;0500;;
020201;0600;;
020201;0700;;
020201;0800;;
020201;0900;;
020201;1000;;
020201;1100;;
020201;1200;3,4;
020201;1300;3,3;
020201;1400;3,2;
020201;1500;3,7;
020201;1600;3,8;
020201;1700;3,6;
020201;1800;3,1;
020201;1900;2,7;
020201;2000;2,3;
020201;2100;2,6;
020201;2200;1,9;
020201;2300;3,3;
020202;0000;4,1;
020202;0100;4;
020202;0200;3,7;
020202;0300;3,9;
020202;0400;2,6;
020202;0500;1,9;
020202;0600;1,6;
020202;0700;1,3;
020202;0800;;
020202;0900;1;
020202;1000;1,5;
020202;1100;1,8;
020202;1200;;
020202;1300;;
020202;1400;2,1;
020202;1500;3;
020202;1600;3,3;
020202;1700;3,6;
020202;1800;3,7;
020202;1900;3,1;
020202;2000;2,3;
020202;2100;1,8;
020202;2200;1,6;
020202;2300;1,1;
020203;0000;0,799999;
020203;0100;0,5;
020203;0200;0,7;
020203;0300;1;
020203;0400;0,7;
020203;0500;;
020203;0600;0,799999;
020203;0700;1,1;
020203;0800;1,6;
020203;0900;1,2;
020203;1000;1,3;
020203;1100;1,4;
020203;1200;1,3;
020203;1300;;
020203;1400;2,2;
020203;1500;3,2;
020203;1600;4;
020203;1700;4,5;
020203;1800;4,8;
020203;1900;3,4;
020203;2000;2,2;
020203;2100;1,3;
020203;2200;1,4;
020203;2300;1,7;
020204;0000;1,6;
020204;0100;1,5;
020204;0200;1,2;
020204;0300;1,3;
020204;0400;1,5;
020204;0500;0,799999;
020204;0600;0,5;
020204;0700;1;
020204;0800;1,1;
020204;0900;1;
020204;1000;1,8;
020204;1100;3;
020204;1200;3,3;
020204;1300;3,5;
020204;1400;4,2;
020204;1500;4;
020204;1600;3,6;
020204;1700;3,7;
020204;1800;3,6;
020204;1900;;
020204;2000;3,7;
020204;2100;3,1;
020204;2200;2,3;
020204;2300;1,3;
020205;0000;2;
020205;0100;;
020205;0200;;
020205;0300;2,2;
020205;0400;2;
020205;0500;1,7;
020205;0600;1,4;
020205;0700;1,7;
020205;0800;1,8;
020205;0900;2,6;
020205;1000;2,7;
020205;1100;3;
020205;1200;2,6;
020205;1300;2,1;
020205;1400;2,3;
020205;1500;2,9;
020205;1600;2,8;
020205;1700;3;
020205;1800;2,1;
020205;1900;2,7;
020205;2000;2,4;
020205;2100;1,6;
020205;2200;0,9;
020205;2300;0,599999;
020206;0000;0,7;
020206;0100;0,5;
020206;0200;1,8;
020206;0300;2,1;
020206;0400;2,3;
020206;0500;2,4;
020206;0600;2,3;
020206;0700;2,6;
020206;0800;2,7;
020206;0900;2,1;
020206;1000;1,3;
020206;1100;1,9;
020206;1200;2,7;
020206;1300;3,1;
020206;1400;3,4;
020206;1500;3,3;
020206;1600;3,7;
020206;1700;3,8;
020206;1800;3,7;
020206;1900;3,2;
020206;2000;2,8;
020206;2100;2,1;
020206;2200;1,8;
020206;2300;2,2;
020207;0000;1;
020207;0100;0,599999;
020207;0200;1,3;
020207;0300;2;
020207;0400;1,9;
020207;0500;1,7;
020207;0600;2;
020207;0700;;
020207;0800;2,1;
020207;0900;1,7;
020207;1000;1,4;
020207;1100;2;
020207;1200;3,7;
020207;1300;4,2;
020207;1400;4,1;
020207;1500;4,6;
020207;1600;5,1;
020207;1700;4,3;
020207;1800;4;
020207;1900;3,3;
020207;2000;2,7;
020207;2100;1,6;
020207;2200;2,3;
020207;2300;;
020208;0000;2,6;
020208;0100;1,8;
020208;0200;1,7;
020208;0300;1,3;
020208;0400;;
020208;0500;0,9;
020208;0600;0,799999;
020208;0700;1,7;
020208;0800;1,5;
020208;0900;2,2;
020208;1000;2,7;
020208;1100;2,2;
020208;1200;2,7;
020208;1300;3,9;
020208;1400;4;
020208;1500;3,7;
020208;1600;;
020208;1700;4,39999;
020208;1800;4,3;
020208;1900;4,39999;
020208;2000;3,3;
020208;2100;1,9;
020208;2200;1,2;
020208;2300;1;
020209;0000;1,9;
020209;0100;1,6;
020209;0200;1,9;
020209;0300;1,4;
020209;0400;0,599999;
020209;0500;1,1;
020209;0600;1;
020209;0700;1,4;
020209;0800;2;
020209;0900;2,4;
020209;1000;;
020209;1100;2,2;
020209;1200;2,8;
020209;1300;3,8;
020209;1400;4;
020209;1500;4,7;
020209;1600;4,89999;
020209;1700;4,7;
020209;1800;4,5;
020209;1900;4;
020209;2000;3,6;
020209;2100;2,2;
020209;2200;1,3;
020209;2300;1,9;
020210;0000;;
020210;0100;0,9;
020210;0200;1,2;
020210;0300;1;
020210;0400;0,799999;
020210;0500;1,1;
020210;0600;0,9;
020210;0700;0,5;
020210;0800;;
020210;0900;0,799999;
020210;1000;1,4;
020210;1100;2,3;
020210;1200;2,5;
020210;1300;2,8;
020210;1400;3,7;
020210;1500;3,6;
020210;1600;4,1;
020210;1700;4,5;
020210;1800;5,5;
020210;1900;4,3;
020210;2000;4;
020210;2100;2,5;
020210;2200;1,7;
020210;2300;1,4;
020211;0000;1,2;
020211;0100;0,799999;
020211;0200;1,1;
020211;0300;1;
020211;0400;1,4;
020211;0500;2,1;
020211;0600;1,9;
020211;0700;2,3;
020211;0800;2,4;
020211;0900;1;
020211;1000;1,9;
020211;1100;2,3;
020211;1200;3;
020211;1300;3,9;
020211;1400;4,1;
020211;1500;4,2;
020211;1600;4,3;
020211;1700;;
020211;1800;4,2;
020211;1900;3,5;
020211;2000;2,9;
020211;2100;2,6;
020211;2200;2;
020211;2300;1,4;
020212;0000;2;
020212;0100;1,4;
020212;0200;1,2;
020212;0300;1,3;
020212;0400;0,7;
020212;0500;0,599999;
020212;0600;0,7;
020212;0700;1,4;
020212;0800;1,2;
020212;0900;1,6;
020212;1000;2,2;
020212;1100;3,6;
020212;1200;3,8;
020212;1300;4;
020212;1400;;
020212;1500;3,8;
020212;1600;;
020212;1700;3,4;
020212;1800;3,9;
020212;1900;3,6;
020212;2000;3,7;
020212;2100;3,2;
020212;2200;2,2;
020212;2300;1,7;
020213;0000;1,3;
020213;0100;1,6;
020213;0200;;
020213;0300;1,5;
020213;0400;1,7;
020213;0500;1,6;
020213;0600;1,1;
020213;0700;0,9;
020213;0800;1,1;
020213;0900;0,799999;
020213;1000;1,1;
020213;1100;1,3;
020213;1200;2,3;
020213;1300;3,5;
020213;1400;4;
020213;1500;3,5;
020213;1600;4,3;
020213;1700;3,9;
020213;1800;3,7;
020213;1900;4;
020213;2000;3,8;
020213;2100;3,1;
020213;2200;1,5;
020213;2300;1,2;
020214;0000;1,3;
020214;0100;0,7;
020214;0200;1,7;
020214;0300;1,8;
020214;0400;1;
020214;0500;0,4;
020214;0600;0,799999;
020214;0700;1;
020214;0800;0,599999;
020214;0900;1,3;
020214;1000;1,6;
020214;1100;2;
020214;1200;2,5;
020214;1300;2,6;
020214;1400;2,9;
020214;1500;3,4;
020214;1600;3,8;
020214;1700;4;
020214;1800;4,39999;
020214;1900;4,1;
020214;2000;3,7;
020214;2100;2,8;
020214;2200;1,7;
020214;2300;1,6;
020215;0000;2;
020215;0100;;
020215;0200;;
020215;0300;2,3;
020215;0400;2,1;
020215;0500;1,4;
020215;0600;1,5;
020215;0700;1,9;
020215;0800;1,7;
020215;0900;1,6;
020215;1000;1,5;
020215;1100;2;
020215;1200;2,9;
020215;1300;3;
020215;1400;3,6;
020215;1500;3,9;
020215;1600;;
020215;1700;3,8;
020215;1800;4,1;
020215;1900;3,7;
020215;2000;2,8;
020215;2100;2,5;
020215;2200;2,2;
020215;2300;1,3;
020216;0000;;
020216;0100;1,4;
020216;0200;1,7;
020216;0300;1,8;
020216;0400;1,7;
020216;0500;1,8;
020216;0600;1,5;
020216;0700;1,3;
020216;0800;;
020216;0900;1,6;
020216;1000;1,2;
020216;1100;1,1;
020216;1200;2,2;
020216;1300;;
020216;1400;2,6;
020216;1500;2,8;
020216;1600;3,6;
020216;1700;3,5;
020216;1800;3,7;
020216;1900;4,1;
020216;2000;2,8;
020216;2100;2,2;
020216;2200;1,4;
020216;2300;0,9;
020217;0000;1,2;
020217;0100;1,9;
020217;0200;2,7;
020217;0300;1,7;
020217;0400;1,1;
020217;0500;1,8;
020217;0600;0,9;
020217;0700;1,5;
020217;0800;1,6;
020217;0900;1,2;
020217;1000;1;
020217;1100;;
020217;1200;;
020217;1300;;
020217;1400;;
020217;1500;;
020217;1600;;
020217;1700;;
020217;1800;;
020217;1900;5,3;
020217;2000;3,8;
020217;2100;3;
020217;2200;2;
020217;2300;2,1;
020218;0000;2;
020218;0100;0,9;
020218;0200;1;
020218;0300;1,2;
020218;0400;1,1;
020218;0500;0,799999;
020218;0600;1,4;
020218;0700;;
020218;0800;2,1;
020218;0900;1,7;
020218;1000;1,2;
020218;1100;2,5;
020218;1200;3;
020218;1300;3,4;
020218;1400;;
020218;1500;4,1;
020218;1600;4,39999;
020218;1700;;
020218;1800;4,7;
020218;1900;3,4;
020218;2000;1,8;
020218;2100;0,799999;
020218;2200;1,6;
020218;2300;1,9;
020219;0000;1;
020219;0100;0,7;
020219;0200;1,1;
020219;0300;1,4;
020219;0400;1,6;
020219;0500;1,7;
020219;0600;1,6;
020219;0700;1,2;
020219;0800;1;
020219;0900;1,6;
020219;1000;1,9;
020219;1100;2,5;
020219;1200;2,8;
020219;1300;3,2;
020219;1400;3,3;
020219;1500;3,7;
020219;1600;4,2;
020219;1700;3,7;
020219;1800;3,2;
020219;1900;2,9;
020219;2000;2,1;
020219;2100;1,4;
020219;2200;1,3;
020219;2300;1,4;
020220;0000;1,5;
020220;0100;1,4;
020220;0200;1,3;
020220;0300;1,2;
020220;0400;1,5;
020220;0500;1,7;
020220;0600;2,3;
020220;0700;;
020220;0800;2,2;
020220;0900;2,9;
020220;1000;3;
020220;1100;;
020220;1200;;
020220;1300;3,6;
020220;1400;4;
020220;1500;4,7;
020220;1600;4,8;
020220;1700;3,8;
020220;1800;3;
020220;1900;2,2;
020220;2000;2,3;
020220;2100;1,4;
020220;2200;1;
020220;2300;0,4;
020221;0000;0,7;
020221;0100;0,599999;
020221;0200;0,9;
020221;0300;1,3;
020221;0400;0,799999;
020221;0500;1;
020221;0600;1,3;
020221;0700;0,9;
020221;0800;1,1;
020221;0900;1,2;
020221;1000;1,1;
020221;1100;2,2;
020221;1200;3,4;
020221;1300;3,9;
020221;1400;4,3;
020221;1500;4;
020221;1600;4,2;
020221;1700;4;
020221;1800;3,7;
020221;1900;3,4;
020221;2000;2,9;
020221;2100;3;
020221;2200;2,6;
020221;2300;1,1;
020222;0000;0,799999;
020222;0100;0,7;
020222;0200;1,5;
020222;0300;1,7;
020222;0400;0,799999;
020222;0500;;
020222;0600;0,7;
020222;0700;0,799999;
020222;0800;0,7;
020222;0900;0,9;
020222;1000;1;
020222;1100;0,7;
020222;1200;1,1;
020222;1300;2;
020222;1400;2,9;
020222;1500;3,8;
020222;1600;3,9;
020222;1700;4,3;
020222;1800;4;
020222;1900;4,1;
020222;2000;3,7;
020222;2100;3;
020222;2200;2,6;
020222;2300;1,5;
020223;0000;1,4;
020223;0100;1,6;
020223;0200;1,5;
020223;0300;2;
020223;0400;;
020223;0500;2,3;
020223;0600;1,3;
020223;0700;1,2;
020223;0800;;
020223;0900;0,9;
020223;1000;1,1;
020223;1100;1,3;
020223;1200;2;
020223;1300;2,2;
020223;1400;2,3;
020223;1500;3,4;
020223;1600;4,1;
020223;1700;3,7;
020223;1800;3,6;
020223;1900;3,1;
020223;2000;2,9;
020223;2100;1,9;
020223;2200;1,8;
020223;2300;1,7;
020224;0000;1,3;
020224;0100;1,1;
020224;0200;1;
020224;0300;1,2;
020224;0400;0,9;
020224;0500;1,7;
020224;0600;1,5;
020224;0700;1,2;
020224;0800;1,1;
020224;0900;1,7;
020224;1000;1,9;
020224;1100;1,7;
020224;1200;2,5;
020224;1300;2,6;
020224;1400;2,8;
020224;1500;4,3;
020224;1600;4,1;
020224;1700;4,3;
020224;1800;3,6;
020224;1900;3,1;
020224;2000;2,8;
020224;2100;1,9;
020224;2200;1,6;
020224;2300;1,4;
020225;0000;1;
020225;0100;1,1;
020225;0200;1;
020225;0300;1,5;
020225;0400;1,4;
020225;0500;0,7;
020225;0600;0,799999;
020225;0700;1,4;
020225;0800;1,7;
020225;0900;1,2;
020225;1000;;
020225;1100;1,5;
020225;1200;2,3;
020225;1300;2,7;
020225;1400;3;
020225;1500;2,9;
020225;1600;2,8;
020225;1700;3,1;
020225;1800;3,3;
020225;1900;2,8;
020225;2000;2,3;
020225;2100;1,7;
020225;2200;1,6;
020225;2300;0,799999;
020226;0000;0,5;
020226;0100;;
020226;0200;0,4;
020226;0300;0,599999;
020226;0400;0,9;
020226;0500;1;
020226;0600;0,9;
020226;0700;;
020226;0800;1,7;
020226;0900;1,2;
020226;1000;1,3;
020226;1100;1,6;
020226;1200;2,3;
020226;1300;3,8;
020226;1400;4,3;
020226;1500;4,39999;
020226;1600;4;
020226;1700;3,9;
020226;1800;3,4;
020226;1900;3;
020226;2000;2,4;
020226;2100;1,7;
020226;2200;1;
020226;2300;0,7;
020227;0000;0,3;
020227;0100;1,2;
020227;0200;2;
020227;0300;2,2;
020227;0400;2,5;
020227;0500;2,4;
020227;0600;2,1;
020227;0700;1,9;
020227;0800;2,4;
020227;0900;2,5;
020227;1000;2;
020227;1100;2,3;
020227;1200;2,8;
020227;1300;4,2;
020227;1400;5,39999;
020227;1500;4,89999;
020227;1600;3,9;
020227;1700;4,3;
020227;1800;3,4;
020227;1900;3,3;
020227;2000;2,2;
020227;2100;1,5;
020227;2200;1;
020227;2300;0,799999;
020228;0000;1;
020228;0100;;
020228;0200;1,9;
020228;0300;1,5;
020228;0400;2;
020228;0500;2,2;
020228;0600;2,8;
020228;0700;2,7;
020228;0800;2,4;
020228;0900;2;
020228;1000;1,4;
020228;1100;0,7;
020228;1200;2;
020228;1300;4,39999;
020228;1400;4,2;
020228;1500;5;
020228;1600;6;
020228;1700;6,5;
020228;1800;6,6;
020228;1900;5;
020228;2000;3;
020228;2100;1;
020228;2200;1,5;
020228;2300;1,1;
020301;0000;1,4;
020301;0100;0,7;
020301;0200;0,799999;
020301;0300;0,5;
020301;0400;0,7;
020301;0500;;
020301;0600;0,799999;
020301;0700;1,2;
020301;0800;1,4;
020301;0900;1,1;
020301;1000;0,799999;
020301;1100;1,8;
020301;1200;2,6;
020301;1300;3,3;
020301;1400;3,6;
020301;1500;3,8;
020301;1600;4;
020301;1700;3;
020301;1800;2,5;
020301;1900;2;
020301;2000;1,4;
020301;2100;0,799999;
020301;2200;0,599999;
020301;2300;1,7;
020302;0000;1,4;
020302;0100;1;
020302;0200;0,9;
020302;0300;0,3;
020302;0400;0,599999;
020302;0500;0,9;
020302;0600;0,5;
020302;0700;0,3;
020302;0800;1,6;
020302;0900;1,5;
020302;1000;0,9;
020302;1100;1,3;
020302;1200;2,3;
020302;1300;2,6;
020302;1400;2,7;
020302;1500;3;
020302;1600;3,7;
020302;1700;4,2;
020302;1800;3,1;
020302;1900;3;
020302;2000;2,1;
020302;2100;3;
020302;2200;2,2;
020302;2300;2,1;
020303;0000;1,2;
020303;0100;2,3;
020303;0200;0,7;
020303;0300;1,6;
020303;0400;0,9;
020303;0500;1;
020303;0600;1,5;
020303;0700;1,8;
020303;0800;1,4;
020303;0900;2;
020303;1000;1,6;
020303;1100;1,7;
020303;1200;3,3;
020303;1300;3;
020303;1400;3,9;
020303;1500;4,39999;
020303;1600;4,2;
020303;1700;3;
020303;1800;2,8;
020303;1900;3;
020303;2000;2,1;
020303;2100;1,9;
020303;2200;3;
020303;2300;1;
020304;0000;1,2;
020304;0100;;
020304;0200;0,4;
020304;0300;0,599999;
020304;0400;0,799999;
020304;0500;1;
020304;0600;1,1;
020304;0700;1,9;
020304;0800;;
020304;0900;2;
020304;1000;1,4;
020304;1100;1,7;
020304;1200;2,4;
020304;1300;2,1;
