FECHA (YYMMDD);HORA (HHMM);;
020201;0100;;
020201;0200;;
020201;0300;;
020201;0400;;
020201;0500;;
020201;0600;;
020201;0700;;
020201;0800;;
020201;0900;;
020201;1000;;
020201;1100;;
020201;1200;;
020201;1300;;
020201;1400;;
020201;1500;;
020201;1600;;
020201;1700;;
020201;1800;;
020201;1900;;
020201;2000;;
020201;2100;;
020201;2200;;
020201;2300;;
020202;0000;;
020202;0100;;
020202;0200;;
020202;0300;;
020202;0400;;
020202;0500;;
020202;0600;;
020202;0700;;
020202;0800;;
020202;0900;;
020202;1000;;
020202;1100;;
020202;1200;;
020202;1300;;
020202;1400;;
020202;1500;;
020202;1600;;
020202;1700;;
020202;1800;;
020202;1900;;
020202;2000;;
020202;2100;;
020202;2200;;
020202;2300;;
020203;0000;;
020203;0100;;
020203;0200;;
020203;0300;;
020203;0400;;
020203;0500;;
020203;0600;;
020203;0700;;
020203;0800;;
020203;0900;;
020203;1000;;
020203;1100;;
020203;1200;;
020203;1300;;
020203;1400;;
020203;1500;;
020203;1600;;
020203;1700;;
020203;1800;;
020203;1900;;
020203;2000;;
020203;2100;;
020203;2200;;
020203;2300;;
020204;0000;;
020204;0100;;
020204;0200;;
020204;0300;;
020204;0400;;
020204;0500;;
020204;0600;;
020204;0700;;
020204;0800;;
020204;0900;;
020204;1000;;
020204;1100;;
020204;1200;;
020204;1300;;
020204;1400;;
020204;1500;;
020204;1600;;
020204;1700;;
020204;1800;;
020204;1900;;
020204;2000;;
020204;2100;;
020204;2200;;
020204;2300;;
020205;0000;;
020205;0100;;
020205;0200;;
020205;0300;;
020205;0400;;
020205;0500;;
020205;0600;;
020205;0700;;
020205;0800;;
020205;0900;;
020205;1000;;
020205;1100;;
020205;1200;;
020205;1300;;
020205;1400;;
020205;1500;;
020205;1600;;
020205;1700;;
020205;1800;;
020205;1900;;
020205;2000;;
020205;2100;;
020205;2200;;
020205;2300;;
020206;0000;;
020206;0100;;
020206;0200;;
020206;0300;;
020206;0400;;
020206;0500;;
020206;0600;;
020206;0700;;
020206;0800;;
020206;0900;;
020206;1000;;
020206;1100;;
020206;1200;;
020206;1300;;
020206;1400;;
020206;1500;;
020206;1600;;
020206;1700;;
020206;1800;;
020206;1900;;
020206;2000;;
020206;2100;;
020206;2200;;
020206;2300;;
020207;0000;;
020207;0100;;
020207;0200;;
020207;0300;;
020207;0400;;
020207;0500;;
020207;0600;;
020207;0700;;
020207;0800;;
020207;0900;;
020207;1000;;
020207;1100;;
020207;1200;;
020207;1300;;
020207;1400;;
020207;1500;;
020207;1600;;
020207;1700;;
020207;1800;;
020207;1900;;
020207;2000;;
020207;2100;;
020207;2200;;
020207;2300;;
020208;0000;;
020208;0100;;
020208;0200;;
020208;0300;;
020208;0400;;
020208;0500;;
020208;0600;;
020208;0700;;
020208;0800;;
020208;0900;;
020208;1000;;
020208;1100;;
020208;1200;;
020208;1300;;
020208;1400;;
020208;1500;;
020208;1600;;
020208;1700;;
020208;1800;;
020208;1900;;
020208;2000;;
020208;2100;;
020208;2200;;
020208;2300;;
020209;0000;;
020209;0100;;
020209;0200;;
020209;0300;;
020209;0400;;
020209;0500;;
020209;0600;;
020209;0700;;
020209;0800;;
020209;0900;;
020209;1000;;
020209;1100;;
020209;1200;;
020209;1300;;
020209;1400;;
020209;1500;;
020209;1600;;
020209;1700;;
020209;1800;;
020209;1900;;
020209;2000;;
020209;2100;;
020209;2200;;
020209;2300;;
020210;0000;;
020210;0100;;
020210;0200;;
020210;0300;;
020210;0400;;
020210;0500;;
020210;0600;;
020210;0700;;
020210;0800;;
020210;0900;;
020210;1000;;
020210;1100;;
020210;1200;;
020210;1300;;
020210;1400;;
