FECHA (YYMMDD);HORA (HHMM);Registros validados;Registros preliminares;Registros no validados;
130121;1100;;5,5041;;
130121;1200;;6,70499;;
130121;1300;;6,20463;;
130121;1400;;8,50632;;
130121;1500;;5,40404;;
130121;1600;;6,10452;;
130121;1700;;7,30543;;
130121;1800;;11,7087;;
130121;1900;;7,9059;;
130121;2000;;14,811;;
130121;2100;;8,90665;;
130121;2200;;10,2076;;
130121;2300;;8,70648;;
130122;0000;;12,9096;;
130122;0100;;13,9104;;
130122;0200;;12,2091;;
130122;0300;;9,50706;;
130122;0400;;8,20612;;
130122;0500;;9,0067;;
130122;0600;;9,3069;;
130122;0700;;8,70648;;
130122;0800;;11,2084;;
130122;0900;;11,3084;;
130122;1000;;9,70723;;
130122;1100;;8,50632;;
130122;1200;;7,50558;;
130122;1300;;6,80505;;
130122;1400;;4,40327;;
130122;1500;;4,50335;;
130122;1600;;5,00372;;
130122;1700;;6,50484;;
130122;1800;;6,30468;;
130122;1900;;8,00595;;
130122;2000;;13,8103;;
130122;2100;;13,0097;;
130122;2200;;8,60637;;
130122;2300;;6,60489;;
130123;0000;;6,40479;;
130123;0100;;12,7095;;
130123;0200;;9,20685;;
130123;0300;;8,106;;
130123;0400;;11,1082;;
130123;0500;;12,8095;;
130123;0600;;8,00595;;
130123;0700;;7,80579;;
130123;0800;;8,20612;;
130123;0900;;7,30543;;
130123;1000;;4,60342;;
130123;1100;;4,80357;;
130123;1200;;;;
130123;1300;;;;
130123;1400;;;;
130123;1500;;3,50261;;
130123;1600;;4,00298;;
130123;1700;;3,70276;;
130123;1800;;4,60342;;
130123;1900;;5,1038;;
130123;2000;;7,9059;;
130123;2100;;7,80579;;
130123;2200;;8,20612;;
130123;2300;;10,3077;;
130124;0000;;7,20537;;
130124;0100;;4,40327;;
130124;0200;;4,50335;;
130124;0300;;5,80431;;
130124;0400;;8,30617;;
130124;0500;;4,3032;;
130124;0600;;4,00298;;
130124;0700;;3,60268;;
130124;0800;;3,50261;;
130124;0900;;3,40253;;
130124;1000;;3,20238;;
130124;1100;;3,20238;;
130124;1200;;3,30246;;
130124;1300;;2,90216;;
130124;1400;;3,00223;;
130124;1500;;2,90216;;
130124;1600;;3,10231;;
130124;1700;;3,60268;;
130124;1800;;4,3032;;
130124;1900;;6,20463;;
130124;2000;;7,70573;;
130124;2100;;9,60712;;
130124;2200;;5,80431;;
130124;2300;;5,5041;;
130125;0000;;5,30395;;
130125;0100;;5,80431;;
130125;0200;;7,60564;;
130125;0300;;7,20537;;
130125;0400;;6,30468;;
130125;0500;;7,40553;;
130125;0600;;6,60489;;
130125;0700;;6,70499;;
130125;0800;;6,70499;;
130125;0900;;5,40404;;
130125;1000;;5,00372;;
130125;1100;;5,80431;;
130125;1200;;4,7035;;
130125;1300;;4,50335;;
130125;1400;;4,7035;;
130125;1500;;3,70276;;
130125;1600;;3,9029;;
130125;1700;;3,70276;;
130125;1800;;5,40404;;
130125;1900;;11,3084;;
130125;2000;;5,70425;;
130125;2100;;7,9059;;
130125;2200;;9,90738;;
130125;2300;;11,5086;;
130126;0000;;7,9059;;
130126;0100;;5,5041;;
130126;0200;;5,60415;;
130126;0300;;22,2165;;
130126;0400;;13,2098;;
130126;0500;;6,90516;;
130126;0600;;6,00446;;
130126;0700;;4,80357;;
130126;0800;;5,30395;;
130126;0900;;4,60342;;
130126;1000;;4,10305;;
130126;1100;;3,70276;;
130126;1200;;3,70276;;
130126;1300;;3,70276;;
130126;1400;;3,50261;;
130126;1500;;3,40253;;
130126;1600;;3,60268;;
130126;1700;;3,50261;;
130126;1800;;3,10231;;
130126;1900;;5,20387;;
130126;2000;;8,20612;;
130126;2100;;9,20685;;
130126;2200;;7,20537;;
130126;2300;;6,40479;;
130127;0000;;11,0082;;
130127;0100;;8,80653;;
130127;0200;;6,10452;;
130127;0300;;5,40404;;
130127;0400;;4,3032;;
130127;0500;;6,80505;;
130127;0600;;7,60564;;
130127;0700;;3,60268;;
130127;0800;;7,40553;;
130127;0900;;5,5041;;
130127;1000;;4,7035;;
130127;1100;;4,00298;;
130127;1200;;5,20387;;
130127;1300;;4,10305;;
130127;1400;;4,20312;;
130127;1500;;3,40253;;
130127;1600;;3,60268;;
130127;1700;;3,40253;;
130127;1800;;4,00298;;
130127;1900;;4,3032;;
130127;2000;;4,80357;;
130127;2100;;4,80357;;
130127;2200;;6,40479;;
130127;2300;;6,90516;;
130128;0000;;4,10305;;
130128;0100;;3,9029;;
130128;0200;;5,1038;;
130128;0300;;2,90216;;
130128;0400;;3,50261;;
130128;0500;;4,3032;;
130128;0600;;5,00372;;
130128;0700;;5,9044;;
130128;0800;;;;
130128;0900;;;;
130128;1000;;;;
130128;1100;;6,10452;;
130128;1200;;4,10305;;
130128;1300;;5,1038;;
130128;1400;;4,10305;;
130128;1500;;3,60268;;
130128;1600;;3,30246;;
130128;1700;;3,80283;;
130128;1800;;4,60342;;
130128;1900;;4,7035;;
130128;2000;;8,70648;;
130128;2100;;5,1038;;
130128;2200;;7,40553;;
130128;2300;;10,3077;;
130129;0000;;;;
130129;0100;;;;
130129;0200;;;;
130129;0300;;;;
130129;0400;;;;
130129;0500;;;;
130129;0600;;;;
130129;0700;;;;
130129;0800;;;;
130129;0900;;;;
130129;1000;;;;
130129;1100;;;;
130129;1200;;;;
130129;1300;;;;
130129;1400;;;;
130129;1500;;;;
130129;1600;;5,60415;;
130129;1700;;3,70276;;
130129;1800;;3,70276;;
130129;1900;;5,1038;;
130129;2000;;6,00446;;
130129;2100;;9,10675;;
130129;2200;;4,80357;;
130129;2300;;4,50335;;
130130;0000;;3,30246;;
130130;0100;;7,9059;;
130130;0200;;7,70573;;
130130;0300;;5,80431;;
130130;0400;;4,60342;;
130130;0500;;7,70573;;
130130;0600;;6,90516;;
130130;0700;;9,50706;;
130130;0800;;10,708;;
130130;0900;;13,9104;;
130130;1000;;10,9081;;
130130;1100;;6,50484;;
130130;1200;;6,20463;;
130130;1300;;4,20312;;
130130;1400;;4,50335;;
130130;1500;;4,00298;;
130130;1600;;3,30246;;
130130;1700;;3,10231;;
130130;1800;;3,70276;;
130130;1900;;5,00372;;
130130;2000;;5,9044;;
130130;2100;;10,6079;;
130130;2200;;10,3077;;
130130;2300;;8,30617;;
130131;0000;;7,30543;;
130131;0100;;5,70425;;
130131;0200;;4,80357;;
130131;0300;;4,3032;;
130131;0400;;3,9029;;
130131;0500;;4,00298;;
130131;0600;;3,80283;;
130131;0700;;3,80283;;
130131;0800;;3,9029;;
130131;0900;;4,20312;;
130131;1000;;3,80283;;
130131;1100;;3,60268;;
130131;1200;;3,50261;;
