FECHA (YYMMDD);HORA (HHMM);;
130112;0700;18,3;
130112;0800;7,5;
130112;0900;12,4;
130112;1000;7;
130112;1100;4,3;
130112;1200;15,5;
130112;1300;1,6;
130112;1400;4;
130112;1500;342,1;
130112;1600;334,8;
130112;1700;335,7;
130112;1800;334,7;
130112;1900;253,9;
130112;2000;260,5;
130112;2100;265,3;
130112;2200;265,3;
130112;2300;270,5;
130113;0000;269,3;
130113;0100;318,6;
130113;0200;38,3;
130113;0300;23,1;
130113;0400;8,2;
130113;0500;333;
130113;0600;352,5;
130113;0700;351,7;
130113;0800;252,2;
130113;0900;292,8;
130113;1000;305,9;
130113;1100;341,2;
130113;1200;282,4;
130113;1300;248,5;
130113;1400;257,3;
130113;1500;258,2;
130113;1600;255,2;
130113;1700;253,1;
130113;1800;247,5;
130113;1900;227,5;
130113;2000;225,6;
130113;2100;221,1;
130113;2200;249,7;
130113;2300;262,7;
130114;0000;260,3;
130114;0100;230,1;
130114;0200;219,8;
130114;0300;221,9;
130114;0400;226;
130114;0500;198;
130114;0600;170,9;
130114;0700;221,1;
130114;0800;248,8;
130114;0900;249,7;
130114;1000;256,2;
130114;1100;255,3;
130114;1200;262,3;
130114;1300;260,7;
130114;1400;250,3;
130114;1500;253,8;
130114;1600;252,3;
130114;1700;251,9;
130114;1800;240,6;
130114;1900;234,9;
130114;2000;231,8;
130114;2100;224,1;
130114;2200;317,2;
130114;2300;298,1;
130115;0000;265,9;
130115;0100;351,9;
130115;0200;36,7;
130115;0300;7,5;
130115;0400;32,8;
130115;0500;58,5;
130115;0600;39;
130115;0700;18,7;
130115;0800;269,7;
130115;0900;255,7;
130115;1000;246,1;
130115;1100;245,9;
130115;1200;253,2;
130115;1300;255;
130115;1400;254,6;
130115;1500;252,6;
130115;1600;252;
130115;1700;252,1;
130115;1800;236,7;
130115;1900;228,6;
130115;2000;222;
130115;2100;234,1;
130115;2200;10,3;
130115;2300;39,6;
130116;0000;35,2;
130116;0100;36,9;
130116;0200;38,4;
130116;0300;311;
130116;0400;346,1;
130116;0500;40,4;
130116;0600;18,3;
130116;0700;23,2;
130116;0800;355,1;
130116;0900;8,2;
130116;1000;355,7;
130116;1100;337,8;
130116;1200;302,1;
130116;1300;286,9;
130116;1400;257,4;
130116;1500;257,6;
130116;1600;252,7;
130116;1700;240,5;
130116;1800;237,7;
130116;1900;225,5;
130116;2000;219,1;
130116;2100;236,8;
130116;2200;258,1;
130116;2300;276,4;
130117;0000;354,2;
