FECHA (YYMMDD);HORA (HHMM);Registros validados;Registros preliminares;Registros no validados;
171005;2200;;;1,9565;
171005;2300;;;1,93608;
171006;0000;;;1,87432;
171006;0100;;;1,85615;
171006;0200;;;1,87985;
171006;0300;;;1,88582;
171006;0400;;;1,81828;
171006;0500;;;1,87248;
171006;0600;;;1,87715;
171006;0700;;;1,88973;
171006;0800;;;1,961;
171006;0900;;;1,95757;
171006;1000;;;1,99065;
171006;1100;;;2,02621;
171006;1200;;;;
171006;1300;;;1,98737;
171006;1400;;;2,0019;
171006;1500;;;1,98983;
171006;1600;;;2,00647;
171006;1700;;;1,9972;
171006;1800;;;2,01023;
171006;1900;;;2,00782;
171006;2000;;;2,00763;
171006;2100;;;2,00363;
171006;2200;;;2,01368;
171006;2300;;;2,02038;
171007;0000;;;2,02285;
171007;0100;;;2,02772;
171007;0200;;;1,98895;
171007;0300;;;2,04;
171007;0400;;;2,0221;
171007;0500;;;1,98642;
171007;0600;;;2,02947;
171007;0700;;;2,02253;
171007;0800;;;2,01665;
171007;0900;;;2,02022;
171007;1000;;;1,98425;
171007;1100;;;1,98242;
171007;1200;;;2,01422;
171007;1300;;;2,00055;
171007;1400;;;1,99308;
171007;1500;;;1,99512;
171007;1600;;;2,00528;
171007;1700;;;2,00302;
171007;1800;;;2,03263;
171007;1900;;;2,04735;
171007;2000;;;2,02015;
171007;2100;;;2,09307;
171007;2200;;;2,05904;
171007;2300;;;2,04802;
171008;0000;;;2,04937;
171008;0100;;;2,08892;
171008;0200;;;2,08862;
171008;0300;;;2,11148;
171008;0400;;;2,0227;
171008;0500;;;2,10138;
171008;0600;;;2,11507;
171008;0700;;;2,11725;
171008;0800;;;2,05393;
171008;0900;;;2,03653;
171008;1000;;;2,03403;
171008;1100;;;2,04517;
171008;1200;;;2,03043;
171008;1300;;;2,00617;
171008;1400;;;1,99628;
171008;1500;;;2,00162;
171008;1600;;;2,0154;
171008;1700;;;1,9998;
171008;1800;;;2,01545;
171008;1900;;;2,11471;
171008;2000;;;2,05815;
171008;2100;;;2,0499;
171008;2200;;;2,0969;
171008;2300;;;2,09733;
171009;0000;;;2,10318;
171009;0100;;;2,12417;
171009;0200;;;2,10133;
171009;0300;;;2,29957;
171009;0400;;;2,1098;
171009;0500;;;2,06982;
171009;0600;;;2,07032;
171009;0700;;;2,11375;
171009;0800;;;2,0963;
171009;0900;;;2,11771;
171009;1000;;;2,07075;
171009;1100;;;2,03388;
171009;1200;;;2,0258;
171009;1300;;;2,00508;
171009;1400;;;2,02415;
171009;1500;;;2,00448;
171009;1600;;;2,00265;
171009;1700;;;2,01862;
171009;1800;;;1,9993;
171009;1900;;;2,03742;
171009;2000;;;2,57342;
171009;2100;;;2,41142;
171009;2200;;;2,19877;
171009;2300;;;2,0681;
171010;0000;;;2,02027;
171010;0100;;;2,0246;
171010;0200;;;2,01965;
171010;0300;;;2,0164;
171010;0400;;;2,01255;
171010;0500;;;2,0275;
171010;0600;;;2,05832;
171010;0700;;;2,08921;
171010;0800;;;2,10598;
171010;0900;;;2,0321;
171010;1000;;;2,03258;
171010;1100;;;2,02303;
171010;1200;;;2,01877;
171010;1300;;;2,00103;
171010;1400;;;2,00912;
171010;1500;;;2,00285;
171010;1600;;;1,989;
171010;1700;;;2,0024;
171010;1800;;;1,9948;
171010;1900;;;2,0176;
171010;2000;;;2,01068;
171010;2100;;;2,0475;
171010;2200;;;2,00912;
171010;2300;;;1,9997;
171011;0000;;;1,99795;
171011;0100;;;1,98247;
171011;0200;;;2,02925;
171011;0300;;;2,07121;
171011;0400;;;2,03325;
171011;0500;;;1,99595;
171011;0600;;;2,01443;
171011;0700;;;2,017;
171011;0800;;;2,03797;
171011;0900;;;2,01687;
171011;1000;;;2,01607;
171011;1100;;;2,05957;
171011;1200;;;2,05363;
171011;1300;;;2,03658;
171011;1400;;;2,01077;
171011;1500;;;2,00488;
171011;1600;;;2,00657;
171011;1700;;;2,00718;
171011;1800;;;2,01077;
171011;1900;;;2,00072;
171011;2000;;;2,00003;
171011;2100;;;2,05507;
171011;2200;;;2,02257;
171011;2300;;;2,05737;
171012;0000;;;2,0448;
171012;0100;;;2,02668;
171012;0200;;;2,02493;
171012;0300;;;2,0471;
171012;0400;;;2,00212;
171012;0500;;;2,00845;
171012;0600;;;2,02408;
171012;0700;;;2,06387;
171012;0800;;;2,02523;
171012;0900;;;2,03143;
171012;1000;;;2,0119;
171012;1100;;;2,0289;
171012;1200;;;2,01087;
171012;1300;;;1,9788;
171012;1400;;;;
171012;1500;;;1,94483;
171012;1600;;;1,949;
171012;1700;;;1,94577;
171012;1800;;;1,9407;
171012;1900;;;1,93238;
