FECHA (YYMMDD);HORA (HHMM);Registros validados;Registros preliminares;Registros no validados;
170926;1700;;;0,016;
170926;1800;;;0,016;
170926;1900;;;0,016;
170926;2000;;;0,016;
170926;2100;;;0,016;
170926;2200;;;0,016;
170926;2300;;;0,016;
170927;0000;;;0,016;
170927;0100;;;0,016;
170927;0200;;;0,016;
170927;0300;;;0,016;
170927;0400;;;0,016;
170927;0500;;;0,016;
170927;0600;;;0,016;
170927;0700;;;0,016;
170927;0800;;;0,016;
170927;0900;;;0,016;
170927;1000;;;0,016;
170927;1100;;;0,016;
170927;1200;;;0,016;
170927;1300;;;0,016;
170927;1400;;;0,016;
170927;1500;;;0,016;
170927;1600;;;0,016;
170927;1700;;;0,016;
170927;1800;;;0,016;
170927;1900;;;0,016;
170927;2000;;;0,016;
170927;2100;;;0,016;
170927;2200;;;0,016;
170927;2300;;;0,016;
170928;0000;;;0,016;
170928;0100;;;0,016;
170928;0200;;;0,016;
170928;0300;;;0,016;
170928;0400;;;0,016;
170928;0500;;;0,016;
170928;0600;;;0,016;
170928;0700;;;0,016;
170928;0800;;;0,09515;
170928;0900;;;0,016;
170928;1000;;;0,016;
170928;1100;;;0,016;
170928;1200;;;0,016;
170928;1300;;;0,016;
170928;1400;;;0,016;
170928;1500;;;0,016;
170928;1600;;;0,016;
170928;1700;;;0,016;
170928;1800;;;0,016;
170928;1900;;;0,016;
170928;2000;;;0,016;
170928;2100;;;0,016;
170928;2200;;;0,016;
170928;2300;;;0,016;
170929;0000;;;0,016;
170929;0100;;;0,016;
170929;0200;;;0,016;
170929;0300;;;0,016;
170929;0400;;;0,016;
170929;0500;;;0,016;
170929;0600;;;0,016;
170929;0700;;;0,016;
170929;0800;;;0,016;
170929;0900;;;0,0313667;
170929;1000;;;1,667e-05;
170929;1100;;;0;
170929;1200;;;0;
170929;1300;;;0;
170929;1400;;;0,00058333;
170929;1500;;;0,00011667;
170929;1600;;;0,0126;
170929;1700;;;0,0447167;
