FECHA (YYMMDD);HORA (HHMM);;
101220;0800;259,386;
101220;0900;268,278;
101220;1000;250,883;
101220;1100;258,092;
101220;1200;268,323;
101220;1300;285,214;
101220;1400;272,884;
101220;1500;273,98;
101220;1600;276,558;
101220;1700;283,572;
101220;1800;283,124;
101220;1900;292,665;
101220;2000;18,7609;
101220;2100;95,641;
101220;2200;56,7274;
101220;2300;82,7727;
101221;0000;53,3453;
101221;0100;44,1606;
101221;0200;34,5602;
101221;0300;55,6124;
101221;0400;320,252;
101221;0500;309,833;
101221;0600;305,6;
101221;0700;305,383;
101221;0800;309,676;
101221;0900;301,89;
101221;1000;293,88;
101221;1100;266,257;
101221;1200;268,283;
101221;1300;266,259;
101221;1400;266,238;
101221;1500;266,121;
101221;1600;271,721;
101221;1700;272,239;
101221;1800;273,427;
101221;1900;271,229;
101221;2000;287,23;
101221;2100;304,789;
101221;2200;291,527;
101221;2300;303,975;
101222;0000;300,49;
101222;0100;281,654;
101222;0200;306,937;
101222;0300;304,339;
101222;0400;284,003;
101222;0500;207,627;
101222;0600;236,995;
101222;0700;295,616;
101222;0800;228,318;
101222;0900;236,124;
101222;1000;121,621;
101222;1100;102,031;
101222;1200;174,225;
101222;1300;38,0266;
101222;1400;65,099;
101222;1500;176,336;
101222;1600;259,726;
101222;1700;252,803;
101222;1800;297,715;
101222;1900;276,11;
101222;2000;27,5699;
101222;2100;303,605;
101222;2200;279,864;
101222;2300;336,319;
101223;0000;322,072;
101223;0100;44,6531;
101223;0200;45,5132;
101223;0300;300,912;
101223;0400;56,9581;
101223;0500;2,58889;
101223;0600;294,915;
101223;0700;293,433;
101223;0800;300,829;
101223;0900;280,98;
101223;1000;267,364;
101223;1100;261,154;
101223;1200;267,96;
101223;1300;269,389;
101223;1400;272,178;
101223;1500;280,572;
101223;1600;282,743;
101223;1700;278,343;
101223;1800;259,782;
101223;1900;233,128;
101223;2000;218,817;
101223;2100;157,641;
101223;2200;68,3722;
101223;2300;88,4141;
101224;0000;73,5337;
101224;0100;51,0727;
101224;0200;102,954;
101224;0300;110,277;
101224;0400;85,4861;
101224;0500;102,801;
101224;0600;97,2273;
101224;0700;111,739;
101224;0800;258,86;
101224;0900;259,98;
101224;1000;269,623;
101224;1100;249,513;
101224;1200;277,85;
101224;1300;278,481;
101224;1400;260,904;
101224;1500;256,731;
101224;1600;277,33;
101224;1700;276,798;
101224;1800;236,883;
101224;1900;254,567;
101224;2000;9,35085;
101224;2100;295,031;
101224;2200;228,985;
101224;2300;328,201;
101225;0000;3,00056;
101225;0100;65,6144;
101225;0200;52,066;
101225;0300;98,7051;
101225;0400;64,9153;
101225;0500;58,1182;
101225;0600;153,698;
101225;0700;152,867;
101225;0800;226,41;
101225;0900;296,732;
101225;1000;300,756;
101225;1100;301,415;
101225;1200;265,172;
101225;1300;281,018;
101225;1400;269,009;
101225;1500;276,339;
101225;1600;282,177;
101225;1700;283,197;
101225;1800;259,086;
101225;1900;249,862;
101225;2000;245,259;
101225;2100;42,2547;
101225;2200;44,7569;
101225;2300;42,3676;
101226;0000;271,293;
101226;0100;297,56;
101226;0200;326,307;
101226;0300;302,127;
101226;0400;307,819;
101226;0500;296,744;
101226;0600;285,537;
101226;0700;288,863;
101226;0800;306,463;
101226;0900;286,467;
101226;1000;273,962;
101226;1100;271,645;
101226;1200;285,725;
101226;1300;283,247;
101226;1400;279,85;
101226;1500;269,613;
101226;1600;269,037;
101226;1700;230,842;
101226;1800;228,692;
101226;1900;233,867;
101226;2000;281,285;
101226;2100;297,113;
101226;2200;292,724;
101226;2300;256,784;
101227;0000;237,784;
101227;0100;233,544;
101227;0200;247,429;
101227;0300;225,06;
101227;0400;210,162;
101227;0500;235,741;
101227;0600;277,014;
101227;0700;296,983;
101227;0800;308,288;
101227;0900;274,621;
101227;1000;273,361;
101227;1100;272,463;
101227;1200;271,119;
101227;1300;268,905;
101227;1400;268,066;
101227;1500;277,684;
101227;1600;279,993;
101227;1700;263,57;
101227;1800;230,525;
101227;1900;232,112;
101227;2000;227,856;
101227;2100;259,122;
101227;2200;59,2139;
101227;2300;30,7629;
101228;0000;52,1646;
101228;0100;31,2149;
101228;0200;49,5445;
101228;0300;30,5851;
101228;0400;28,4533;
101228;0500;342,854;
101228;0600;244,062;
101228;0700;224,933;
101228;0800;271,622;
101228;0900;288,037;
101228;1000;308,673;
101228;1100;281,139;
101228;1200;269,024;
101228;1300;271,582;
101228;1400;270,34;
101228;1500;275,374;
101228;1600;269,773;
101228;1700;280,476;
101228;1800;284,589;
101228;1900;271,564;
101228;2000;223,19;
101228;2100;213,352;
101228;2200;214;
101228;2300;208,88;
101229;0000;213,54;
101229;0100;208,241;
101229;0200;210,3;
101229;0300;212,35;
101229;0400;214,366;
101229;0500;175,36;
101229;0600;209,3;
101229;0700;227,146;
101229;0800;265,831;
101229;0900;279,654;
101229;1000;275,514;
101229;1100;261,01;
101229;1200;249,714;
101229;1300;265,208;
101229;1400;253,324;
101229;1500;269,86;
101229;1600;276,492;
101229;1700;276,773;
101229;1800;269,213;
101229;1900;254,481;
101229;2000;234,902;
101229;2100;226,406;
101229;2200;253,142;
101229;2300;222,476;
101230;0000;216,21;
101230;0100;220,615;
101230;0200;209,183;
101230;0300;211,017;
101230;0400;191,86;
101230;0500;202,359;
101230;0600;212,436;
101230;0700;219,817;
101230;0800;253,609;
101230;0900;275,713;
101230;1000;265,255;
101230;1100;260,875;
101230;1200;260,541;
101230;1300;263,611;
101230;1400;283,763;
101230;1500;283,271;
101230;1600;283,421;
101230;1700;275,838;
101230;1800;257,716;
101230;1900;234,961;
101230;2000;233,147;
101230;2100;207,02;
101230;2200;224,094;
101230;2300;141,101;
101231;0000;75,6836;
101231;0100;59,6703;
101231;0200;66,4651;
101231;0300;302,665;
101231;0400;301,055;
101231;0500;334,441;
101231;0600;228,16;
101231;0700;210,051;
101231;0800;210,453;
101231;0900;212,363;
101231;1000;248,887;
101231;1100;281,253;
101231;1200;238,328;
101231;1300;270,585;
101231;1400;281,517;
101231;1500;273,015;
101231;1600;230,34;
101231;1700;234,354;
101231;1800;229,39;
101231;1900;228,065;
101231;2000;231,454;
101231;2100;37,3608;
101231;2200;69,4104;
101231;2300;85,6039;
110101;0000;99,2561;
110101;0100;55,4709;
110101;0200;76,1597;
110101;0300;111,182;
110101;0400;83,3584;
110101;0500;63,4003;
110101;0600;75,0009;
110101;0700;69,8112;
110101;0800;278,888;
110101;0900;270,191;
110101;1000;274,661;
110101;1100;266,833;
110101;1200;272,409;
110101;1300;275,181;
110101;1400;281,068;
110101;1500;284,394;
110101;1600;279,52;
110101;1700;281,341;
110101;1800;255,437;
110101;1900;223,124;
110101;2000;198,569;
110101;2100;121,621;
110101;2200;53,6135;
110101;2300;78,4319;
110102;0000;70,599;
110102;0100;95,1493;
110102;0200;70,9485;
110102;0300;79,9978;
110102;0400;41,7677;
110102;0500;79,0072;
110102;0600;58,8971;
110102;0700;100,108;
110102;0800;76,0508;
110102;0900;269,314;
110102;1000;266,287;
110102;1100;268,28;
110102;1200;289,504;
110102;1300;276,514;
110102;1400;263,812;
110102;1500;276,63;
110102;1600;274,911;
110102;1700;276,669;
110102;1800;277,277;
110102;1900;267,301;
110102;2000;215,588;
110102;2100;145,857;
110102;2200;122,313;
110102;2300;31,3205;
110103;0000;58,6978;
110103;0100;54,8168;
110103;0200;74,4718;
110103;0300;35,5048;
110103;0400;79,4452;
110103;0500;88,8988;
110103;0600;92,4546;
110103;0700;95,3158;
110103;0800;271,592;
110103;0900;270,643;
110103;1000;269,223;
110103;1100;279,866;
110103;1200;278,745;
110103;1300;272,109;
110103;1400;283,456;
110103;1500;283,53;
110103;1600;288,112;
110103;1700;277,787;
110103;1800;255,097;
110103;1900;222,271;
110103;2000;212,1;
110103;2100;54,6999;
110103;2200;47,4312;
110103;2300;50,6707;
110104;0000;72,9662;
110104;0100;47,3152;
110104;0200;36,2079;
110104;0300;79,9744;
110104;0400;317,163;
110104;0500;44,5392;
110104;0600;107,582;
110104;0700;110,079;
110104;0800;217,959;
110104;0900;274,038;
110104;1000;273,007;
110104;1100;253,095;
110104;1200;247,056;
110104;1300;248,328;
110104;1400;240,733;
110104;1500;226,701;
110104;1600;222,267;
110104;1700;220,345;
110104;1800;216,816;
110104;1900;220,686;
110104;2000;225,297;
110104;2100;221,073;
110104;2200;231,665;
110104;2300;48,62;
110105;0000;59,3586;
110105;0100;67,1017;
110105;0200;73,8976;
110105;0300;71,0077;
110105;0400;70,1349;
110105;0500;55,5974;
110105;0600;106,469;
110105;0700;134,323;
110105;0800;262,996;
110105;0900;268,753;
110105;1000;280,253;
110105;1100;237,758;
110105;1200;234,098;
110105;1300;232,736;
110105;1400;244,463;
110105;1500;236,699;
110105;1600;257,297;
110105;1700;257,808;
110105;1800;287,149;
110105;1900;37,1298;
110105;2000;147,532;
110105;2100;282,679;
110105;2200;236,908;
110105;2300;304,156;
110106;0000;34,5627;
